	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004303	TFCN17337P5_007659-T1, TFCN17337P5_008417-T1	DBVPG3775_000280-T1
GF00004304	TFCN17337P5_007660-T1, TFCN17337P5_008418-T1	DBVPG3775_000281-T1
GF00004305	TFCN17337P5_007662-T1, TFCN17337P5_008420-T1	DBVPG3775_000284-T1
GF00004306	TFCN17337P5_007663-T1, TFCN17337P5_008421-T1	DBVPG3775_000285-T1
GF00004307	TFCN17337P5_007664-T1, TFCN17337P5_008422-T1	DBVPG3775_000286-T1
GF00004308	TFCN17337P5_007667-T1, TFCN17337P5_008425-T1	DBVPG3775_000289-T1
GF00004309	TFCN17337P5_007668-T1, TFCN17337P5_008426-T1	DBVPG3775_000290-T1
GF00004310	TFCN17337P5_007669-T1, TFCN17337P5_008427-T1	DBVPG3775_000291-T1
GF00004311	TFCN17337P5_007670-T1, TFCN17337P5_008428-T1	DBVPG3775_000292-T1
GF00004312	TFCN17337P5_007673-T1, TFCN17337P5_008430-T1	DBVPG3775_000294-T1
GF00004313	TFCN17337P5_007677-T1, TFCN17337P5_008435-T1	DBVPG3775_000299-T1
GF00004314	TFCN17337P5_007679-T1, TFCN17337P5_008437-T1	DBVPG3775_000302-T1
GF00004315	TFCN17337P5_007680-T1, TFCN17337P5_008438-T1	DBVPG3775_000303-T1
GF00004316	TFCN17337P5_007681-T1, TFCN17337P5_008439-T1	DBVPG3775_000304-T1
GF00004317	TFCN17337P5_007685-T1, TFCN17337P5_008442-T1	DBVPG3775_000307-T1
GF00004318	TFCN17337P5_007687-T1, TFCN17337P5_008445-T1	DBVPG3775_000309-T1
GF00004319	TFCN17337P5_007689-T1, TFCN17337P5_008447-T1	DBVPG3775_000311-T1
GF00004320	TFCN17337P5_007691-T1, TFCN17337P5_008449-T1	DBVPG3775_000313-T1
GF00004321	TFCN17337P5_007692-T1, TFCN17337P5_008450-T1	DBVPG3775_000314-T1
GF00004322	TFCN17337P5_007694-T1, TFCN17337P5_008452-T1	DBVPG3775_000316-T1
GF00004323	TFCN17337P5_007696-T1, TFCN17337P5_008454-T1	DBVPG3775_000318-T1
GF00004324	TFCN17337P5_007697-T1, TFCN17337P5_008455-T1	DBVPG3775_000319-T1
GF00004325	TFCN17337P5_007698-T1, TFCN17337P5_008456-T1	DBVPG3775_000320-T1
GF00004326	TFCN17337P5_007699-T1, TFCN17337P5_008457-T1	DBVPG3775_000321-T1
GF00004327	TFCN17337P5_007700-T1, TFCN17337P5_008458-T1	DBVPG3775_000322-T1
GF00004328	TFCN17337P5_007701-T1, TFCN17337P5_008459-T1	DBVPG3775_000323-T1
GF00004329	TFCN17337P5_007702-T1, TFCN17337P5_008460-T1	DBVPG3775_000324-T1
GF00004330	TFCN17337P5_007703-T1, TFCN17337P5_008461-T1	DBVPG3775_000325-T1
GF00004331	TFCN17337P5_007704-T1, TFCN17337P5_008462-T1	DBVPG3775_000326-T1
GF00004332	TFCN17337P5_007705-T1, TFCN17337P5_008463-T1	DBVPG3775_000327-T1
GF00004333	TFCN17337P5_007706-T1, TFCN17337P5_008464-T1	DBVPG3775_000328-T1
GF00004334	TFCN17337P5_007707-T1, TFCN17337P5_008465-T1	DBVPG3775_000329-T1
GF00004335	TFCN17337P5_007708-T1, TFCN17337P5_008466-T1	DBVPG3775_000330-T1
GF00004336	TFCN17337P5_007709-T1, TFCN17337P5_008467-T1	DBVPG3775_000331-T1
GF00004337	TFCN17337P5_007710-T1, TFCN17337P5_008468-T1	DBVPG3775_000332-T1
GF00004338	TFCN17337P5_007713-T1, TFCN17337P5_008471-T1	DBVPG3775_000336-T1
GF00004339	TFCN17337P5_007714-T1, TFCN17337P5_008472-T1	DBVPG3775_000337-T1
GF00004340	TFCN17337P5_007715-T1, TFCN17337P5_008473-T1	DBVPG3775_000338-T1
GF00004341	TFCN17337P5_007717-T1, TFCN17337P5_008475-T1	DBVPG3775_000340-T1
GF00004342	TFCN17337P5_007718-T1, TFCN17337P5_008476-T1	DBVPG3775_000341-T1
GF00004343	TFCN17337P5_007719-T1, TFCN17337P5_008477-T1	DBVPG3775_000342-T1
GF00004344	TFCN17337P5_007729-T1, TFCN17337P5_010952-T1	DBVPG3775_003342-T1
GF00004345	TFCN17337P5_007730-T1, TFCN17337P5_010951-T1	DBVPG3775_003341-T1
GF00004346	TFCN17337P5_007732-T1, TFCN17337P5_010949-T1	DBVPG3775_003339-T1
GF00004347	TFCN17337P5_007733-T1, TFCN17337P5_010948-T1	DBVPG3775_003338-T1
GF00004348	TFCN17337P5_007734-T1, TFCN17337P5_010947-T1	DBVPG3775_003337-T1
GF00004349	TFCN17337P5_007735-T1, TFCN17337P5_010946-T1	DBVPG3775_003336-T1
GF00004350	TFCN17337P5_007736-T1, TFCN17337P5_010945-T1	DBVPG3775_003335-T1
GF00004351	TFCN17337P5_007739-T1, TFCN17337P5_010943-T1	DBVPG3775_003333-T1
GF00004352	TFCN17337P5_007740-T1, TFCN17337P5_010942-T1	DBVPG3775_003332-T1
GF00004353	TFCN17337P5_007744-T1, TFCN17337P5_010956-T1	DBVPG3775_003346-T1
GF00004354	TFCN17337P5_007745-T1, TFCN17337P5_010957-T1	DBVPG3775_003347-T1
GF00004355	TFCN17337P5_007746-T1, TFCN17337P5_010958-T1	DBVPG3775_003348-T1
GF00004356	TFCN17337P5_007747-T1, TFCN17337P5_010959-T1	DBVPG3775_003349-T1
GF00004357	TFCN17337P5_007748-T1, TFCN17337P5_010960-T1	DBVPG3775_003350-T1
GF00004358	TFCN17337P5_007749-T1, TFCN17337P5_010961-T1	DBVPG3775_003351-T1
GF00004359	TFCN17337P5_007750-T1, TFCN17337P5_010962-T1	DBVPG3775_003352-T1
GF00004360	TFCN17337P5_007751-T1, TFCN17337P5_010963-T1	DBVPG3775_003353-T1
GF00004361	TFCN17337P5_007752-T1, TFCN17337P5_010964-T1	DBVPG3775_003354-T1
GF00004362	TFCN17337P5_007754-T1, TFCN17337P5_010967-T1	DBVPG3775_003357-T1
GF00004363	TFCN17337P5_007756-T1, TFCN17337P5_010969-T1	DBVPG3775_003359-T1
GF00004364	TFCN17337P5_007757-T1, TFCN17337P5_010971-T1	DBVPG3775_003360-T1
GF00004365	TFCN17337P5_007758-T1, TFCN17337P5_010972-T1	DBVPG3775_003361-T1
GF00004366	TFCN17337P5_007760-T1, TFCN17337P5_012046-T1	DBVPG3775_003363-T1
GF00004367	TFCN17337P5_007761-T1, TFCN17337P5_012047-T1	DBVPG3775_003364-T1
GF00004368	TFCN17337P5_007763-T1, TFCN17337P5_012049-T1	DBVPG3775_003366-T1
GF00004369	TFCN17337P5_007765-T1, TFCN17337P5_012051-T1	DBVPG3775_003369-T1
GF00004370	TFCN17337P5_007766-T1, TFCN17337P5_012052-T1	DBVPG3775_003370-T1
GF00004371	TFCN17337P5_007768-T1, TFCN17337P5_012054-T1	DBVPG3775_003372-T1
GF00004372	TFCN17337P5_007769-T1, TFCN17337P5_012056-T1	DBVPG3775_003374-T1
GF00004373	TFCN17337P5_007771-T1, TFCN17337P5_012058-T1	DBVPG3775_003376-T1
GF00004374	TFCN17337P5_007772-T1, TFCN17337P5_012059-T1	DBVPG3775_003377-T1
GF00004375	TFCN17337P5_007773-T1, TFCN17337P5_012060-T1	DBVPG3775_003378-T1
GF00004376	TFCN17337P5_007775-T1, TFCN17337P5_012062-T1	DBVPG3775_003380-T1
GF00004377	TFCN17337P5_007776-T1, TFCN17337P5_012063-T1	DBVPG3775_003381-T1
GF00004378	TFCN17337P5_007777-T1, TFCN17337P5_012064-T1	DBVPG3775_003382-T1
GF00004379	TFCN17337P5_007779-T1, TFCN17337P5_012066-T1	DBVPG3775_003384-T1
GF00004380	TFCN17337P5_007780-T1, TFCN17337P5_012067-T1	DBVPG3775_003385-T1
GF00004381	TFCN17337P5_007799-T1, TFCN17337P5_008360-T1	DBVPG3775_003538-T1
GF00004382	TFCN17337P5_007801-T1, TFCN17337P5_008362-T1	DBVPG3775_003536-T1
GF00004383	TFCN17337P5_007802-T1, TFCN17337P5_008363-T1	DBVPG3775_003535-T1
GF00004384	TFCN17337P5_007803-T1, TFCN17337P5_008364-T1	DBVPG3775_003534-T1
GF00004385	TFCN17337P5_007804-T1, TFCN17337P5_008365-T1	DBVPG3775_003533-T1
GF00004386	TFCN17337P5_007805-T1, TFCN17337P5_008366-T1	DBVPG3775_003532-T1
GF00004387	TFCN17337P5_007806-T1, TFCN17337P5_008367-T1	DBVPG3775_003531-T1
GF00004388	TFCN17337P5_007808-T1, TFCN17337P5_008369-T1	DBVPG3775_003529-T1
GF00004389	TFCN17337P5_007809-T1, TFCN17337P5_008370-T1	DBVPG3775_003528-T1
GF00004390	TFCN17337P5_007810-T1, TFCN17337P5_008371-T1	DBVPG3775_003527-T1
GF00004391	TFCN17337P5_007811-T1, TFCN17337P5_008372-T1	DBVPG3775_003526-T1
GF00004392	TFCN17337P5_007812-T1, TFCN17337P5_008373-T1	DBVPG3775_003525-T1
GF00004393	TFCN17337P5_007815-T1, TFCN17337P5_008376-T1	DBVPG3775_003522-T1
GF00004394	TFCN17337P5_007816-T1, TFCN17337P5_008377-T1	DBVPG3775_003521-T1
GF00004395	TFCN17337P5_007818-T1, TFCN17337P5_008379-T1	DBVPG3775_003519-T1
GF00004396	TFCN17337P5_007819-T1, TFCN17337P5_008380-T1	DBVPG3775_003518-T1
GF00004397	TFCN17337P5_007820-T1, TFCN17337P5_008381-T1	DBVPG3775_003517-T1
GF00004398	TFCN17337P5_007821-T1, TFCN17337P5_008382-T1	DBVPG3775_003516-T1
GF00004399	TFCN17337P5_007822-T1, TFCN17337P5_008383-T1	DBVPG3775_003515-T1
GF00004400	TFCN17337P5_007824-T1, TFCN17337P5_008385-T1	DBVPG3775_003513-T1
GF00004401	TFCN17337P5_007828-T1, TFCN17337P5_008357-T1	DBVPG3775_003444-T1
GF00004402	TFCN17337P5_007829-T1, TFCN17337P5_008358-T1	DBVPG3775_003445-T1
GF00004403	TFCN17337P5_007833-T1, TFCN17337P5_012225-T1	DBVPG3775_003467-T1
GF00004404	TFCN17337P5_007834-T1, TFCN17337P5_012224-T1	DBVPG3775_003468-T1
GF00004405	TFCN17337P5_007835-T1, TFCN17337P5_012223-T1	DBVPG3775_003469-T1
GF00004406	TFCN17337P5_007840-T1, TFCN17337P5_014671-T1	DBVPG3775_007308-T1
GF00004407	TFCN17337P5_007842-T1, TFCN17337P5_014090-T1	DBVPG3775_007310-T1
GF00004408	TFCN17337P5_007844-T1, TFCN17337P5_014088-T1	DBVPG3775_007312-T1
GF00004409	TFCN17337P5_007845-T1, TFCN17337P5_014087-T1	DBVPG3775_007313-T1
GF00004410	TFCN17337P5_007847-T1, TFCN17337P5_014086-T1	DBVPG3775_007315-T1
GF00004411	TFCN17337P5_007848-T1, TFCN17337P5_014085-T1	DBVPG3775_007316-T1
GF00004412	TFCN17337P5_007849-T1, TFCN17337P5_014084-T1	DBVPG3775_007317-T1
GF00004413	TFCN17337P5_007850-T1, TFCN17337P5_014083-T1	DBVPG3775_007318-T1
GF00004414	TFCN17337P5_007852-T1, TFCN17337P5_014081-T1	DBVPG3775_007320-T1
GF00004415	TFCN17337P5_007853-T1, TFCN17337P5_012508-T1	DBVPG3775_007321-T1
GF00004416	TFCN17337P5_007854-T1, TFCN17337P5_012509-T1	DBVPG3775_007322-T1
GF00004417	TFCN17337P5_007855-T1, TFCN17337P5_012510-T1	DBVPG3775_007323-T1
GF00004418	TFCN17337P5_007859-T1, TFCN17337P5_012513-T1	DBVPG3775_000002-T1
GF00004419	TFCN17337P5_007862-T1, TFCN17337P5_012515-T1	DBVPG3775_000004-T1
GF00004420	TFCN17337P5_007863-T1, TFCN17337P5_012516-T1	DBVPG3775_000005-T1
GF00004421	TFCN17337P5_007864-T1, TFCN17337P5_012517-T1	DBVPG3775_000006-T1
GF00004422	TFCN17337P5_007865-T1, TFCN17337P5_012518-T1	DBVPG3775_000007-T1
GF00004423	TFCN17337P5_007867-T1, TFCN17337P5_012520-T1	DBVPG3775_000009-T1
GF00004424	TFCN17337P5_007870-T1, TFCN17337P5_012523-T1	DBVPG3775_000012-T1
GF00004425	TFCN17337P5_007871-T1, TFCN17337P5_012524-T1	DBVPG3775_000013-T1
GF00004426	TFCN17337P5_007872-T1, TFCN17337P5_012696-T1	DBVPG3775_000014-T1
GF00004427	TFCN17337P5_007873-T1, TFCN17337P5_012697-T1	DBVPG3775_000015-T1
GF00004428	TFCN17337P5_007874-T1, TFCN17337P5_012698-T1	DBVPG3775_000016-T1
GF00004429	TFCN17337P5_007876-T1, TFCN17337P5_012700-T1	DBVPG3775_000018-T1
GF00004430	TFCN17337P5_007879-T1, TFCN17337P5_012703-T1	DBVPG3775_000021-T1
GF00004431	TFCN17337P5_007880-T1, TFCN17337P5_012704-T1	DBVPG3775_000022-T1
GF00004432	TFCN17337P5_007881-T1, TFCN17337P5_012705-T1	DBVPG3775_000023-T1
GF00004433	TFCN17337P5_012712-T1, TFCN17337P5_007888-T1	DBVPG3775_000030-T1
GF00004434	TFCN17337P5_007887-T1, TFCN17337P5_012711-T1	DBVPG3775_000029-T1
GF00004435	TFCN17337P5_007889-T1, TFCN17337P5_012713-T1	DBVPG3775_000031-T1
GF00004436	TFCN17337P5_007891-T1, TFCN17337P5_012715-T1	DBVPG3775_000033-T1
GF00004437	TFCN17337P5_007892-T1, TFCN17337P5_012716-T1	DBVPG3775_000034-T1
GF00004438	TFCN17337P5_007894-T1, TFCN17337P5_012718-T1	DBVPG3775_000036-T1
GF00004439	TFCN17337P5_007922-T1, TFCN17337P5_012487-T1	DBVPG3775_000563-T1
GF00004440	TFCN17337P5_007924-T1, TFCN17337P5_012489-T1	DBVPG3775_000565-T1
GF00004441	TFCN17337P5_007925-T1, TFCN17337P5_012490-T1	DBVPG3775_000566-T1
GF00004442	TFCN17337P5_007926-T1, TFCN17337P5_012491-T1	DBVPG3775_000567-T1
GF00004443	TFCN17337P5_007927-T1, TFCN17337P5_012492-T1	DBVPG3775_000568-T1
GF00004444	TFCN17337P5_007928-T1, TFCN17337P5_012493-T1	DBVPG3775_000569-T1
GF00004445	TFCN17337P5_007929-T1, TFCN17337P5_012494-T1	DBVPG3775_000570-T1
GF00004446	TFCN17337P5_007930-T1, TFCN17337P5_012495-T1	DBVPG3775_000571-T1
GF00004447	TFCN17337P5_007931-T1, TFCN17337P5_012496-T1	DBVPG3775_000572-T1
GF00004448	TFCN17337P5_007932-T1, TFCN17337P5_012497-T1	DBVPG3775_000574-T1
GF00004449	TFCN17337P5_007933-T1, TFCN17337P5_012498-T1	DBVPG3775_000575-T1
GF00004450	TFCN17337P5_007937-T1, TFCN17337P5_012502-T1	DBVPG3775_000579-T1
GF00004451	TFCN17337P5_007938-T1, TFCN17337P5_012503-T1	DBVPG3775_000580-T1
GF00004452	TFCN17337P5_007939-T1, TFCN17337P5_012504-T1	DBVPG3775_000581-T1
GF00004453	TFCN17337P5_007940-T1, TFCN17337P5_012505-T1	DBVPG3775_000582-T1
GF00004454	TFCN17337P5_007941-T1, TFCN17337P5_012506-T1	DBVPG3775_000583-T1
GF00004455	TFCN17337P5_007946-T1, TFCN17337P5_013292-T1	DBVPG3775_000586-T1
GF00004456	TFCN17337P5_007947-T1, TFCN17337P5_013293-T1	DBVPG3775_000587-T1
GF00004457	TFCN17337P5_007948-T1, TFCN17337P5_013294-T1	DBVPG3775_000588-T1
GF00004458	TFCN17337P5_007949-T1, TFCN17337P5_013740-T1	DBVPG3775_004708-T1
GF00004459	TFCN17337P5_007950-T1, TFCN17337P5_013741-T1	DBVPG3775_004707-T1
GF00004460	TFCN17337P5_007951-T1, TFCN17337P5_013742-T1	DBVPG3775_004706-T1
GF00004461	TFCN17337P5_007952-T1, TFCN17337P5_013743-T1	DBVPG3775_004705-T1
GF00004462	TFCN17337P5_007953-T1, TFCN17337P5_013744-T1	DBVPG3775_004704-T1
GF00004463	TFCN17337P5_007954-T1, TFCN17337P5_013745-T1	DBVPG3775_004703-T1
GF00004464	TFCN17337P5_007956-T1, TFCN17337P5_013747-T1	DBVPG3775_004701-T1
GF00004465	TFCN17337P5_007957-T1, TFCN17337P5_013748-T1	DBVPG3775_004700-T1
GF00004466	TFCN17337P5_007959-T1, TFCN17337P5_013750-T1	DBVPG3775_004698-T1
GF00004467	TFCN17337P5_007960-T1, TFCN17337P5_013751-T1	DBVPG3775_004697-T1
GF00004468	TFCN17337P5_007961-T1, TFCN17337P5_013752-T1	DBVPG3775_004696-T1
GF00004469	TFCN17337P5_007964-T1, TFCN17337P5_014650-T1	DBVPG3775_004693-T1
GF00004470	TFCN17337P5_007965-T1, TFCN17337P5_014718-T1	DBVPG3775_004692-T1
GF00004471	TFCN17337P5_007966-T1, TFCN17337P5_014717-T1	DBVPG3775_004691-T1
GF00004472	TFCN17337P5_007969-T1, TFCN17337P5_012361-T1	DBVPG3775_004688-T1
GF00004473	TFCN17337P5_007970-T1, TFCN17337P5_012362-T1	DBVPG3775_004687-T1
GF00004474	TFCN17337P5_007973-T1, TFCN17337P5_012365-T1	DBVPG3775_004684-T1
GF00004475	TFCN17337P5_007974-T1, TFCN17337P5_012366-T1	DBVPG3775_004683-T1
GF00004476	TFCN17337P5_007976-T1, TFCN17337P5_012368-T1	DBVPG3775_004681-T1
GF00004477	TFCN17337P5_007977-T1, TFCN17337P5_012369-T1	DBVPG3775_004680-T1
GF00004478	TFCN17337P5_007978-T1, TFCN17337P5_012370-T1	DBVPG3775_004679-T1
GF00004479	TFCN17337P5_007980-T1, TFCN17337P5_012372-T1	DBVPG3775_004677-T1
GF00004480	TFCN17337P5_007981-T1, TFCN17337P5_012373-T1	DBVPG3775_004676-T1
GF00004481	TFCN17337P5_007982-T1, TFCN17337P5_012374-T1	DBVPG3775_004675-T1
GF00004482	TFCN17337P5_007986-T1, TFCN17337P5_012377-T1	DBVPG3775_004671-T1
GF00004483	TFCN17337P5_007987-T1, TFCN17337P5_012378-T1	DBVPG3775_004670-T1
GF00004484	TFCN17337P5_007995-T1, TFCN17337P5_013635-T1	DBVPG3775_004663-T1
GF00004485	TFCN17337P5_007997-T1, TFCN17337P5_013637-T1	DBVPG3775_004661-T1
GF00004486	TFCN17337P5_007998-T1, TFCN17337P5_013638-T1	DBVPG3775_004660-T1
GF00004487	TFCN17337P5_008000-T1, TFCN17337P5_013640-T1	DBVPG3775_004658-T1
GF00004488	TFCN17337P5_008001-T1, TFCN17337P5_013641-T1	DBVPG3775_004657-T1
GF00004489	TFCN17337P5_008002-T1, TFCN17337P5_013642-T1	DBVPG3775_004656-T1
GF00004490	TFCN17337P5_008003-T1, TFCN17337P5_013643-T1	DBVPG3775_004655-T1
GF00004491	TFCN17337P5_008004-T1, TFCN17337P5_013644-T1	DBVPG3775_004654-T1
GF00004492	TFCN17337P5_008005-T1, TFCN17337P5_013645-T1	DBVPG3775_004653-T1
GF00004493	TFCN17337P5_008006-T1, TFCN17337P5_013646-T1	DBVPG3775_004652-T1
GF00004494	TFCN17337P5_008008-T1, TFCN17337P5_013648-T1	DBVPG3775_004650-T1
GF00004495	TFCN17337P5_008009-T1, TFCN17337P5_013649-T1	DBVPG3775_004649-T1
GF00004496	TFCN17337P5_008061-T1, TFCN17337P5_011987-T1	DBVPG3775_007392-T1
GF00004497	TFCN17337P5_008062-T1, TFCN17337P5_011986-T1	DBVPG3775_007391-T1
GF00004498	TFCN17337P5_008063-T1, TFCN17337P5_011985-T1	DBVPG3775_007390-T1
GF00004499	TFCN17337P5_008065-T1, TFCN17337P5_011982-T1	DBVPG3775_007387-T1
GF00004500	TFCN17337P5_008066-T1, TFCN17337P5_011981-T1	DBVPG3775_007386-T1
GF00004501	TFCN17337P5_008067-T1, TFCN17337P5_011980-T1	DBVPG3775_007385-T1
GF00004502	TFCN17337P5_008068-T1, TFCN17337P5_011978-T1	DBVPG3775_007383-T1
GF00004503	TFCN17337P5_008069-T1, TFCN17337P5_011977-T1	DBVPG3775_007382-T1
GF00004504	TFCN17337P5_008070-T1, TFCN17337P5_011976-T1	DBVPG3775_007381-T1
GF00004505	TFCN17337P5_008071-T1, TFCN17337P5_011975-T1	DBVPG3775_007380-T1
GF00004506	TFCN17337P5_008072-T1, TFCN17337P5_011974-T1	DBVPG3775_007379-T1
GF00004507	TFCN17337P5_008074-T1, TFCN17337P5_011972-T1	DBVPG3775_007377-T1
GF00004508	TFCN17337P5_008077-T1, TFCN17337P5_011969-T1	DBVPG3775_007374-T1
GF00004509	TFCN17337P5_008078-T1, TFCN17337P5_011968-T1	DBVPG3775_007373-T1
GF00004510	TFCN17337P5_008081-T1, TFCN17337P5_011965-T1	DBVPG3775_007370-T1
GF00004511	TFCN17337P5_008083-T1, TFCN17337P5_011963-T1	DBVPG3775_005804-T1
GF00004512	TFCN17337P5_008697-T1, TFCN17337P5_010853-T1	DBVPG3775_006741-T1
GF00004513	TFCN17337P5_008087-T1, TFCN17337P5_011960-T1	DBVPG3775_005808-T1
GF00004514	TFCN17337P5_008089-T1, TFCN17337P5_011958-T1	DBVPG3775_005810-T1
GF00004515	TFCN17337P5_008110-T1, TFCN17337P5_011554-T1	DBVPG3775_007211-T1
GF00004516	TFCN17337P5_008111-T1, TFCN17337P5_011555-T1	DBVPG3775_007212-T1
GF00004517	TFCN17337P5_008112-T1, TFCN17337P5_011556-T1	DBVPG3775_007213-T1
GF00004518	TFCN17337P5_011552-T1, TFCN17337P5_010488-T1	DBVPG3775_007209-T1
GF00004519	TFCN17337P5_008113-T1, TFCN17337P5_011557-T1	DBVPG3775_007214-T1
GF00004520	TFCN17337P5_008114-T1, TFCN17337P5_011558-T1	DBVPG3775_007215-T1
GF00004521	TFCN17337P5_008115-T1, TFCN17337P5_011559-T1	DBVPG3775_007216-T1
GF00004522	TFCN17337P5_008117-T1, TFCN17337P5_011562-T1	DBVPG3775_007219-T1
GF00004523	TFCN17337P5_008118-T1, TFCN17337P5_011563-T1	DBVPG3775_007220-T1
GF00004524	TFCN17337P5_008127-T1, TFCN17337P5_008965-T1	DBVPG3775_001495-T1
GF00004525	TFCN17337P5_008128-T1, TFCN17337P5_008964-T1	DBVPG3775_001494-T1
GF00004526	TFCN17337P5_008130-T1, TFCN17337P5_008967-T1	DBVPG3775_001497-T1
GF00004527	TFCN17337P5_008131-T1, TFCN17337P5_008968-T1	DBVPG3775_001498-T1
GF00004528	TFCN17337P5_008133-T1, TFCN17337P5_008971-T1	DBVPG3775_001500-T1
GF00004529	TFCN17337P5_008134-T1, TFCN17337P5_008972-T1	DBVPG3775_001501-T1
GF00004530	TFCN17337P5_008136-T1, TFCN17337P5_008974-T1	DBVPG3775_001503-T1
GF00004531	TFCN17337P5_008140-T1, TFCN17337P5_008979-T1	DBVPG3775_001508-T1
GF00004532	TFCN17337P5_008142-T1, TFCN17337P5_008981-T1	DBVPG3775_001510-T1
GF00004533	TFCN17337P5_008143-T1, TFCN17337P5_008982-T1	DBVPG3775_001511-T1
GF00004534	TFCN17337P5_008144-T1, TFCN17337P5_008983-T1	DBVPG3775_001512-T1
GF00004535	TFCN17337P5_008146-T1, TFCN17337P5_008985-T1	DBVPG3775_001514-T1
GF00004536	TFCN17337P5_008147-T1, TFCN17337P5_008986-T1	DBVPG3775_001515-T1
GF00004537	TFCN17337P5_008148-T1, TFCN17337P5_008987-T1	DBVPG3775_001516-T1
GF00004538	TFCN17337P5_008151-T1, TFCN17337P5_008990-T1	DBVPG3775_001519-T1
GF00004539	TFCN17337P5_008153-T1, TFCN17337P5_008993-T1	DBVPG3775_001522-T1
GF00004540	TFCN17337P5_008154-T1, TFCN17337P5_008994-T1	DBVPG3775_001523-T1
GF00004541	TFCN17337P5_008155-T1, TFCN17337P5_008995-T1	DBVPG3775_001524-T1
GF00004542	TFCN17337P5_008156-T1, TFCN17337P5_008996-T1	DBVPG3775_001526-T1
GF00004543	TFCN17337P5_008157-T1, TFCN17337P5_008997-T1	DBVPG3775_001527-T1
GF00004544	TFCN17337P5_008158-T1, TFCN17337P5_008998-T1	DBVPG3775_001528-T1
GF00004545	TFCN17337P5_008162-T1, TFCN17337P5_009003-T1	DBVPG3775_001542-T1
GF00004546	TFCN17337P5_008163-T1, TFCN17337P5_009004-T1	DBVPG3775_001543-T1
GF00004547	TFCN17337P5_008164-T1, TFCN17337P5_009005-T1	DBVPG3775_001544-T1
GF00004548	TFCN17337P5_008165-T1, TFCN17337P5_009006-T1	DBVPG3775_001545-T1
GF00004549	TFCN17337P5_008167-T1, TFCN17337P5_009008-T1	DBVPG3775_001547-T1
GF00004550	TFCN17337P5_008171-T1, TFCN17337P5_009012-T1	DBVPG3775_001551-T1
GF00004551	TFCN17337P5_008172-T1, TFCN17337P5_009013-T1	DBVPG3775_001552-T1
GF00004552	TFCN17337P5_008175-T1, TFCN17337P5_009016-T1	DBVPG3775_001555-T1
GF00004553	TFCN17337P5_008177-T1, TFCN17337P5_009018-T1	DBVPG3775_001557-T1
GF00004554	TFCN17337P5_008298-T1, TFCN17337P5_013884-T1	DBVPG3775_003387-T1
GF00004555	TFCN17337P5_008299-T1, TFCN17337P5_013885-T1	DBVPG3775_003388-T1
GF00004556	TFCN17337P5_008300-T1, TFCN17337P5_013886-T1	DBVPG3775_003389-T1
GF00004557	TFCN17337P5_008302-T1, TFCN17337P5_013889-T1	DBVPG3775_003391-T1
GF00004558	TFCN17337P5_008303-T1, TFCN17337P5_013890-T1	DBVPG3775_003392-T1
GF00004559	TFCN17337P5_008304-T1, TFCN17337P5_013891-T1	DBVPG3775_003393-T1
GF00004560	TFCN17337P5_008305-T1, TFCN17337P5_013892-T1	DBVPG3775_003394-T1
GF00004561	TFCN17337P5_008306-T1, TFCN17337P5_013893-T1	DBVPG3775_003395-T1
GF00004562	TFCN17337P5_008308-T1, TFCN17337P5_013895-T1	DBVPG3775_003397-T1
GF00004563	TFCN17337P5_008309-T1, TFCN17337P5_013896-T1	DBVPG3775_003398-T1
GF00004564	TFCN17337P5_008310-T1, TFCN17337P5_013897-T1	DBVPG3775_003399-T1
GF00004565	TFCN17337P5_008311-T1, TFCN17337P5_014117-T1	DBVPG3775_003400-T1
GF00004566	TFCN17337P5_008312-T1, TFCN17337P5_014116-T1	DBVPG3775_003401-T1
GF00004567	TFCN17337P5_008313-T1, TFCN17337P5_014115-T1	DBVPG3775_003402-T1
GF00004568	TFCN17337P5_008316-T1, TFCN17337P5_014112-T1	DBVPG3775_003405-T1
GF00004569	TFCN17337P5_008317-T1, TFCN17337P5_014111-T1	DBVPG3775_003406-T1
GF00004570	TFCN17337P5_008319-T1, TFCN17337P5_014109-T1	DBVPG3775_003408-T1
GF00004571	TFCN17337P5_008321-T1, TFCN17337P5_014107-T1	DBVPG3775_003410-T1
GF00004572	TFCN17337P5_008323-T1, TFCN17337P5_014105-T1	DBVPG3775_003412-T1
GF00004573	TFCN17337P5_008324-T1, TFCN17337P5_013336-T1	DBVPG3775_003413-T1
GF00004574	TFCN17337P5_008325-T1, TFCN17337P5_013337-T1	DBVPG3775_003414-T1
GF00004575	TFCN17337P5_008326-T1, TFCN17337P5_013338-T1	DBVPG3775_003415-T1
GF00004576	TFCN17337P5_008330-T1, TFCN17337P5_013340-T1	DBVPG3775_003419-T1
GF00004577	TFCN17337P5_008333-T1, TFCN17337P5_013341-T1	DBVPG3775_003421-T1
GF00004578	TFCN17337P5_008335-T1, TFCN17337P5_013343-T1	DBVPG3775_003423-T1
GF00004579	TFCN17337P5_008336-T1, TFCN17337P5_013344-T1	DBVPG3775_003424-T1
GF00004580	TFCN17337P5_008337-T1, TFCN17337P5_013345-T1	DBVPG3775_003425-T1
