	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa
GF00005627	CHIFNET13H1268_005445-T1, CHIFNET13H1268_007248-T1
GF00005628	CHIFNET13H1268_004531-T1, CHIFNET13H1268_006775-T1
GF00005629	CHIFNET13H1268_013444-T1, CHIFNET13H1268_002784-T1
GF00005630	CHIFNET13H1268_008462-T1, CHIFNET13H1268_004962-T1
GF00005631	CHIFNET13H1268_008715-T1, CHIFNET13H1268_007537-T1
GF00005632	CHIFNET13H1268_008011-T1, CHIFNET13H1268_011206-T1
GF00005633	CHIFNET13H1268_008168-T1, CHIFNET13H1268_014487-T1
GF00005634	CHIFNET13H1268_011575-T1, CHIFNET13H1268_012695-T1
GF00005635	CHIFNET13H1268_007800-T1, CHIFNET13H1268_010411-T1
GF00005636	CHIFNET13H1268_013285-T1, CHIFNET13H1268_008508-T1
GF00005637	CHIFNET13H1268_002154-T1, CHIFNET13H1268_006183-T1
GF00005638	CHIFNET13H1268_008837-T1, CHIFNET13H1268_012918-T1
GF00005639	CHIFNET13H1268_002787-T1, CHIFNET13H1268_013447-T1
GF00005640	CHIFNET13H1268_014319-T1, CHIFNET13H1268_014590-T1
GF00005641	CHIFNET13H1268_014103-T1, CHIFNET13H1268_002019-T1
GF00005642	CHIFNET13H1268_013980-T1, CHIFNET13H1268_004713-T1
GF00005643	CHIFNET13H1268_009596-T1, CHIFNET13H1268_006823-T1
GF00005644	CHIFNET13H1268_006432-T1, CHIFNET13H1268_007660-T1
GF00005645	CHIFNET13H1268_011365-T1, CHIFNET13H1268_004083-T1
GF00005646	CHIFNET13H1268_013838-T1, CHIFNET13H1268_007782-T1
GF00005647	CHIFNET13H1268_008719-T1, CHIFNET13H1268_007533-T1
GF00005648	CHIFNET13H1268_013324-T1, CHIFNET13H1268_001630-T1
GF00005649	CHIFNET13H1268_006051-T1, CHIFNET13H1268_012785-T1
GF00005650	CHIFNET13H1268_013094-T1, CHIFNET13H1268_015076-T1
GF00005651	CHIFNET13H1268_014389-T1, CHIFNET13H1268_013829-T1
GF00005652	CHIFNET13H1268_014759-T1, CHIFNET13H1268_014715-T1
GF00005653	CHIFNET13H1268_011213-T1, CHIFNET13H1268_008006-T1
GF00005654	CHIFNET13H1268_011494-T1, CHIFNET13H1268_001160-T1
GF00005655	CHIFNET13H1268_012451-T1, CHIFNET13H1268_004324-T1
GF00005656	CHIFNET13H1268_010879-T1, CHIFNET13H1268_007943-T1
GF00005657	CHIFNET13H1268_000430-T1, CHIFNET13H1268_001894-T1
GF00005658	CHIFNET13H1268_007161-T1, CHIFNET13H1268_006000-T1
GF00005659	CHIFNET13H1268_014114-T1, CHIFNET13H1268_012768-T1
GF00005660	CHIFNET13H1268_003928-T1, CHIFNET13H1268_012540-T1
GF00005661	CHIFNET13H1268_007673-T1, CHIFNET13H1268_006444-T1
GF00005662	CHIFNET13H1268_000418-T1, CHIFNET13H1268_001907-T1
GF00005663	CHIFNET13H1268_005657-T1, CHIFNET13H1268_004763-T1
GF00005664	CHIFNET13H1268_001318-T1, CHIFNET13H1268_001763-T1
GF00005665	CHIFNET13H1268_009283-T1, CHIFNET13H1268_008182-T1
GF00005666	CHIFNET13H1268_005361-T1, CHIFNET13H1268_003231-T1
GF00005667	CHIFNET13H1268_003589-T1, CHIFNET13H1268_000272-T1
GF00005668	CHIFNET13H1268_011618-T1, CHIFNET13H1268_004614-T1
GF00005669	CHIFNET13H1268_004745-T1, CHIFNET13H1268_005674-T1
GF00005670	CHIFNET13H1268_014844-T1, CHIFNET13H1268_009330-T1
GF00005671	CHIFNET13H1268_006212-T1, CHIFNET13H1268_002182-T1
GF00005672	CHIFNET13H1268_002015-T1, CHIFNET13H1268_014107-T1
GF00005673	CHIFNET13H1268_010210-T1, CHIFNET13H1268_001401-T1
GF00005674	CHIFNET13H1268_007737-T1, CHIFNET13H1268_011671-T1
GF00005675	CHIFNET13H1268_011461-T1, CHIFNET13H1268_014297-T1
GF00005676	CHIFNET13H1268_010921-T1, CHIFNET13H1268_004697-T1
GF00005677	CHIFNET13H1268_007185-T1, CHIFNET13H1268_013480-T1
GF00005678	CHIFNET13H1268_001460-T1, CHIFNET13H1268_005269-T1
GF00005679	CHIFNET13H1268_005641-T1, CHIFNET13H1268_004779-T1
GF00005680	CHIFNET13H1268_013569-T1, CHIFNET13H1268_013645-T1
GF00005681	CHIFNET13H1268_001229-T1, CHIFNET13H1268_011427-T1
GF00005682	CHIFNET13H1268_009205-T1, CHIFNET13H1268_010517-T1
GF00005683	CHIFNET13H1268_009465-T1, CHIFNET13H1268_009774-T1
GF00005684	CHIFNET13H1268_001940-T1, CHIFNET13H1268_000386-T1
GF00005685	CHIFNET13H1268_012932-T1, CHIFNET13H1268_005592-T1
GF00005686	CHIFNET13H1268_001996-T1, CHIFNET13H1268_014359-T1
GF00005687	CHIFNET13H1268_006512-T1, CHIFNET13H1268_011957-T1
GF00005688	CHIFNET13H1268_002223-T1, CHIFNET13H1268_003537-T1
GF00005689	CHIFNET13H1268_013828-T1, CHIFNET13H1268_014390-T1
GF00005690	CHIFNET13H1268_008759-T1, CHIFNET13H1268_001057-T1
GF00005691	CHIFNET13H1268_009757-T1, CHIFNET13H1268_009450-T1
GF00005692	CHIFNET13H1268_013008-T1, CHIFNET13H1268_013927-T1
GF00005693	CHIFNET13H1268_014391-T1, CHIFNET13H1268_001416-T1
GF00005694	CHIFNET13H1268_011295-T1, CHIFNET13H1268_008404-T1
GF00005695	CHIFNET13H1268_013306-T1, CHIFNET13H1268_008482-T1
GF00005696	CHIFNET13H1268_011554-T1, CHIFNET13H1268_011773-T1
GF00005697	CHIFNET13H1268_013050-T1, CHIFNET13H1268_005429-T1
GF00005698	CHIFNET13H1268_010350-T1, CHIFNET13H1268_000193-T1
GF00005699	CHIFNET13H1268_010431-T1, CHIFNET13H1268_000801-T1
GF00005700	CHIFNET13H1268_001487-T1, CHIFNET13H1268_005242-T1
GF00005701	CHIFNET13H1268_009426-T1, CHIFNET13H1268_013215-T1
GF00005702	CHIFNET13H1268_006764-T1, CHIFNET13H1268_004541-T1
GF00005703	CHIFNET13H1268_007534-T1, CHIFNET13H1268_008718-T1
GF00005704	CHIFNET13H1268_006248-T1, CHIFNET13H1268_002689-T1
GF00005705	CHIFNET13H1268_010343-T1, CHIFNET13H1268_004715-T1
GF00005706	CHIFNET13H1268_004634-T1, CHIFNET13H1268_011637-T1
GF00005707	CHIFNET13H1268_015052-T1, CHIFNET13H1268_013836-T1
GF00005708	CHIFNET13H1268_009621-T1, CHIFNET13H1268_002659-T1
GF00005709	CHIFNET13H1268_005631-T1, CHIFNET13H1268_004789-T1
GF00005710	CHIFNET13H1268_002339-T1, CHIFNET13H1268_003379-T1
GF00005711	CHIFNET13H1268_002773-T1, CHIFNET13H1268_006325-T1
GF00005712	CHIFNET13H1268_002432-T1, CHIFNET13H1268_003285-T1
GF00005713	CHIFNET13H1268_010009-T1, CHIFNET13H1268_014477-T1
GF00005714	CHIFNET13H1268_011791-T1, CHIFNET13H1268_000488-T1
GF00005715	CHIFNET13H1268_008431-T1, CHIFNET13H1268_004991-T1
GF00005716	CHIFNET13H1268_009545-T1, CHIFNET13H1268_005942-T1
GF00005717	CHIFNET13H1268_010497-T1, CHIFNET13H1268_005565-T1
GF00005718	CHIFNET13H1268_001639-T1, CHIFNET13H1268_009225-T1
GF00005719	CHIFNET13H1268_005566-T1, CHIFNET13H1268_010498-T1
GF00005720	CHIFNET13H1268_000383-T1, CHIFNET13H1268_001944-T1
GF00005721	CHIFNET13H1268_014913-T1, CHIFNET13H1268_006803-T1
GF00005722	CHIFNET13H1268_001806-T1, CHIFNET13H1268_001361-T1
GF00005723	CHIFNET13H1268_004743-T1, CHIFNET13H1268_005677-T1
GF00005724	CHIFNET13H1268_010099-T1, CHIFNET13H1268_005467-T1
GF00005725	CHIFNET13H1268_004423-T1, CHIFNET13H1268_006407-T1
GF00005726	CHIFNET13H1268_006779-T1, CHIFNET13H1268_004527-T1
GF00005727	CHIFNET13H1268_010435-T1, CHIFNET13H1268_000805-T1
GF00005728	CHIFNET13H1268_006824-T1, CHIFNET13H1268_009597-T1
GF00005729	CHIFNET13H1268_013023-T1, CHIFNET13H1268_013407-T1
GF00005730	CHIFNET13H1268_002723-T1, CHIFNET13H1268_006285-T1
GF00005731	CHIFNET13H1268_011208-T1, CHIFNET13H1268_008009-T1
GF00005732	CHIFNET13H1268_009052-T1, CHIFNET13H1268_009968-T1
GF00005733	CHIFNET13H1268_000265-T1, CHIFNET13H1268_003582-T1
GF00005734	CHIFNET13H1268_010002-T1, CHIFNET13H1268_011110-T1
GF00005735	CHIFNET13H1268_010608-T1, CHIFNET13H1268_010714-T1
GF00005736	CHIFNET13H1268_001452-T1, CHIFNET13H1268_005278-T1
GF00005737	CHIFNET13H1268_008866-T1, CHIFNET13H1268_014347-T1
GF00005738	CHIFNET13H1268_007070-T1, CHIFNET13H1268_003806-T1
GF00005739	CHIFNET13H1268_002521-T1, CHIFNET13H1268_010818-T1
GF00005740	CHIFNET13H1268_002750-T1, CHIFNET13H1268_006316-T1
GF00005741	CHIFNET13H1268_014427-T1, CHIFNET13H1268_014491-T1
GF00005742	CHIFNET13H1268_006635-T1, CHIFNET13H1268_000173-T1
GF00005743	CHIFNET13H1268_003260-T1, CHIFNET13H1268_005390-T1
GF00005744	CHIFNET13H1268_000401-T1, CHIFNET13H1268_001925-T1
GF00005745	CHIFNET13H1268_004041-T1, CHIFNET13H1268_011039-T1
GF00005746	CHIFNET13H1268_001284-T1, CHIFNET13H1268_001727-T1
GF00005747	CHIFNET13H1268_005140-T1, CHIFNET13H1268_007095-T1
GF00005748	CHIFNET13H1268_004548-T1, CHIFNET13H1268_006757-T1
GF00005749	CHIFNET13H1268_013452-T1, CHIFNET13H1268_002792-T1
GF00005750	CHIFNET13H1268_014731-T1, CHIFNET13H1268_004604-T1
GF00005751	CHIFNET13H1268_000783-T1, CHIFNET13H1268_014783-T1
GF00005752	CHIFNET13H1268_005452-T1, CHIFNET13H1268_007254-T1
GF00005753	CHIFNET13H1268_011599-T1, CHIFNET13H1268_012714-T1
GF00005754	CHIFNET13H1268_008156-T1, CHIFNET13H1268_009110-T1
GF00005755	CHIFNET13H1268_001020-T1, CHIFNET13H1268_010654-T1
GF00005756	CHIFNET13H1268_014339-T1, CHIFNET13H1268_000996-T1
GF00005757	CHIFNET13H1268_010515-T1, CHIFNET13H1268_009207-T1
GF00005758	CHIFNET13H1268_002574-T1, CHIFNET13H1268_011169-T1
GF00005759	CHIFNET13H1268_014127-T1, CHIFNET13H1268_014654-T1
GF00005760	CHIFNET13H1268_011205-T1, CHIFNET13H1268_008012-T1
GF00005761	CHIFNET13H1268_002394-T1, CHIFNET13H1268_003321-T1
GF00005762	CHIFNET13H1268_008895-T1, CHIFNET13H1268_004274-T1
GF00005763	CHIFNET13H1268_008853-T1, CHIFNET13H1268_012900-T1
GF00005764	CHIFNET13H1268_008931-T1, CHIFNET13H1268_011840-T1
GF00005765	CHIFNET13H1268_005343-T1, CHIFNET13H1268_003214-T1
GF00005766	CHIFNET13H1268_000652-T1, CHIFNET13H1268_007019-T1
GF00005767	CHIFNET13H1268_010673-T1, CHIFNET13H1268_010856-T1
GF00005768	CHIFNET13H1268_012590-T1, CHIFNET13H1268_008947-T1
GF00005769	CHIFNET13H1268_002513-T1, CHIFNET13H1268_011738-T1
GF00005770	CHIFNET13H1268_014782-T1, CHIFNET13H1268_000784-T1
GF00005771	CHIFNET13H1268_006513-T1, CHIFNET13H1268_011956-T1
GF00005772	CHIFNET13H1268_006915-T1, CHIFNET13H1268_014077-T1
GF00005773	CHIFNET13H1268_011871-T1, CHIFNET13H1268_001097-T1
GF00005774	CHIFNET13H1268_014300-T1, CHIFNET13H1268_011464-T1
GF00005775	CHIFNET13H1268_011008-T1, CHIFNET13H1268_004019-T1
GF00005776	CHIFNET13H1268_003903-T1, CHIFNET13H1268_010274-T1
GF00005777	CHIFNET13H1268_013765-T1, CHIFNET13H1268_001522-T1
GF00005778	CHIFNET13H1268_009892-T1, CHIFNET13H1268_009800-T1
GF00005779	CHIFNET13H1268_002997-T1, CHIFNET13H1268_009368-T1
GF00005780	CHIFNET13H1268_001371-T1, CHIFNET13H1268_001817-T1
GF00005781	CHIFNET13H1268_005590-T1, CHIFNET13H1268_012934-T1
GF00005782	CHIFNET13H1268_009190-T1, CHIFNET13H1268_010530-T1
GF00005783	CHIFNET13H1268_002766-T1, CHIFNET13H1268_006300-T1
GF00005784	CHIFNET13H1268_014469-T1, CHIFNET13H1268_010016-T1
GF00005785	CHIFNET13H1268_013035-T1, CHIFNET13H1268_013422-T1
GF00005786	CHIFNET13H1268_007903-T1, CHIFNET13H1268_004106-T1
GF00005787	CHIFNET13H1268_001395-T1, CHIFNET13H1268_001843-T1
GF00005788	CHIFNET13H1268_010237-T1, CHIFNET13H1268_002820-T1
GF00005789	CHIFNET13H1268_002462-T1, CHIFNET13H1268_014573-T1
GF00005790	CHIFNET13H1268_006312-T1, CHIFNET13H1268_002754-T1
GF00005791	CHIFNET13H1268_010122-T1, CHIFNET13H1268_003045-T1
GF00005792	CHIFNET13H1268_013179-T1, CHIFNET13H1268_013729-T1
GF00005793	CHIFNET13H1268_006288-T1, CHIFNET13H1268_002720-T1
GF00005794	CHIFNET13H1268_006178-T1, CHIFNET13H1268_002149-T1
GF00005795	CHIFNET13H1268_013109-T1, CHIFNET13H1268_013249-T1
GF00005796	CHIFNET13H1268_002230-T1, CHIFNET13H1268_003529-T1
GF00005797	CHIFNET13H1268_010937-T1, CHIFNET13H1268_004681-T1
GF00005798	CHIFNET13H1268_004738-T1, CHIFNET13H1268_005682-T1
GF00005799	CHIFNET13H1268_005453-T1, CHIFNET13H1268_007255-T1
GF00005800	CHIFNET13H1268_013180-T1, CHIFNET13H1268_013728-T1
GF00005801	CHIFNET13H1268_003514-T1, CHIFNET13H1268_002246-T1
GF00005802	CHIFNET13H1268_010836-T1, CHIFNET13H1268_010693-T1
GF00005803	CHIFNET13H1268_006654-T1, CHIFNET13H1268_013269-T1
GF00005804	CHIFNET13H1268_007628-T1, CHIFNET13H1268_007430-T1
GF00005805	CHIFNET13H1268_009686-T1, CHIFNET13H1268_008218-T1
GF00005806	CHIFNET13H1268_008961-T1, CHIFNET13H1268_012576-T1
GF00005807	CHIFNET13H1268_009336-T1, CHIFNET13H1268_003027-T1
GF00005808	CHIFNET13H1268_000594-T1, CHIFNET13H1268_011571-T1
GF00005809	CHIFNET13H1268_002850-T1, CHIFNET13H1268_009533-T1
GF00005810	CHIFNET13H1268_004431-T1, CHIFNET13H1268_006398-T1
GF00005811	CHIFNET13H1268_012159-T1, CHIFNET13H1268_004593-T1
GF00005812	CHIFNET13H1268_003322-T1, CHIFNET13H1268_002392-T1
GF00005813	CHIFNET13H1268_009694-T1, CHIFNET13H1268_008228-T1
GF00005814	CHIFNET13H1268_009638-T1, CHIFNET13H1268_002643-T1
GF00005815	CHIFNET13H1268_008559-T1, CHIFNET13H1268_002948-T1
GF00005816	CHIFNET13H1268_004189-T1, CHIFNET13H1268_000052-T1
GF00005817	CHIFNET13H1268_007420-T1, CHIFNET13H1268_007618-T1
GF00005818	CHIFNET13H1268_009419-T1, CHIFNET13H1268_014690-T1
GF00005819	CHIFNET13H1268_002160-T1, CHIFNET13H1268_006190-T1
GF00005820	CHIFNET13H1268_010442-T1, CHIFNET13H1268_000812-T1
GF00005821	CHIFNET13H1268_003640-T1, CHIFNET13H1268_000321-T1
GF00005822	CHIFNET13H1268_008194-T1, CHIFNET13H1268_009661-T1
GF00005823	CHIFNET13H1268_014010-T1, CHIFNET13H1268_013880-T1
GF00005824	CHIFNET13H1268_006727-T1, CHIFNET13H1268_004577-T1
GF00005825	CHIFNET13H1268_008620-T1, CHIFNET13H1268_004845-T1
GF00005826	CHIFNET13H1268_013772-T1, CHIFNET13H1268_013741-T1
GF00005827	CHIFNET13H1268_006016-T1, CHIFNET13H1268_007180-T1
GF00005828	CHIFNET13H1268_000037-T1, CHIFNET13H1268_004176-T1
GF00005829	CHIFNET13H1268_013551-T1, CHIFNET13H1268_013792-T1
GF00005830	CHIFNET13H1268_013837-T1, CHIFNET13H1268_007783-T1
GF00005831	CHIFNET13H1268_004276-T1, CHIFNET13H1268_008893-T1
GF00005832	CHIFNET13H1268_007455-T1, CHIFNET13H1268_007649-T1
GF00005833	CHIFNET13H1268_003401-T1, CHIFNET13H1268_002317-T1
GF00005834	CHIFNET13H1268_010860-T1, CHIFNET13H1268_014228-T1
GF00005835	CHIFNET13H1268_013420-T1, CHIFNET13H1268_013033-T1
GF00005836	CHIFNET13H1268_010092-T1, CHIFNET13H1268_005474-T1
GF00005837	CHIFNET13H1268_001502-T1, CHIFNET13H1268_005227-T1
GF00005838	CHIFNET13H1268_013508-T1, CHIFNET13H1268_012801-T1
GF00005839	CHIFNET13H1268_009930-T1, CHIFNET13H1268_009013-T1
GF00005840	CHIFNET13H1268_003222-T1, CHIFNET13H1268_005351-T1
GF00005841	CHIFNET13H1268_007300-T1, CHIFNET13H1268_011268-T1
GF00005842	CHIFNET13H1268_007402-T1, CHIFNET13H1268_007599-T1
GF00005843	CHIFNET13H1268_008868-T1, CHIFNET13H1268_014349-T1
GF00005844	CHIFNET13H1268_001096-T1, CHIFNET13H1268_011872-T1
GF00005845	CHIFNET13H1268_000749-T1, CHIFNET13H1268_003855-T1
GF00005846	CHIFNET13H1268_012647-T1, CHIFNET13H1268_004371-T1
GF00005847	CHIFNET13H1268_010361-T1, CHIFNET13H1268_000204-T1
GF00005848	CHIFNET13H1268_012193-T1, CHIFNET13H1268_001580-T1
GF00005849	CHIFNET13H1268_002944-T1, CHIFNET13H1268_008563-T1
GF00005850	CHIFNET13H1268_006452-T1, CHIFNET13H1268_007681-T1
GF00005851	CHIFNET13H1268_014212-T1, CHIFNET13H1268_006023-T1
GF00005852	CHIFNET13H1268_014608-T1, CHIFNET13H1268_003563-T1
GF00005853	CHIFNET13H1268_000454-T1, CHIFNET13H1268_006148-T1
GF00005854	CHIFNET13H1268_014945-T1, CHIFNET13H1268_009403-T1
GF00005855	CHIFNET13H1268_009788-T1, CHIFNET13H1268_009478-T1
GF00005856	CHIFNET13H1268_001276-T1, CHIFNET13H1268_014666-T1
GF00005857	CHIFNET13H1268_007356-T1, CHIFNET13H1268_000248-T1
GF00005858	CHIFNET13H1268_001374-T1, CHIFNET13H1268_001820-T1
GF00005859	CHIFNET13H1268_001662-T1, CHIFNET13H1268_009245-T1
GF00005860	CHIFNET13H1268_013662-T1, CHIFNET13H1268_001112-T1
GF00005861	CHIFNET13H1268_007336-T1, CHIFNET13H1268_000226-T1
GF00005862	CHIFNET13H1268_007459-T1, CHIFNET13H1268_007653-T1
GF00005863	CHIFNET13H1268_000602-T1, CHIFNET13H1268_011563-T1
GF00005864	CHIFNET13H1268_001500-T1, CHIFNET13H1268_005229-T1
GF00005865	CHIFNET13H1268_002359-T1, CHIFNET13H1268_003361-T1
GF00005866	CHIFNET13H1268_003761-T1, CHIFNET13H1268_013501-T1
GF00005867	CHIFNET13H1268_005559-T1, CHIFNET13H1268_010491-T1
GF00005868	CHIFNET13H1268_000191-T1, CHIFNET13H1268_010348-T1
GF00005869	CHIFNET13H1268_005210-T1, CHIFNET13H1268_000683-T1
GF00005870	CHIFNET13H1268_005085-T1, CHIFNET13H1268_005754-T1
GF00005871	CHIFNET13H1268_000781-T1, CHIFNET13H1268_013935-T1
GF00005872	CHIFNET13H1268_014466-T1, CHIFNET13H1268_002587-T1
GF00005873	CHIFNET13H1268_014017-T1, CHIFNET13H1268_013887-T1
GF00005874	CHIFNET13H1268_014187-T1, CHIFNET13H1268_008244-T1
GF00005875	CHIFNET13H1268_006638-T1, CHIFNET13H1268_000176-T1
GF00005876	CHIFNET13H1268_003113-T1, CHIFNET13H1268_000875-T1
GF00005877	CHIFNET13H1268_008286-T1, CHIFNET13H1268_012226-T1
GF00005878	CHIFNET13H1268_007221-T1, CHIFNET13H1268_013593-T1
GF00005879	CHIFNET13H1268_007201-T1, CHIFNET13H1268_013464-T1
GF00005880	CHIFNET13H1268_002956-T1, CHIFNET13H1268_008552-T1
GF00005881	CHIFNET13H1268_001559-T1, CHIFNET13H1268_012216-T1
GF00005882	CHIFNET13H1268_011406-T1, CHIFNET13H1268_012005-T1
GF00005883	CHIFNET13H1268_010037-T1, CHIFNET13H1268_003453-T1
GF00005884	CHIFNET13H1268_004963-T1, CHIFNET13H1268_008461-T1
GF00005885	CHIFNET13H1268_007263-T1, CHIFNET13H1268_005461-T1
GF00005886	CHIFNET13H1268_005817-T1, CHIFNET13H1268_006942-T1
GF00005887	CHIFNET13H1268_013563-T1, CHIFNET13H1268_013651-T1
GF00005888	CHIFNET13H1268_004034-T1, CHIFNET13H1268_011034-T1
GF00005889	CHIFNET13H1268_001529-T1, CHIFNET13H1268_014432-T1
GF00005890	CHIFNET13H1268_004162-T1, CHIFNET13H1268_007851-T1
GF00005891	CHIFNET13H1268_003683-T1, CHIFNET13H1268_000920-T1
GF00005892	CHIFNET13H1268_003404-T1, CHIFNET13H1268_002314-T1
GF00005893	CHIFNET13H1268_012189-T1, CHIFNET13H1268_005121-T1
GF00005894	CHIFNET13H1268_009024-T1, CHIFNET13H1268_009941-T1
GF00005895	CHIFNET13H1268_002412-T1, CHIFNET13H1268_003305-T1
GF00005896	CHIFNET13H1268_012938-T1, CHIFNET13H1268_005586-T1
GF00005897	CHIFNET13H1268_003261-T1, CHIFNET13H1268_005391-T1
GF00005898	CHIFNET13H1268_012066-T1, CHIFNET13H1268_011918-T1
GF00005899	CHIFNET13H1268_008199-T1, CHIFNET13H1268_009666-T1
GF00005900	CHIFNET13H1268_011808-T1, CHIFNET13H1268_012885-T1
GF00005901	CHIFNET13H1268_010822-T1, CHIFNET13H1268_002517-T1
GF00005902	CHIFNET13H1268_014756-T1, CHIFNET13H1268_014718-T1
GF00005903	CHIFNET13H1268_007683-T1, CHIFNET13H1268_006454-T1
GF00005904	CHIFNET13H1268_003541-T1, CHIFNET13H1268_002219-T1
GF00005905	CHIFNET13H1268_000195-T1, CHIFNET13H1268_010352-T1
GF00005906	CHIFNET13H1268_008799-T1, CHIFNET13H1268_009001-T1
GF00005907	CHIFNET13H1268_003371-T1, CHIFNET13H1268_002348-T1
GF00005908	CHIFNET13H1268_014934-T1, CHIFNET13H1268_012261-T1
GF00005909	CHIFNET13H1268_014424-T1, CHIFNET13H1268_014494-T1
GF00005910	CHIFNET13H1268_003189-T1, CHIFNET13H1268_005403-T1
GF00005911	CHIFNET13H1268_007960-T1, CHIFNET13H1268_010898-T1
GF00005912	CHIFNET13H1268_013849-T1, CHIFNET13H1268_007771-T1
GF00005913	CHIFNET13H1268_013753-T1, CHIFNET13H1268_013783-T1
GF00005914	CHIFNET13H1268_012506-T1, CHIFNET13H1268_008374-T1
GF00005915	CHIFNET13H1268_004421-T1, CHIFNET13H1268_006409-T1
GF00005916	CHIFNET13H1268_004649-T1, CHIFNET13H1268_013344-T1
GF00005917	CHIFNET13H1268_012788-T1, CHIFNET13H1268_006054-T1
GF00005918	CHIFNET13H1268_010980-T1, CHIFNET13H1268_000521-T1
GF00005919	CHIFNET13H1268_007625-T1, CHIFNET13H1268_007426-T1
GF00005920	CHIFNET13H1268_001328-T1, CHIFNET13H1268_001784-T1
GF00005921	CHIFNET13H1268_005337-T1, CHIFNET13H1268_003208-T1
GF00005922	CHIFNET13H1268_006034-T1, CHIFNET13H1268_012772-T1
GF00005923	CHIFNET13H1268_014274-T1, CHIFNET13H1268_014096-T1
GF00005924	CHIFNET13H1268_007349-T1, CHIFNET13H1268_000241-T1
GF00005925	CHIFNET13H1268_006079-T1, CHIFNET13H1268_004940-T1
GF00005926	CHIFNET13H1268_013134-T1, CHIFNET13H1268_005787-T1
GF00005927	CHIFNET13H1268_013983-T1, CHIFNET13H1268_004710-T1
GF00005928	CHIFNET13H1268_000184-T1, CHIFNET13H1268_006646-T1
GF00005929	CHIFNET13H1268_010690-T1, CHIFNET13H1268_010839-T1
GF00005930	CHIFNET13H1268_002702-T1, CHIFNET13H1268_006261-T1
GF00005931	CHIFNET13H1268_013364-T1, CHIFNET13H1268_014362-T1
GF00005932	CHIFNET13H1268_013649-T1, CHIFNET13H1268_013565-T1
GF00005933	CHIFNET13H1268_002609-T1, CHIFNET13H1268_011159-T1
GF00005934	CHIFNET13H1268_007574-T1, CHIFNET13H1268_000030-T1
GF00005935	CHIFNET13H1268_001295-T1, CHIFNET13H1268_001740-T1
GF00005936	CHIFNET13H1268_009997-T1, CHIFNET13H1268_011115-T1
GF00005937	CHIFNET13H1268_006634-T1, CHIFNET13H1268_000172-T1
GF00005938	CHIFNET13H1268_006426-T1, CHIFNET13H1268_007655-T1
GF00005939	CHIFNET13H1268_012395-T1, CHIFNET13H1268_006119-T1
GF00005940	CHIFNET13H1268_001779-T1, CHIFNET13H1268_001333-T1
GF00005941	CHIFNET13H1268_002108-T1, CHIFNET13H1268_009723-T1
GF00005942	CHIFNET13H1268_008197-T1, CHIFNET13H1268_009664-T1
GF00005943	CHIFNET13H1268_002269-T1, CHIFNET13H1268_003493-T1
GF00005944	CHIFNET13H1268_007987-T1, CHIFNET13H1268_012294-T1
GF00005945	CHIFNET13H1268_012394-T1, CHIFNET13H1268_006120-T1
GF00005946	CHIFNET13H1268_001845-T1, CHIFNET13H1268_001397-T1
GF00005947	CHIFNET13H1268_013749-T1, CHIFNET13H1268_013779-T1
GF00005948	CHIFNET13H1268_014287-T1, CHIFNET13H1268_001182-T1
GF00005949	CHIFNET13H1268_009658-T1, CHIFNET13H1268_008190-T1
GF00005950	CHIFNET13H1268_013736-T1, CHIFNET13H1268_013768-T1
GF00005951	CHIFNET13H1268_001561-T1, CHIFNET13H1268_012214-T1
GF00005952	CHIFNET13H1268_014827-T1, CHIFNET13H1268_008492-T1
GF00005953	CHIFNET13H1268_005736-T1, CHIFNET13H1268_005066-T1
GF00005954	CHIFNET13H1268_004194-T1, CHIFNET13H1268_000057-T1
GF00005955	CHIFNET13H1268_014700-T1, CHIFNET13H1268_014090-T1
GF00005956	CHIFNET13H1268_012125-T1, CHIFNET13H1268_009295-T1
GF00005957	CHIFNET13H1268_006707-T1, CHIFNET13H1268_009147-T1
GF00005958	CHIFNET13H1268_006125-T1, CHIFNET13H1268_012389-T1
GF00005959	CHIFNET13H1268_004598-T1, CHIFNET13H1268_012151-T1
GF00005960	CHIFNET13H1268_010041-T1, CHIFNET13H1268_003457-T1
GF00005961	CHIFNET13H1268_013900-T1, CHIFNET13H1268_001585-T1
GF00005962	CHIFNET13H1268_011502-T1, CHIFNET13H1268_001168-T1
GF00005963	CHIFNET13H1268_014689-T1, CHIFNET13H1268_009418-T1
GF00005964	CHIFNET13H1268_004149-T1, CHIFNET13H1268_007864-T1
GF00005965	CHIFNET13H1268_008513-T1, CHIFNET13H1268_013280-T1
GF00005966	CHIFNET13H1268_005681-T1, CHIFNET13H1268_004739-T1
GF00005967	CHIFNET13H1268_003413-T1, CHIFNET13H1268_002303-T1
GF00005968	CHIFNET13H1268_012182-T1, CHIFNET13H1268_005130-T1
GF00005969	CHIFNET13H1268_010173-T1, CHIFNET13H1268_006413-T1
GF00005970	CHIFNET13H1268_002806-T1, CHIFNET13H1268_010250-T1
GF00005971	CHIFNET13H1268_014156-T1, CHIFNET13H1268_006506-T1
GF00005972	CHIFNET13H1268_009783-T1, CHIFNET13H1268_009474-T1
GF00005973	CHIFNET13H1268_004618-T1, CHIFNET13H1268_011622-T1
GF00005974	CHIFNET13H1268_011402-T1, CHIFNET13H1268_012002-T1
GF00005975	CHIFNET13H1268_006219-T1, CHIFNET13H1268_002189-T1
