	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa
GF00004490	TFCN25331D1_002398-T1, TFCN25331D1_010100-T1
GF00004491	TFCN25331D1_008181-T1, TFCN25331D1_000232-T1
GF00004492	TFCN25331D1_008855-T1, TFCN25331D1_011927-T1
GF00004493	TFCN25331D1_006841-T1, TFCN25331D1_012159-T1
GF00004494	TFCN25331D1_007657-T1, TFCN25331D1_012172-T1
GF00004495	TFCN25331D1_000469-T1, TFCN25331D1_008052-T1
GF00004496	TFCN25331D1_009255-T1, TFCN25331D1_002498-T1
GF00004497	TFCN25331D1_006205-T1, TFCN25331D1_001565-T1
GF00004498	TFCN25331D1_006521-T1, TFCN25331D1_011737-T1
GF00004499	TFCN25331D1_012124-T1, TFCN25331D1_000563-T1
GF00004500	TFCN25331D1_013235-T1, TFCN25331D1_000870-T1
GF00004501	TFCN25331D1_009642-T1, TFCN25331D1_003402-T1
GF00004502	TFCN25331D1_010011-T1, TFCN25331D1_007061-T1
GF00004503	TFCN25331D1_004095-T1, TFCN25331D1_000392-T1
GF00004504	TFCN25331D1_007651-T1, TFCN25331D1_012178-T1
GF00004505	TFCN25331D1_005363-T1, TFCN25331D1_005362-T1
GF00004506	TFCN25331D1_011947-T1, TFCN25331D1_007949-T1
GF00004507	TFCN25331D1_011283-T1, TFCN25331D1_002200-T1
GF00004508	TFCN25331D1_010195-T1, TFCN25331D1_013101-T1
GF00004509	TFCN25331D1_009094-T1, TFCN25331D1_008650-T1
GF00004510	TFCN25331D1_011264-T1, TFCN25331D1_008502-T1
GF00004511	TFCN25331D1_013095-T1, TFCN25331D1_010201-T1
GF00004512	TFCN25331D1_002182-T1, TFCN25331D1_001971-T1
GF00004513	TFCN25331D1_009272-T1, TFCN25331D1_002482-T1
GF00004514	TFCN25331D1_010795-T1, TFCN25331D1_007354-T1
GF00004515	TFCN25331D1_007564-T1, TFCN25331D1_003953-T1
GF00004516	TFCN25331D1_007793-T1, TFCN25331D1_010548-T1
GF00004517	TFCN25331D1_013189-T1, TFCN25331D1_011955-T1
GF00004518	TFCN25331D1_003975-T1, TFCN25331D1_011123-T1
GF00004519	TFCN25331D1_006954-T1, TFCN25331D1_007433-T1
GF00004520	TFCN25331D1_010110-T1, TFCN25331D1_002408-T1
GF00004521	TFCN25331D1_008437-T1, TFCN25331D1_009205-T1
GF00004522	TFCN25331D1_005890-T1, TFCN25331D1_002620-T1
GF00004523	TFCN25331D1_007953-T1, TFCN25331D1_005936-T1
GF00004524	TFCN25331D1_005013-T1, TFCN25331D1_001640-T1
GF00004525	TFCN25331D1_009406-T1, TFCN25331D1_013247-T1
GF00004526	TFCN25331D1_003505-T1, TFCN25331D1_009858-T1
GF00004527	TFCN25331D1_001901-T1, TFCN25331D1_002117-T1
GF00004528	TFCN25331D1_005646-T1, TFCN25331D1_007762-T1
GF00004529	TFCN25331D1_007239-T1, TFCN25331D1_005609-T1
GF00004530	TFCN25331D1_013302-T1, TFCN25331D1_003470-T1
GF00004531	TFCN25331D1_011688-T1, TFCN25331D1_009717-T1
GF00004532	TFCN25331D1_005441-T1, TFCN25331D1_008815-T1
GF00004533	TFCN25331D1_010628-T1, TFCN25331D1_000797-T1
GF00004534	TFCN25331D1_005256-T1, TFCN25331D1_006962-T1
GF00004535	TFCN25331D1_012075-T1, TFCN25331D1_002424-T1
GF00004536	TFCN25331D1_011565-T1, TFCN25331D1_008147-T1
GF00004537	TFCN25331D1_012078-T1, TFCN25331D1_002427-T1
GF00004538	TFCN25331D1_000070-T1, TFCN25331D1_002705-T1
GF00004539	TFCN25331D1_004786-T1, TFCN25331D1_001003-T1
GF00004540	TFCN25331D1_011665-T1, TFCN25331D1_012818-T1
GF00004541	TFCN25331D1_010246-T1, TFCN25331D1_002562-T1
GF00004542	TFCN25331D1_008950-T1, TFCN25331D1_009455-T1
GF00004543	TFCN25331D1_006497-T1, TFCN25331D1_011715-T1
GF00004544	TFCN25331D1_013456-T1, TFCN25331D1_013503-T1
GF00004545	TFCN25331D1_003403-T1, TFCN25331D1_009643-T1
GF00004546	TFCN25331D1_002464-T1, TFCN25331D1_009291-T1
GF00004547	TFCN25331D1_005229-T1, TFCN25331D1_007919-T1
GF00004548	TFCN25331D1_013280-T1, TFCN25331D1_000792-T1
GF00004549	TFCN25331D1_013393-T1, TFCN25331D1_012348-T1
GF00004550	TFCN25331D1_006283-T1, TFCN25331D1_003658-T1
GF00004551	TFCN25331D1_013038-T1, TFCN25331D1_011507-T1
GF00004552	TFCN25331D1_012603-T1, TFCN25331D1_006913-T1
GF00004553	TFCN25331D1_001422-T1, TFCN25331D1_001233-T1
GF00004554	TFCN25331D1_002374-T1, TFCN25331D1_010078-T1
GF00004555	TFCN25331D1_005632-T1, TFCN25331D1_010335-T1
GF00004556	TFCN25331D1_006081-T1, TFCN25331D1_009135-T1
GF00004557	TFCN25331D1_007212-T1, TFCN25331D1_005582-T1
GF00004558	TFCN25331D1_011819-T1, TFCN25331D1_000598-T1
GF00004559	TFCN25331D1_000103-T1, TFCN25331D1_002737-T1
GF00004560	TFCN25331D1_011821-T1, TFCN25331D1_000600-T1
GF00004561	TFCN25331D1_009013-T1, TFCN25331D1_011883-T1
GF00004562	TFCN25331D1_008979-T1, TFCN25331D1_009430-T1
GF00004563	TFCN25331D1_012445-T1, TFCN25331D1_012027-T1
GF00004564	TFCN25331D1_007535-T1, TFCN25331D1_011027-T1
GF00004565	TFCN25331D1_000170-T1, TFCN25331D1_002810-T1
GF00004566	TFCN25331D1_001700-T1, TFCN25331D1_004949-T1
GF00004567	TFCN25331D1_007476-T1, TFCN25331D1_008269-T1
GF00004568	TFCN25331D1_001499-T1, TFCN25331D1_001147-T1
GF00004569	TFCN25331D1_002238-T1, TFCN25331D1_009875-T1
GF00004570	TFCN25331D1_000873-T1, TFCN25331D1_013238-T1
GF00004571	TFCN25331D1_004515-T1, TFCN25331D1_006607-T1
GF00004572	TFCN25331D1_001863-T1, TFCN25331D1_002080-T1
GF00004573	TFCN25331D1_000120-T1, TFCN25331D1_002754-T1
GF00004574	TFCN25331D1_012036-T1, TFCN25331D1_012455-T1
GF00004575	TFCN25331D1_012240-T1, TFCN25331D1_009525-T1
GF00004576	TFCN25331D1_002104-T1, TFCN25331D1_001886-T1
GF00004577	TFCN25331D1_006764-T1, TFCN25331D1_000703-T1
GF00004578	TFCN25331D1_000437-T1, TFCN25331D1_008085-T1
GF00004579	TFCN25331D1_006162-T1, TFCN25331D1_001607-T1
GF00004580	TFCN25331D1_011741-T1, TFCN25331D1_006525-T1
GF00004581	TFCN25331D1_010987-T1, TFCN25331D1_006463-T1
GF00004582	TFCN25331D1_012114-T1, TFCN25331D1_000552-T1
GF00004583	TFCN25331D1_005576-T1, TFCN25331D1_007206-T1
GF00004584	TFCN25331D1_004814-T1, TFCN25331D1_001029-T1
GF00004585	TFCN25331D1_010994-T1, TFCN25331D1_011758-T1
GF00004586	TFCN25331D1_007924-T1, TFCN25331D1_005234-T1
GF00004587	TFCN25331D1_008624-T1, TFCN25331D1_005786-T1
GF00004588	TFCN25331D1_000399-T1, TFCN25331D1_004088-T1
GF00004589	TFCN25331D1_013825-T1, TFCN25331D1_013845-T1
GF00004590	TFCN25331D1_001078-T1, TFCN25331D1_004857-T1
GF00004591	TFCN25331D1_011650-T1, TFCN25331D1_012834-T1
GF00004592	TFCN25331D1_010371-T1, TFCN25331D1_006111-T1
GF00004593	TFCN25331D1_009474-T1, TFCN25331D1_008932-T1
GF00004594	TFCN25331D1_005150-T1, TFCN25331D1_011105-T1
GF00004595	TFCN25331D1_012378-T1, TFCN25331D1_005800-T1
GF00004596	TFCN25331D1_005972-T1, TFCN25331D1_011483-T1
GF00004597	TFCN25331D1_006389-T1, TFCN25331D1_003762-T1
GF00004598	TFCN25331D1_009208-T1, TFCN25331D1_008440-T1
GF00004599	TFCN25331D1_007847-T1, TFCN25331D1_000924-T1
GF00004600	TFCN25331D1_007417-T1, TFCN25331D1_012625-T1
GF00004601	TFCN25331D1_005190-T1, TFCN25331D1_007880-T1
GF00004602	TFCN25331D1_009658-T1, TFCN25331D1_003418-T1
GF00004603	TFCN25331D1_008338-T1, TFCN25331D1_007596-T1
GF00004604	TFCN25331D1_000203-T1, TFCN25331D1_002839-T1
GF00004605	TFCN25331D1_003729-T1, TFCN25331D1_006357-T1
GF00004606	TFCN25331D1_001433-T1, TFCN25331D1_001222-T1
GF00004607	TFCN25331D1_004102-T1, TFCN25331D1_000387-T1
GF00004608	TFCN25331D1_003603-T1, TFCN25331D1_012282-T1
GF00004609	TFCN25331D1_004677-T1, TFCN25331D1_004258-T1
GF00004610	TFCN25331D1_011282-T1, TFCN25331D1_002199-T1
GF00004611	TFCN25331D1_006382-T1, TFCN25331D1_003758-T1
GF00004612	TFCN25331D1_003167-T1, TFCN25331D1_010913-T1
GF00004613	TFCN25331D1_002382-T1, TFCN25331D1_010086-T1
GF00004614	TFCN25331D1_012067-T1, TFCN25331D1_006552-T1
GF00004615	TFCN25331D1_011054-T1, TFCN25331D1_007512-T1
GF00004616	TFCN25331D1_000720-T1, TFCN25331D1_006781-T1
GF00004617	TFCN25331D1_011509-T1, TFCN25331D1_013040-T1
GF00004618	TFCN25331D1_002659-T1, TFCN25331D1_005851-T1
GF00004619	TFCN25331D1_001310-T1, TFCN25331D1_001344-T1
GF00004620	TFCN25331D1_007673-T1, TFCN25331D1_013354-T1
GF00004621	TFCN25331D1_006516-T1, TFCN25331D1_011733-T1
GF00004622	TFCN25331D1_007790-T1, TFCN25331D1_010545-T1
GF00004623	TFCN25331D1_003458-T1, TFCN25331D1_013312-T1
GF00004624	TFCN25331D1_012434-T1, TFCN25331D1_012026-T1
GF00004625	TFCN25331D1_012624-T1, TFCN25331D1_007418-T1
GF00004626	TFCN25331D1_006323-T1, TFCN25331D1_003696-T1
GF00004627	TFCN25331D1_002231-T1, TFCN25331D1_011312-T1
GF00004628	TFCN25331D1_004037-T1, TFCN25331D1_009938-T1
GF00004629	TFCN25331D1_008023-T1, TFCN25331D1_005996-T1
GF00004630	TFCN25331D1_008138-T1, TFCN25331D1_011558-T1
GF00004631	TFCN25331D1_011337-T1, TFCN25331D1_012579-T1
GF00004632	TFCN25331D1_001251-T1, TFCN25331D1_001402-T1
GF00004633	TFCN25331D1_011437-T1, TFCN25331D1_011436-T1
GF00004634	TFCN25331D1_007654-T1, TFCN25331D1_012175-T1
GF00004635	TFCN25331D1_009722-T1, TFCN25331D1_011693-T1
GF00004636	TFCN25331D1_002293-T1, TFCN25331D1_007080-T1
GF00004637	TFCN25331D1_009724-T1, TFCN25331D1_011695-T1
GF00004638	TFCN25331D1_012102-T1, TFCN25331D1_002450-T1
GF00004639	TFCN25331D1_008200-T1, TFCN25331D1_000252-T1
GF00004640	TFCN25331D1_009290-T1, TFCN25331D1_002465-T1
GF00004641	TFCN25331D1_005723-T1, TFCN25331D1_012979-T1
GF00004642	TFCN25331D1_012845-T1, TFCN25331D1_013217-T1
GF00004643	TFCN25331D1_004388-T1, TFCN25331D1_003044-T1
GF00004644	TFCN25331D1_009846-T1, TFCN25331D1_003517-T1
GF00004645	TFCN25331D1_005180-T1, TFCN25331D1_011078-T1
GF00004646	TFCN25331D1_013548-T1, TFCN25331D1_012383-T1
GF00004647	TFCN25331D1_002605-T1, TFCN25331D1_005906-T1
GF00004648	TFCN25331D1_005196-T1, TFCN25331D1_007886-T1
GF00004649	TFCN25331D1_010178-T1, TFCN25331D1_006879-T1
GF00004650	TFCN25331D1_001492-T1, TFCN25331D1_001153-T1
GF00004651	TFCN25331D1_012874-T1, TFCN25331D1_001616-T1
GF00004652	TFCN25331D1_011521-T1, TFCN25331D1_013054-T1
GF00004653	TFCN25331D1_004950-T1, TFCN25331D1_001699-T1
GF00004654	TFCN25331D1_009955-T1, TFCN25331D1_004021-T1
GF00004655	TFCN25331D1_010525-T1, TFCN25331D1_007768-T1
GF00004656	TFCN25331D1_009394-T1, TFCN25331D1_012704-T1
GF00004657	TFCN25331D1_003390-T1, TFCN25331D1_009630-T1
GF00004658	TFCN25331D1_004405-T1, TFCN25331D1_003064-T1
GF00004659	TFCN25331D1_010723-T1, TFCN25331D1_006425-T1
GF00004660	TFCN25331D1_000386-T1, TFCN25331D1_004103-T1
GF00004661	TFCN25331D1_008715-T1, TFCN25331D1_005116-T1
GF00004662	TFCN25331D1_005980-T1, TFCN25331D1_011474-T1
GF00004663	TFCN25331D1_000296-T1, TFCN25331D1_004195-T1
GF00004664	TFCN25331D1_007128-T1, TFCN25331D1_002341-T1
GF00004665	TFCN25331D1_005894-T1, TFCN25331D1_002617-T1
GF00004666	TFCN25331D1_000859-T1, TFCN25331D1_013225-T1
GF00004667	TFCN25331D1_004518-T1, TFCN25331D1_006611-T1
GF00004668	TFCN25331D1_010802-T1, TFCN25331D1_007341-T1
GF00004669	TFCN25331D1_012060-T1, TFCN25331D1_006560-T1
GF00004670	TFCN25331D1_007734-T1, TFCN25331D1_005671-T1
GF00004671	TFCN25331D1_002870-T1, TFCN25331D1_003798-T1
GF00004672	TFCN25331D1_009966-T1, TFCN25331D1_004010-T1
GF00004673	TFCN25331D1_012413-T1, TFCN25331D1_006870-T1
GF00004674	TFCN25331D1_003979-T1, TFCN25331D1_011128-T1
GF00004675	TFCN25331D1_000168-T1, TFCN25331D1_002808-T1
GF00004676	TFCN25331D1_004170-T1, TFCN25331D1_000319-T1
GF00004677	TFCN25331D1_011996-T1, TFCN25331D1_013315-T1
GF00004678	TFCN25331D1_000774-T1, TFCN25331D1_013541-T1
GF00004679	TFCN25331D1_004913-T1, TFCN25331D1_001736-T1
GF00004680	TFCN25331D1_004256-T1, TFCN25331D1_004679-T1
GF00004681	TFCN25331D1_011145-T1, TFCN25331D1_003996-T1
GF00004682	TFCN25331D1_008191-T1, TFCN25331D1_000244-T1
GF00004683	TFCN25331D1_011645-T1, TFCN25331D1_011748-T1
GF00004684	TFCN25331D1_011178-T1, TFCN25331D1_003569-T1
GF00004685	TFCN25331D1_010202-T1, TFCN25331D1_013094-T1
GF00004686	TFCN25331D1_001957-T1, TFCN25331D1_002169-T1
GF00004687	TFCN25331D1_004164-T1, TFCN25331D1_000324-T1
GF00004688	TFCN25331D1_001582-T1, TFCN25331D1_006187-T1
GF00004689	TFCN25331D1_001045-T1, TFCN25331D1_004830-T1
GF00004690	TFCN25331D1_010134-T1, TFCN25331D1_009552-T1
GF00004691	TFCN25331D1_002297-T1, TFCN25331D1_007084-T1
GF00004692	TFCN25331D1_005233-T1, TFCN25331D1_007923-T1
GF00004693	TFCN25331D1_000072-T1, TFCN25331D1_002707-T1
GF00004694	TFCN25331D1_009381-T1, TFCN25331D1_012716-T1
GF00004695	TFCN25331D1_008286-T1, TFCN25331D1_012777-T1
GF00004696	TFCN25331D1_007987-T1, TFCN25331D1_006032-T1
GF00004697	TFCN25331D1_004988-T1, TFCN25331D1_001664-T1
GF00004698	TFCN25331D1_001651-T1, TFCN25331D1_005001-T1
GF00004699	TFCN25331D1_001194-T1, TFCN25331D1_001458-T1
GF00004700	TFCN25331D1_007189-T1, TFCN25331D1_005558-T1
GF00004701	TFCN25331D1_008425-T1, TFCN25331D1_009190-T1
GF00004702	TFCN25331D1_005957-T1, TFCN25331D1_007974-T1
GF00004703	TFCN25331D1_004342-T1, TFCN25331D1_004599-T1
GF00004704	TFCN25331D1_009623-T1, TFCN25331D1_003382-T1
GF00004705	TFCN25331D1_000807-T1, TFCN25331D1_010638-T1
GF00004706	TFCN25331D1_006094-T1, TFCN25331D1_009118-T1
GF00004707	TFCN25331D1_009575-T1, TFCN25331D1_010160-T1
GF00004708	TFCN25331D1_012606-T1, TFCN25331D1_006911-T1
GF00004709	TFCN25331D1_012771-T1, TFCN25331D1_008280-T1
GF00004710	TFCN25331D1_006319-T1, TFCN25331D1_003692-T1
GF00004711	TFCN25331D1_011274-T1, TFCN25331D1_002191-T1
GF00004712	TFCN25331D1_010327-T1, TFCN25331D1_005624-T1
GF00004713	TFCN25331D1_006224-T1, TFCN25331D1_001546-T1
GF00004714	TFCN25331D1_009754-T1, TFCN25331D1_012688-T1
GF00004715	TFCN25331D1_003684-T1, TFCN25331D1_006311-T1
GF00004716	TFCN25331D1_012522-T1, TFCN25331D1_009499-T1
GF00004717	TFCN25331D1_008152-T1, TFCN25331D1_013267-T1
GF00004718	TFCN25331D1_004166-T1, TFCN25331D1_000322-T1
GF00004719	TFCN25331D1_010143-T1, TFCN25331D1_009560-T1
GF00004720	TFCN25331D1_000429-T1, TFCN25331D1_008094-T1
GF00004721	TFCN25331D1_004860-T1, TFCN25331D1_001075-T1
GF00004722	TFCN25331D1_013487-T1, TFCN25331D1_009372-T1
GF00004723	TFCN25331D1_008331-T1, TFCN25331D1_007585-T1
GF00004724	TFCN25331D1_007968-T1, TFCN25331D1_005951-T1
GF00004725	TFCN25331D1_008707-T1, TFCN25331D1_005124-T1
GF00004726	TFCN25331D1_004792-T1, TFCN25331D1_001009-T1
GF00004727	TFCN25331D1_010662-T1, TFCN25331D1_000829-T1
GF00004728	TFCN25331D1_000935-T1, TFCN25331D1_007859-T1
GF00004729	TFCN25331D1_009984-T1, TFCN25331D1_002691-T1
GF00004730	TFCN25331D1_010582-T1, TFCN25331D1_003198-T1
GF00004731	TFCN25331D1_005841-T1, TFCN25331D1_002670-T1
GF00004732	TFCN25331D1_007755-T1, TFCN25331D1_005652-T1
GF00004733	TFCN25331D1_000169-T1, TFCN25331D1_002809-T1
GF00004734	TFCN25331D1_007437-T1, TFCN25331D1_006950-T1
GF00004735	TFCN25331D1_000513-T1, TFCN25331D1_007694-T1
GF00004736	TFCN25331D1_000789-T1, TFCN25331D1_013278-T1
GF00004737	TFCN25331D1_009450-T1, TFCN25331D1_008955-T1
GF00004738	TFCN25331D1_012085-T1, TFCN25331D1_002432-T1
GF00004739	TFCN25331D1_003376-T1, TFCN25331D1_009617-T1
GF00004740	TFCN25331D1_013401-T1, TFCN25331D1_003771-T1
GF00004741	TFCN25331D1_000381-T1, TFCN25331D1_004108-T1
GF00004742	TFCN25331D1_009759-T1, TFCN25331D1_012683-T1
GF00004743	TFCN25331D1_003946-T1, TFCN25331D1_007558-T1
GF00004744	TFCN25331D1_013437-T1, TFCN25331D1_007362-T1
GF00004745	TFCN25331D1_007751-T1, TFCN25331D1_005655-T1
GF00004746	TFCN25331D1_003232-T1, TFCN25331D1_010549-T1
GF00004747	TFCN25331D1_004771-T1, TFCN25331D1_000990-T1
GF00004748	TFCN25331D1_012548-T1, TFCN25331D1_008779-T1
GF00004749	TFCN25331D1_004228-T1, TFCN25331D1_004708-T1
GF00004750	TFCN25331D1_011193-T1, TFCN25331D1_003583-T1
GF00004751	TFCN25331D1_007125-T1, TFCN25331D1_002338-T1
GF00004752	TFCN25331D1_004312-T1, TFCN25331D1_004626-T1
GF00004753	TFCN25331D1_000258-T1, TFCN25331D1_008207-T1
GF00004754	TFCN25331D1_001960-T1, TFCN25331D1_002171-T1
GF00004755	TFCN25331D1_000865-T1, TFCN25331D1_013231-T1
GF00004756	TFCN25331D1_010979-T1, TFCN25331D1_006471-T1
GF00004757	TFCN25331D1_011357-T1, TFCN25331D1_008533-T1
GF00004758	TFCN25331D1_005178-T1, TFCN25331D1_011080-T1
GF00004759	TFCN25331D1_011728-T1, TFCN25331D1_006511-T1
GF00004760	TFCN25331D1_003430-T1, TFCN25331D1_010440-T1
GF00004761	TFCN25331D1_011504-T1, TFCN25331D1_006048-T1
GF00004762	TFCN25331D1_003977-T1, TFCN25331D1_011126-T1
GF00004763	TFCN25331D1_011131-T1, TFCN25331D1_003982-T1
GF00004764	TFCN25331D1_001922-T1, TFCN25331D1_002136-T1
GF00004765	TFCN25331D1_002122-T1, TFCN25331D1_001906-T1
GF00004766	TFCN25331D1_013140-T1, TFCN25331D1_006979-T1
GF00004767	TFCN25331D1_006242-T1, TFCN25331D1_013669-T1
GF00004768	TFCN25331D1_000536-T1, TFCN25331D1_007717-T1
GF00004769	TFCN25331D1_013074-T1, TFCN25331D1_008247-T1
GF00004770	TFCN25331D1_000089-T1, TFCN25331D1_002724-T1
GF00004771	TFCN25331D1_001768-T1, TFCN25331D1_004884-T1
GF00004772	TFCN25331D1_002539-T1, TFCN25331D1_010270-T1
GF00004773	TFCN25331D1_004540-T1, TFCN25331D1_006631-T1
GF00004774	TFCN25331D1_002414-T1, TFCN25331D1_010119-T1
GF00004775	TFCN25331D1_001771-T1, TFCN25331D1_004881-T1
GF00004776	TFCN25331D1_011064-T1, TFCN25331D1_007502-T1
GF00004777	TFCN25331D1_004632-T1, TFCN25331D1_004305-T1
GF00004778	TFCN25331D1_001071-T1, TFCN25331D1_004865-T1
GF00004779	TFCN25331D1_007732-T1, TFCN25331D1_005673-T1
GF00004780	TFCN25331D1_002003-T1, TFCN25331D1_001788-T1
GF00004781	TFCN25331D1_005554-T1, TFCN25331D1_007185-T1
GF00004782	TFCN25331D1_006084-T1, TFCN25331D1_009132-T1
GF00004783	TFCN25331D1_013331-T1, TFCN25331D1_013374-T1
GF00004784	TFCN25331D1_001087-T1, TFCN25331D1_011999-T1
GF00004785	TFCN25331D1_000436-T1, TFCN25331D1_008086-T1
GF00004786	TFCN25331D1_009131-T1, TFCN25331D1_006085-T1
GF00004787	TFCN25331D1_001904-T1, TFCN25331D1_002120-T1
GF00004788	TFCN25331D1_007261-T1, TFCN25331D1_003255-T1
GF00004789	TFCN25331D1_011052-T1, TFCN25331D1_007514-T1
GF00004790	TFCN25331D1_002604-T1, TFCN25331D1_005907-T1
GF00004791	TFCN25331D1_007726-T1, TFCN25331D1_005679-T1
GF00004792	TFCN25331D1_009988-T1, TFCN25331D1_002696-T1
GF00004793	TFCN25331D1_006859-T1, TFCN25331D1_012426-T1
GF00004794	TFCN25331D1_005722-T1, TFCN25331D1_012980-T1
GF00004795	TFCN25331D1_004629-T1, TFCN25331D1_004309-T1
GF00004796	TFCN25331D1_001606-T1, TFCN25331D1_006163-T1
GF00004797	TFCN25331D1_009852-T1, TFCN25331D1_003510-T1
GF00004798	TFCN25331D1_011238-T1, TFCN25331D1_008475-T1
GF00004799	TFCN25331D1_007934-T1, TFCN25331D1_005244-T1
GF00004800	TFCN25331D1_001688-T1, TFCN25331D1_004961-T1
GF00004801	TFCN25331D1_006421-T1, TFCN25331D1_010727-T1
GF00004802	TFCN25331D1_000998-T1, TFCN25331D1_004781-T1
GF00004803	TFCN25331D1_007068-T1, TFCN25331D1_010017-T1
GF00004804	TFCN25331D1_000022-T1, TFCN25331D1_006992-T1
GF00004805	TFCN25331D1_013574-T1, TFCN25331D1_013581-T1
GF00004806	TFCN25331D1_000666-T1, TFCN25331D1_006733-T1
GF00004807	TFCN25331D1_001459-T1, TFCN25331D1_001193-T1
GF00004808	TFCN25331D1_003332-T1, TFCN25331D1_010484-T1
GF00004809	TFCN25331D1_013468-T1, TFCN25331D1_009673-T1
GF00004810	TFCN25331D1_002078-T1, TFCN25331D1_001861-T1
GF00004811	TFCN25331D1_012707-T1, TFCN25331D1_009390-T1
GF00004812	TFCN25331D1_011567-T1, TFCN25331D1_010236-T1
GF00004813	TFCN25331D1_012285-T1, TFCN25331D1_003606-T1
GF00004814	TFCN25331D1_001186-T1, TFCN25331D1_001483-T1
GF00004815	TFCN25331D1_010023-T1, TFCN25331D1_010019-T1
GF00004816	TFCN25331D1_012659-T1, TFCN25331D1_003588-T1
GF00004817	TFCN25331D1_004449-T1, TFCN25331D1_003112-T1
GF00004818	TFCN25331D1_006433-T1, TFCN25331D1_013425-T1
GF00004819	TFCN25331D1_004035-T1, TFCN25331D1_009940-T1
GF00004820	TFCN25331D1_002603-T1, TFCN25331D1_005908-T1
GF00004821	TFCN25331D1_011674-T1, TFCN25331D1_012809-T1
GF00004822	TFCN25331D1_005700-T1, TFCN25331D1_012801-T1
GF00004823	TFCN25331D1_012109-T1, TFCN25331D1_000547-T1
GF00004824	TFCN25331D1_004493-T1, TFCN25331D1_005499-T1
GF00004825	TFCN25331D1_009548-T1, TFCN25331D1_010128-T1
GF00004826	TFCN25331D1_003776-T1, TFCN25331D1_013396-T1
GF00004827	TFCN25331D1_001902-T1, TFCN25331D1_002118-T1
GF00004828	TFCN25331D1_002057-T1, TFCN25331D1_001840-T1
GF00004829	TFCN25331D1_002684-T1, TFCN25331D1_009977-T1
GF00004830	TFCN25331D1_000014-T1, TFCN25331D1_006983-T1
GF00004831	TFCN25331D1_003784-T1, TFCN25331D1_011976-T1
GF00004832	TFCN25331D1_009600-T1, TFCN25331D1_003359-T1
GF00004833	TFCN25331D1_006750-T1, TFCN25331D1_000684-T1
GF00004834	TFCN25331D1_011969-T1, TFCN25331D1_013176-T1
GF00004835	TFCN25331D1_002295-T1, TFCN25331D1_007082-T1
GF00004836	TFCN25331D1_009436-T1, TFCN25331D1_008976-T1
GF00004837	TFCN25331D1_010400-T1, TFCN25331D1_006140-T1
GF00004838	TFCN25331D1_004584-T1, TFCN25331D1_006680-T1
GF00004839	TFCN25331D1_001756-T1, TFCN25331D1_004898-T1
GF00004840	TFCN25331D1_009993-T1, TFCN25331D1_007039-T1
GF00004841	TFCN25331D1_009253-T1, TFCN25331D1_002500-T1
GF00004842	TFCN25331D1_011592-T1, TFCN25331D1_010210-T1
GF00004843	TFCN25331D1_000828-T1, TFCN25331D1_010661-T1
GF00004844	TFCN25331D1_001766-T1, TFCN25331D1_004886-T1
GF00004845	TFCN25331D1_003766-T1, TFCN25331D1_013406-T1
GF00004846	TFCN25331D1_013159-T1, TFCN25331D1_005060-T1
GF00004847	TFCN25331D1_003416-T1, TFCN25331D1_009656-T1
GF00004848	TFCN25331D1_006035-T1, TFCN25331D1_011491-T1
GF00004849	TFCN25331D1_008839-T1, TFCN25331D1_011941-T1
GF00004850	TFCN25331D1_000812-T1, TFCN25331D1_010643-T1
GF00004851	TFCN25331D1_001903-T1, TFCN25331D1_002119-T1
GF00004852	TFCN25331D1_008605-T1, TFCN25331D1_010247-T1
GF00004853	TFCN25331D1_006120-T1, TFCN25331D1_010382-T1
GF00004854	TFCN25331D1_000166-T1, TFCN25331D1_002804-T1
GF00004855	TFCN25331D1_012614-T1, TFCN25331D1_006903-T1
GF00004856	TFCN25331D1_000056-T1, TFCN25331D1_007028-T1
GF00004857	TFCN25331D1_012712-T1, TFCN25331D1_009385-T1
GF00004858	TFCN25331D1_009914-T1, TFCN25331D1_002281-T1
GF00004859	TFCN25331D1_006031-T1, TFCN25331D1_007988-T1
GF00004860	TFCN25331D1_003258-T1, TFCN25331D1_007264-T1
GF00004861	TFCN25331D1_005702-T1, TFCN25331D1_012803-T1
GF00004862	TFCN25331D1_007154-T1, TFCN25331D1_005522-T1
GF00004863	TFCN25331D1_010972-T1, TFCN25331D1_006478-T1
GF00004864	TFCN25331D1_004908-T1, TFCN25331D1_001747-T1
GF00004865	TFCN25331D1_004131-T1, TFCN25331D1_000357-T1
GF00004866	TFCN25331D1_010170-T1, TFCN25331D1_009588-T1
GF00004867	TFCN25331D1_000421-T1, TFCN25331D1_008102-T1
GF00004868	TFCN25331D1_011277-T1, TFCN25331D1_002194-T1
GF00004869	TFCN25331D1_013304-T1, TFCN25331D1_003468-T1
GF00004870	TFCN25331D1_005556-T1, TFCN25331D1_007187-T1
GF00004871	TFCN25331D1_004111-T1, TFCN25331D1_000378-T1
GF00004872	TFCN25331D1_004987-T1, TFCN25331D1_001665-T1
GF00004873	TFCN25331D1_010030-T1, TFCN25331D1_008915-T1
GF00004874	TFCN25331D1_001391-T1, TFCN25331D1_001262-T1
GF00004875	TFCN25331D1_013614-T1, TFCN25331D1_010942-T1
GF00004876	TFCN25331D1_004720-T1, TFCN25331D1_004216-T1
