	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00005272	1	1	2	1.0	single-copy
GF00005273	1	1	2	1.0	single-copy
GF00005274	1	1	2	1.0	single-copy
GF00005275	1	1	2	1.0	single-copy
GF00005276	1	1	2	1.0	single-copy
GF00005277	1	1	2	1.0	single-copy
GF00005278	1	1	2	1.0	single-copy
GF00005279	1	1	2	1.0	single-copy
GF00005280	1	1	2	1.0	single-copy
GF00005281	1	1	2	1.0	single-copy
GF00005282	1	1	2	1.0	single-copy
GF00005283	1	1	2	1.0	single-copy
GF00005284	1	1	2	1.0	single-copy
GF00005285	1	1	2	1.0	single-copy
GF00005286	1	1	2	1.0	single-copy
GF00005287	1	1	2	1.0	single-copy
GF00005288	1	1	2	1.0	single-copy
GF00005289	1	1	2	1.0	single-copy
GF00005290	1	1	2	1.0	single-copy
GF00005291	1	1	2	1.0	single-copy
GF00005292	1	1	2	1.0	single-copy
GF00005293	1	1	2	1.0	single-copy
GF00005294	1	1	2	1.0	single-copy
GF00005295	1	1	2	1.0	single-copy
GF00005296	1	1	2	1.0	single-copy
GF00005297	1	1	2	1.0	single-copy
GF00005298	1	1	2	1.0	single-copy
GF00005299	1	1	2	1.0	single-copy
GF00005300	1	1	2	1.0	single-copy
GF00005301	1	1	2	1.0	single-copy
GF00005302	1	1	2	1.0	single-copy
GF00005303	1	1	2	1.0	single-copy
GF00005304	1	1	2	1.0	single-copy
GF00005305	1	1	2	1.0	single-copy
GF00005306	1	1	2	1.0	single-copy
GF00005307	1	1	2	1.0	single-copy
GF00005308	1	1	2	1.0	single-copy
GF00005309	1	1	2	1.0	single-copy
GF00005310	1	1	2	1.0	single-copy
GF00005311	1	1	2	1.0	single-copy
GF00005312	1	1	2	1.0	single-copy
GF00005313	1	1	2	1.0	single-copy
GF00005314	1	1	2	1.0	single-copy
GF00005315	1	1	2	1.0	single-copy
GF00005316	1	1	2	1.0	single-copy
GF00005317	1	1	2	1.0	single-copy
GF00005318	1	1	2	1.0	single-copy
GF00005319	1	1	2	1.0	single-copy
GF00005320	1	1	2	1.0	single-copy
GF00005321	1	1	2	1.0	single-copy
GF00005322	1	1	2	1.0	single-copy
GF00005323	1	1	2	1.0	single-copy
GF00005324	1	1	2	1.0	single-copy
GF00005325	1	1	2	1.0	single-copy
GF00005326	1	1	2	1.0	single-copy
GF00005327	1	1	2	1.0	single-copy
GF00005328	1	1	2	1.0	single-copy
GF00005329	1	1	2	1.0	single-copy
GF00005330	1	1	2	1.0	single-copy
GF00005331	1	1	2	1.0	single-copy
GF00005332	1	1	2	1.0	single-copy
GF00005333	1	1	2	1.0	single-copy
GF00005334	1	1	2	1.0	single-copy
GF00005335	1	1	2	1.0	single-copy
GF00005336	1	1	2	1.0	single-copy
GF00005337	1	1	2	1.0	single-copy
GF00005338	1	1	2	1.0	single-copy
GF00005339	1	1	2	1.0	single-copy
GF00005340	1	1	2	1.0	single-copy
GF00005341	1	1	2	1.0	single-copy
GF00005342	1	1	2	1.0	single-copy
GF00005343	1	1	2	1.0	single-copy
GF00005344	1	1	2	1.0	single-copy
GF00005345	1	1	2	1.0	single-copy
GF00005346	1	1	2	1.0	single-copy
GF00005347	1	1	2	1.0	single-copy
GF00005348	1	1	2	1.0	single-copy
GF00005349	1	1	2	1.0	single-copy
GF00005350	1	1	2	1.0	single-copy
GF00005351	1	1	2	1.0	single-copy
GF00005352	1	1	2	1.0	single-copy
GF00005353	1	1	2	1.0	single-copy
GF00005354	1	1	2	1.0	single-copy
GF00005355	1	1	2	1.0	single-copy
GF00005356	1	1	2	1.0	single-copy
GF00005357	1	1	2	1.0	single-copy
GF00005358	1	1	2	1.0	single-copy
GF00005359	1	1	2	1.0	single-copy
GF00005360	1	1	2	1.0	single-copy
GF00005361	1	1	2	1.0	single-copy
GF00005362	1	1	2	1.0	single-copy
GF00005363	1	1	2	1.0	single-copy
GF00005364	1	1	2	1.0	single-copy
GF00005365	1	1	2	1.0	single-copy
GF00005366	1	1	2	1.0	single-copy
GF00005367	1	1	2	1.0	single-copy
GF00005368	1	1	2	1.0	single-copy
GF00005369	1	1	2	1.0	single-copy
GF00005370	1	1	2	1.0	single-copy
GF00005371	1	1	2	1.0	single-copy
GF00005372	1	1	2	1.0	single-copy
GF00005373	1	1	2	1.0	single-copy
GF00005374	1	1	2	1.0	single-copy
GF00005375	1	1	2	1.0	single-copy
GF00005376	1	1	2	1.0	single-copy
GF00005377	1	1	2	1.0	single-copy
GF00005378	1	1	2	1.0	single-copy
GF00005379	1	1	2	1.0	single-copy
GF00005380	1	1	2	1.0	single-copy
GF00005381	1	1	2	1.0	single-copy
GF00005382	1	1	2	1.0	single-copy
GF00005383	1	1	2	1.0	single-copy
GF00005384	1	1	2	1.0	single-copy
GF00005385	1	1	2	1.0	single-copy
GF00005386	1	1	2	1.0	single-copy
GF00005387	1	1	2	1.0	single-copy
GF00005388	1	1	2	1.0	single-copy
GF00005389	1	1	2	1.0	single-copy
GF00005390	1	1	2	1.0	single-copy
GF00005391	1	1	2	1.0	single-copy
GF00005392	1	1	2	1.0	single-copy
GF00005393	1	1	2	1.0	single-copy
GF00005394	1	1	2	1.0	single-copy
GF00005395	1	1	2	1.0	single-copy
GF00005396	1	1	2	1.0	single-copy
GF00005397	1	1	2	1.0	single-copy
GF00005398	1	1	2	1.0	single-copy
GF00005399	1	1	2	1.0	single-copy
GF00005400	1	1	2	1.0	single-copy
GF00005401	1	1	2	1.0	single-copy
GF00005402	1	1	2	1.0	single-copy
GF00005403	1	1	2	1.0	single-copy
GF00005404	1	1	2	1.0	single-copy
GF00005405	1	1	2	1.0	single-copy
GF00005406	1	1	2	1.0	single-copy
GF00005407	1	1	2	1.0	single-copy
GF00005408	1	1	2	1.0	single-copy
GF00005409	1	1	2	1.0	single-copy
GF00005410	1	1	2	1.0	single-copy
GF00005411	1	1	2	1.0	single-copy
GF00005412	1	1	2	1.0	single-copy
GF00005413	1	1	2	1.0	single-copy
GF00005414	1	1	2	1.0	single-copy
GF00005415	1	1	2	1.0	single-copy
GF00005416	1	1	2	1.0	single-copy
GF00005417	1	1	2	1.0	single-copy
GF00005418	1	1	2	1.0	single-copy
GF00005419	1	1	2	1.0	single-copy
GF00005420	1	1	2	1.0	single-copy
GF00005421	1	1	2	1.0	single-copy
GF00005422	1	1	2	1.0	single-copy
GF00005423	1	1	2	1.0	single-copy
GF00005424	1	1	2	1.0	single-copy
GF00005425	1	1	2	1.0	single-copy
GF00005426	1	1	2	1.0	single-copy
GF00005427	1	1	2	1.0	single-copy
GF00005428	1	1	2	1.0	single-copy
GF00005429	1	1	2	1.0	single-copy
GF00005430	1	1	2	1.0	single-copy
GF00005431	1	1	2	1.0	single-copy
GF00005432	1	1	2	1.0	single-copy
GF00005433	1	1	2	1.0	single-copy
GF00005434	1	1	2	1.0	single-copy
GF00005435	1	1	2	1.0	single-copy
GF00005436	1	1	2	1.0	single-copy
GF00005437	1	1	2	1.0	single-copy
GF00005438	1	1	2	1.0	single-copy
GF00005439	1	1	2	1.0	single-copy
GF00005440	1	1	2	1.0	single-copy
GF00005441	1	1	2	1.0	single-copy
GF00005442	1	1	2	1.0	single-copy
GF00005443	1	1	2	1.0	single-copy
GF00005444	1	1	2	1.0	single-copy
GF00005445	1	1	2	1.0	single-copy
GF00005446	1	1	2	1.0	single-copy
GF00005447	1	1	2	1.0	single-copy
GF00005448	1	1	2	1.0	single-copy
GF00005449	1	1	2	1.0	single-copy
GF00005450	1	1	2	1.0	single-copy
GF00005451	1	1	2	1.0	single-copy
GF00005452	1	1	2	1.0	single-copy
GF00005453	1	1	2	1.0	single-copy
GF00005454	1	1	2	1.0	single-copy
GF00005455	1	1	2	1.0	single-copy
GF00005456	1	1	2	1.0	single-copy
GF00005457	1	1	2	1.0	single-copy
GF00005458	1	1	2	1.0	single-copy
GF00005459	1	1	2	1.0	single-copy
GF00005460	1	1	2	1.0	single-copy
GF00005461	1	1	2	1.0	single-copy
GF00005462	1	1	2	1.0	single-copy
GF00005463	1	1	2	1.0	single-copy
GF00005464	1	1	2	1.0	single-copy
GF00005465	1	1	2	1.0	single-copy
GF00005466	1	1	2	1.0	single-copy
GF00005467	1	1	2	1.0	single-copy
GF00005468	1	1	2	1.0	single-copy
GF00005469	1	1	2	1.0	single-copy
GF00005470	1	1	2	1.0	single-copy
GF00005471	1	1	2	1.0	single-copy
GF00005472	1	1	2	1.0	single-copy
GF00005473	1	1	2	1.0	single-copy
GF00005474	1	1	2	1.0	single-copy
GF00005475	1	1	2	1.0	single-copy
GF00005476	1	1	2	1.0	single-copy
GF00005477	1	1	2	1.0	single-copy
GF00005478	1	1	2	1.0	single-copy
GF00005479	1	1	2	1.0	single-copy
GF00005480	1	1	2	1.0	single-copy
GF00005481	1	1	2	1.0	single-copy
GF00005482	1	1	2	1.0	single-copy
GF00005483	1	1	2	1.0	single-copy
GF00005484	1	1	2	1.0	single-copy
GF00005485	1	1	2	1.0	single-copy
GF00005486	1	1	2	1.0	single-copy
GF00005487	1	1	2	1.0	single-copy
GF00005488	1	1	2	1.0	single-copy
GF00005489	1	1	2	1.0	single-copy
GF00005490	1	1	2	1.0	single-copy
GF00005491	1	1	2	1.0	single-copy
GF00005492	1	1	2	1.0	single-copy
GF00005493	1	1	2	1.0	single-copy
GF00005494	1	1	2	1.0	single-copy
GF00005495	1	1	2	1.0	single-copy
GF00005496	1	1	2	1.0	single-copy
GF00005497	1	1	2	1.0	single-copy
GF00005498	1	1	2	1.0	single-copy
GF00005499	1	1	2	1.0	single-copy
GF00005500	1	1	2	1.0	single-copy
GF00005501	1	1	2	1.0	single-copy
GF00005502	1	1	2	1.0	single-copy
GF00005503	1	1	2	1.0	single-copy
GF00005504	1	1	2	1.0	single-copy
GF00005505	1	1	2	1.0	single-copy
GF00005506	1	1	2	1.0	single-copy
GF00005507	1	1	2	1.0	single-copy
GF00005508	1	1	2	1.0	single-copy
GF00005509	1	1	2	1.0	single-copy
GF00005510	1	1	2	1.0	single-copy
GF00005511	1	1	2	1.0	single-copy
GF00005512	1	1	2	1.0	single-copy
GF00005513	1	1	2	1.0	single-copy
GF00005514	1	1	2	1.0	single-copy
GF00005515	1	1	2	1.0	single-copy
GF00005516	1	1	2	1.0	single-copy
GF00005517	1	1	2	1.0	single-copy
GF00005518	1	1	2	1.0	single-copy
GF00005519	1	1	2	1.0	single-copy
GF00005520	1	1	2	1.0	single-copy
GF00005521	1	1	2	1.0	single-copy
GF00005522	1	1	2	1.0	single-copy
GF00005523	1	1	2	1.0	single-copy
GF00005524	1	1	2	1.0	single-copy
GF00005525	1	1	2	1.0	single-copy
GF00005526	1	1	2	1.0	single-copy
GF00005527	1	1	2	1.0	single-copy
GF00005528	1	1	2	1.0	single-copy
GF00005529	1	1	2	1.0	single-copy
GF00005530	1	1	2	1.0	single-copy
GF00005531	1	1	2	1.0	single-copy
GF00005532	1	1	2	1.0	single-copy
GF00005533	1	1	2	1.0	single-copy
GF00005534	1	1	2	1.0	single-copy
GF00005535	1	1	2	1.0	single-copy
GF00005536	1	1	2	1.0	single-copy
GF00005537	1	1	2	1.0	single-copy
GF00005538	1	1	2	1.0	single-copy
GF00005539	1	1	2	1.0	single-copy
GF00005540	1	1	2	1.0	single-copy
GF00005541	1	1	2	1.0	single-copy
GF00005542	1	1	2	1.0	single-copy
GF00005543	1	1	2	1.0	single-copy
GF00005544	1	1	2	1.0	single-copy
GF00005545	1	1	2	1.0	single-copy
GF00005546	1	1	2	1.0	single-copy
GF00005547	1	1	2	1.0	single-copy
GF00005548	1	1	2	1.0	single-copy
GF00005549	1	1	2	1.0	single-copy
GF00005550	1	1	2	1.0	single-copy
GF00005551	1	1	2	1.0	single-copy
GF00005552	1	1	2	1.0	single-copy
GF00005553	1	1	2	1.0	single-copy
GF00005554	0	2	2	0.5	multi-copy
GF00005555	0	2	2	0.5	multi-copy
GF00005556	0	2	2	0.5	multi-copy
GF00005557	0	2	2	0.5	multi-copy
GF00005558	0	2	2	0.5	multi-copy
GF00005559	0	2	2	0.5	multi-copy
GF00005560	0	2	2	0.5	multi-copy
GF00005561	0	1	1	0.5	multi-copy
GF00005562	0	1	1	0.5	multi-copy
GF00005563	0	1	1	0.5	multi-copy
GF00005564	1	0	1	0.5	multi-copy
GF00005565	0	1	1	0.5	multi-copy
GF00005566	1	0	1	0.5	multi-copy
GF00005567	0	1	1	0.5	multi-copy
GF00005568	0	1	1	0.5	multi-copy
GF00005569	0	1	1	0.5	multi-copy
GF00005570	0	1	1	0.5	multi-copy
GF00005571	1	0	1	0.5	multi-copy
GF00005572	0	1	1	0.5	multi-copy
GF00005573	0	1	1	0.5	multi-copy
GF00005574	0	1	1	0.5	multi-copy
GF00005575	0	1	1	0.5	multi-copy
GF00005576	0	1	1	0.5	multi-copy
GF00005577	0	1	1	0.5	multi-copy
GF00005578	1	0	1	0.5	multi-copy
GF00005579	0	1	1	0.5	multi-copy
GF00005580	0	1	1	0.5	multi-copy
GF00005581	0	1	1	0.5	multi-copy
GF00005582	0	1	1	0.5	multi-copy
GF00005583	0	1	1	0.5	multi-copy
GF00005584	0	1	1	0.5	multi-copy
GF00005585	0	1	1	0.5	multi-copy
GF00005586	0	1	1	0.5	multi-copy
GF00005587	0	1	1	0.5	multi-copy
GF00005588	0	1	1	0.5	multi-copy
GF00005589	0	1	1	0.5	multi-copy
GF00005590	0	1	1	0.5	multi-copy
GF00005591	0	1	1	0.5	multi-copy
GF00005592	1	0	1	0.5	multi-copy
GF00005593	1	0	1	0.5	multi-copy
GF00005594	0	1	1	0.5	multi-copy
GF00005595	1	0	1	0.5	multi-copy
GF00005596	0	1	1	0.5	multi-copy
GF00005597	0	1	1	0.5	multi-copy
GF00005598	0	1	1	0.5	multi-copy
GF00005599	0	1	1	0.5	multi-copy
GF00005600	0	1	1	0.5	multi-copy
GF00005601	0	1	1	0.5	multi-copy
GF00005602	0	1	1	0.5	multi-copy
GF00005603	0	1	1	0.5	multi-copy
GF00005604	0	1	1	0.5	multi-copy
GF00005605	0	1	1	0.5	multi-copy
GF00005606	0	1	1	0.5	multi-copy
GF00005607	0	1	1	0.5	multi-copy
GF00005608	0	1	1	0.5	multi-copy
GF00005609	0	1	1	0.5	multi-copy
GF00005610	0	1	1	0.5	multi-copy
GF00005611	0	1	1	0.5	multi-copy
GF00005612	0	1	1	0.5	multi-copy
GF00005613	0	1	1	0.5	multi-copy
GF00005614	0	1	1	0.5	multi-copy
GF00005615	0	1	1	0.5	multi-copy
GF00005616	0	1	1	0.5	multi-copy
GF00005617	0	1	1	0.5	multi-copy
GF00005618	0	1	1	0.5	multi-copy
GF00005619	0	1	1	0.5	multi-copy
GF00005620	0	1	1	0.5	multi-copy
GF00005621	1	0	1	0.5	multi-copy
GF00005622	0	1	1	0.5	multi-copy
GF00005623	0	1	1	0.5	multi-copy
GF00005624	0	1	1	0.5	multi-copy
GF00005625	0	1	1	0.5	multi-copy
GF00005626	0	1	1	0.5	multi-copy
GF00005627	0	1	1	0.5	multi-copy
GF00005628	0	1	1	0.5	multi-copy
GF00005629	0	1	1	0.5	multi-copy
GF00005630	0	1	1	0.5	multi-copy
GF00005631	0	1	1	0.5	multi-copy
GF00005632	0	1	1	0.5	multi-copy
GF00005633	0	1	1	0.5	multi-copy
GF00005634	0	1	1	0.5	multi-copy
GF00005635	0	1	1	0.5	multi-copy
GF00005636	0	1	1	0.5	multi-copy
GF00005637	1	0	1	0.5	multi-copy
GF00005638	0	1	1	0.5	multi-copy
GF00005639	0	1	1	0.5	multi-copy
GF00005640	0	1	1	0.5	multi-copy
GF00005641	0	1	1	0.5	multi-copy
GF00005642	0	1	1	0.5	multi-copy
GF00005643	0	1	1	0.5	multi-copy
GF00005644	1	0	1	0.5	multi-copy
GF00005645	0	1	1	0.5	multi-copy
GF00005646	0	1	1	0.5	multi-copy
GF00005647	0	1	1	0.5	multi-copy
GF00005648	1	0	1	0.5	multi-copy
GF00005649	0	1	1	0.5	multi-copy
GF00005650	1	0	1	0.5	multi-copy
GF00005651	0	1	1	0.5	multi-copy
GF00005652	0	1	1	0.5	multi-copy
GF00005653	1	0	1	0.5	multi-copy
GF00005654	0	1	1	0.5	multi-copy
GF00005655	0	1	1	0.5	multi-copy
GF00005656	0	1	1	0.5	multi-copy
GF00005657	0	1	1	0.5	multi-copy
GF00005658	0	1	1	0.5	multi-copy
GF00005659	0	1	1	0.5	multi-copy
GF00005660	0	1	1	0.5	multi-copy
GF00005661	0	1	1	0.5	multi-copy
GF00005662	0	1	1	0.5	multi-copy
GF00005663	0	1	1	0.5	multi-copy
GF00005664	0	1	1	0.5	multi-copy
GF00005665	0	1	1	0.5	multi-copy
GF00005666	1	0	1	0.5	multi-copy
GF00005667	1	0	1	0.5	multi-copy
GF00005668	1	0	1	0.5	multi-copy
GF00005669	0	1	1	0.5	multi-copy
GF00005670	0	1	1	0.5	multi-copy
GF00005671	0	1	1	0.5	multi-copy
GF00005672	0	1	1	0.5	multi-copy
GF00005673	0	1	1	0.5	multi-copy
GF00005674	0	1	1	0.5	multi-copy
GF00005675	0	1	1	0.5	multi-copy
GF00005676	0	1	1	0.5	multi-copy
GF00005677	0	1	1	0.5	multi-copy
GF00005678	0	1	1	0.5	multi-copy
GF00005679	0	1	1	0.5	multi-copy
GF00005680	0	1	1	0.5	multi-copy
GF00005681	0	1	1	0.5	multi-copy
GF00005682	0	1	1	0.5	multi-copy
GF00005683	0	1	1	0.5	multi-copy
GF00005684	1	0	1	0.5	multi-copy
GF00005685	1	0	1	0.5	multi-copy
GF00005686	0	1	1	0.5	multi-copy
GF00005687	1	0	1	0.5	multi-copy
GF00005688	0	1	1	0.5	multi-copy
GF00005689	0	1	1	0.5	multi-copy
GF00005690	0	1	1	0.5	multi-copy
GF00005691	0	1	1	0.5	multi-copy
GF00005692	0	1	1	0.5	multi-copy
GF00005693	0	1	1	0.5	multi-copy
GF00005694	0	1	1	0.5	multi-copy
GF00005695	0	1	1	0.5	multi-copy
GF00005696	0	1	1	0.5	multi-copy
GF00005697	0	1	1	0.5	multi-copy
GF00005698	0	1	1	0.5	multi-copy
GF00005699	1	0	1	0.5	multi-copy
GF00005700	1	0	1	0.5	multi-copy
GF00005701	0	1	1	0.5	multi-copy
GF00005702	0	1	1	0.5	multi-copy
GF00005703	0	1	1	0.5	multi-copy
GF00005704	0	1	1	0.5	multi-copy
GF00005705	0	1	1	0.5	multi-copy
GF00005706	0	1	1	0.5	multi-copy
GF00005707	0	1	1	0.5	multi-copy
GF00005708	0	1	1	0.5	multi-copy
GF00005709	0	1	1	0.5	multi-copy
GF00005710	0	1	1	0.5	multi-copy
GF00005711	0	1	1	0.5	multi-copy
GF00005712	0	1	1	0.5	multi-copy
GF00005713	0	1	1	0.5	multi-copy
GF00005714	0	1	1	0.5	multi-copy
GF00005715	0	1	1	0.5	multi-copy
GF00005716	1	0	1	0.5	multi-copy
GF00005717	0	1	1	0.5	multi-copy
GF00005718	1	0	1	0.5	multi-copy
GF00005719	0	1	1	0.5	multi-copy
GF00005720	1	0	1	0.5	multi-copy
GF00005721	1	0	1	0.5	multi-copy
GF00005722	0	1	1	0.5	multi-copy
GF00005723	0	1	1	0.5	multi-copy
GF00005724	0	1	1	0.5	multi-copy
GF00005725	0	1	1	0.5	multi-copy
GF00005726	0	1	1	0.5	multi-copy
GF00005727	1	0	1	0.5	multi-copy
GF00005728	0	1	1	0.5	multi-copy
GF00005729	0	1	1	0.5	multi-copy
GF00005730	0	1	1	0.5	multi-copy
GF00005731	0	1	1	0.5	multi-copy
GF00005732	0	1	1	0.5	multi-copy
GF00005733	0	1	1	0.5	multi-copy
GF00005734	1	0	1	0.5	multi-copy
GF00005735	0	1	1	0.5	multi-copy
GF00005736	0	1	1	0.5	multi-copy
GF00005737	0	1	1	0.5	multi-copy
GF00005738	0	1	1	0.5	multi-copy
GF00005739	0	1	1	0.5	multi-copy
GF00005740	0	1	1	0.5	multi-copy
GF00005741	0	1	1	0.5	multi-copy
GF00005742	0	1	1	0.5	multi-copy
GF00005743	0	1	1	0.5	multi-copy
GF00005744	1	0	1	0.5	multi-copy
GF00005745	0	1	1	0.5	multi-copy
GF00005746	0	1	1	0.5	multi-copy
GF00005747	0	1	1	0.5	multi-copy
GF00005748	0	1	1	0.5	multi-copy
GF00005749	0	1	1	0.5	multi-copy
GF00005750	0	1	1	0.5	multi-copy
GF00005751	0	1	1	0.5	multi-copy
GF00005752	0	1	1	0.5	multi-copy
GF00005753	0	1	1	0.5	multi-copy
GF00005754	1	0	1	0.5	multi-copy
GF00005755	0	1	1	0.5	multi-copy
GF00005756	0	1	1	0.5	multi-copy
GF00005757	1	0	1	0.5	multi-copy
GF00005758	0	1	1	0.5	multi-copy
GF00005759	0	1	1	0.5	multi-copy
GF00005760	0	1	1	0.5	multi-copy
GF00005761	0	1	1	0.5	multi-copy
GF00005762	0	1	1	0.5	multi-copy
GF00005763	0	1	1	0.5	multi-copy
GF00005764	0	1	1	0.5	multi-copy
GF00005765	0	1	1	0.5	multi-copy
GF00005766	0	1	1	0.5	multi-copy
GF00005767	0	1	1	0.5	multi-copy
GF00005768	0	1	1	0.5	multi-copy
GF00005769	0	1	1	0.5	multi-copy
GF00005770	0	1	1	0.5	multi-copy
GF00005771	0	1	1	0.5	multi-copy
GF00005772	0	1	1	0.5	multi-copy
GF00005773	0	1	1	0.5	multi-copy
GF00005774	1	0	1	0.5	multi-copy
GF00005775	0	1	1	0.5	multi-copy
GF00005776	0	1	1	0.5	multi-copy
GF00005777	1	0	1	0.5	multi-copy
GF00005778	1	0	1	0.5	multi-copy
GF00005779	0	1	1	0.5	multi-copy
GF00005780	1	0	1	0.5	multi-copy
GF00005781	0	1	1	0.5	multi-copy
GF00005782	0	1	1	0.5	multi-copy
GF00005783	0	1	1	0.5	multi-copy
GF00005784	1	0	1	0.5	multi-copy
GF00005785	0	1	1	0.5	multi-copy
GF00005786	0	1	1	0.5	multi-copy
GF00005787	0	1	1	0.5	multi-copy
GF00005788	0	1	1	0.5	multi-copy
GF00005789	0	1	1	0.5	multi-copy
GF00005790	0	1	1	0.5	multi-copy
GF00005791	0	1	1	0.5	multi-copy
GF00005792	0	1	1	0.5	multi-copy
GF00005793	0	1	1	0.5	multi-copy
GF00005794	0	1	1	0.5	multi-copy
GF00005795	0	1	1	0.5	multi-copy
GF00005796	0	1	1	0.5	multi-copy
GF00005797	0	1	1	0.5	multi-copy
GF00005798	0	1	1	0.5	multi-copy
GF00005799	0	1	1	0.5	multi-copy
GF00005800	0	1	1	0.5	multi-copy
GF00005801	0	1	1	0.5	multi-copy
GF00005802	0	1	1	0.5	multi-copy
GF00005803	0	1	1	0.5	multi-copy
GF00005804	0	1	1	0.5	multi-copy
GF00005805	0	1	1	0.5	multi-copy
GF00005806	0	1	1	0.5	multi-copy
GF00005807	1	0	1	0.5	multi-copy
GF00005808	0	1	1	0.5	multi-copy
GF00005809	0	1	1	0.5	multi-copy
GF00005810	0	1	1	0.5	multi-copy
GF00005811	0	1	1	0.5	multi-copy
GF00005812	0	1	1	0.5	multi-copy
GF00005813	0	1	1	0.5	multi-copy
GF00005814	0	1	1	0.5	multi-copy
GF00005815	0	1	1	0.5	multi-copy
GF00005816	1	0	1	0.5	multi-copy
GF00005817	0	1	1	0.5	multi-copy
GF00005818	0	1	1	0.5	multi-copy
GF00005819	0	1	1	0.5	multi-copy
GF00005820	0	1	1	0.5	multi-copy
GF00005821	0	1	1	0.5	multi-copy
GF00005822	0	1	1	0.5	multi-copy
GF00005823	0	1	1	0.5	multi-copy
GF00005824	1	0	1	0.5	multi-copy
GF00005825	0	1	1	0.5	multi-copy
GF00005826	0	1	1	0.5	multi-copy
GF00005827	0	1	1	0.5	multi-copy
GF00005828	0	1	1	0.5	multi-copy
GF00005829	0	1	1	0.5	multi-copy
GF00005830	0	1	1	0.5	multi-copy
GF00005831	0	1	1	0.5	multi-copy
GF00005832	1	0	1	0.5	multi-copy
GF00005833	1	0	1	0.5	multi-copy
GF00005834	0	1	1	0.5	multi-copy
GF00005835	0	1	1	0.5	multi-copy
GF00005836	0	1	1	0.5	multi-copy
GF00005837	0	1	1	0.5	multi-copy
GF00005838	0	1	1	0.5	multi-copy
GF00005839	0	1	1	0.5	multi-copy
GF00005840	0	1	1	0.5	multi-copy
GF00005841	1	0	1	0.5	multi-copy
GF00005842	0	1	1	0.5	multi-copy
GF00005843	0	1	1	0.5	multi-copy
GF00005844	0	1	1	0.5	multi-copy
GF00005845	0	1	1	0.5	multi-copy
GF00005846	0	1	1	0.5	multi-copy
GF00005847	0	1	1	0.5	multi-copy
GF00005848	0	1	1	0.5	multi-copy
GF00005849	0	1	1	0.5	multi-copy
GF00005850	0	1	1	0.5	multi-copy
GF00005851	0	1	1	0.5	multi-copy
GF00005852	0	1	1	0.5	multi-copy
GF00005853	0	1	1	0.5	multi-copy
GF00005854	0	1	1	0.5	multi-copy
GF00005855	0	1	1	0.5	multi-copy
GF00005856	0	1	1	0.5	multi-copy
GF00005857	0	1	1	0.5	multi-copy
GF00005858	0	1	1	0.5	multi-copy
GF00005859	0	1	1	0.5	multi-copy
GF00005860	0	1	1	0.5	multi-copy
GF00005861	0	1	1	0.5	multi-copy
GF00005862	1	0	1	0.5	multi-copy
GF00005863	0	1	1	0.5	multi-copy
GF00005864	1	0	1	0.5	multi-copy
GF00005865	0	1	1	0.5	multi-copy
GF00005866	0	1	1	0.5	multi-copy
GF00005867	0	1	1	0.5	multi-copy
GF00005868	0	1	1	0.5	multi-copy
GF00005869	0	1	1	0.5	multi-copy
GF00005870	0	1	1	0.5	multi-copy
GF00005871	0	1	1	0.5	multi-copy
GF00005872	0	1	1	0.5	multi-copy
GF00005873	0	1	1	0.5	multi-copy
GF00005874	1	0	1	0.5	multi-copy
GF00005875	0	1	1	0.5	multi-copy
GF00005876	0	1	1	0.5	multi-copy
GF00005877	0	1	1	0.5	multi-copy
GF00005878	0	1	1	0.5	multi-copy
GF00005879	0	1	1	0.5	multi-copy
GF00005880	0	1	1	0.5	multi-copy
GF00005881	1	0	1	0.5	multi-copy
GF00005882	1	0	1	0.5	multi-copy
GF00005883	0	1	1	0.5	multi-copy
GF00005884	0	1	1	0.5	multi-copy
GF00005885	0	1	1	0.5	multi-copy
GF00005886	0	1	1	0.5	multi-copy
GF00005887	1	0	1	0.5	multi-copy
GF00005888	0	1	1	0.5	multi-copy
GF00005889	0	1	1	0.5	multi-copy
GF00005890	1	0	1	0.5	multi-copy
GF00005891	0	1	1	0.5	multi-copy
GF00005892	0	1	1	0.5	multi-copy
GF00005893	0	1	1	0.5	multi-copy
GF00005894	0	1	1	0.5	multi-copy
GF00005895	0	1	1	0.5	multi-copy
GF00005896	0	1	1	0.5	multi-copy
GF00005897	0	1	1	0.5	multi-copy
GF00005898	0	1	1	0.5	multi-copy
GF00005899	0	1	1	0.5	multi-copy
GF00005900	0	1	1	0.5	multi-copy
GF00005901	0	1	1	0.5	multi-copy
GF00005902	1	0	1	0.5	multi-copy
GF00005903	0	1	1	0.5	multi-copy
GF00005904	0	1	1	0.5	multi-copy
GF00005905	1	0	1	0.5	multi-copy
GF00005906	0	1	1	0.5	multi-copy
GF00005907	0	1	1	0.5	multi-copy
GF00005908	0	1	1	0.5	multi-copy
GF00005909	1	0	1	0.5	multi-copy
GF00005910	0	1	1	0.5	multi-copy
GF00005911	0	1	1	0.5	multi-copy
GF00005912	0	1	1	0.5	multi-copy
GF00005913	0	1	1	0.5	multi-copy
GF00005914	0	1	1	0.5	multi-copy
GF00005915	1	0	1	0.5	multi-copy
GF00005916	0	1	1	0.5	multi-copy
