	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00005063	TFCN22C4_013720-T1	DBVPG3775_004240-T1
GF00005064	TFCN22C4_013721-T1	DBVPG3775_004239-T1
GF00005065	TFCN22C4_013747-T1	DBVPG3775_002599-T1
GF00005066	TFCN22C4_013832-T1	DBVPG3775_007563-T1
GF00005067	TFCN22C4_013835-T1	DBVPG3775_007555-T1
GF00005068	TFCN22C4_013838-T1	DBVPG3775_007558-T1
GF00005069	TFCN22C4_013862-T1	DBVPG3775_001754-T1
GF00005070	TFCN22C4_005756-T1	DBVPG3775_002071-T1
GF00005071	TFCN22C4_003805-T1	DBVPG3775_000370-T1
GF00005072	TFCN22C4_000954-T1	DBVPG3775_000421-T1
GF00005073	TFCN22C4_001242-T1	DBVPG3775_001261-T1
GF00005074	TFCN22C4_001243-T1	DBVPG3775_001263-T1
GF00005075	TFCN22C4_001285-T1	DBVPG3775_001313-T1
GF00005076	TFCN22C4_001300-T1	DBVPG3775_001334-T1
GF00005077	TFCN22C4_000118-T1	DBVPG3775_005668-T1
GF00005078	TFCN22C4_006926-T1	DBVPG3775_001955-T1
GF00005079	TFCN22C4_006946-T1	DBVPG3775_001976-T1
GF00005080	TFCN22C4_005726-T1	DBVPG3775_002028-T1
GF00005081	TFCN22C4_005720-T1	DBVPG3775_002032-T1
GF00005082	TFCN22C4_005792-T1	DBVPG3775_002112-T1
GF00005083	TFCN22C4_009233-T1	DBVPG3775_002801-T1
GF00005084	TFCN22C4_009841-T1	DBVPG3775_003565-T1
GF00005085	TFCN22C4_006617-T1	DBVPG3775_003671-T1
GF00005086	TFCN22C4_006625-T1	DBVPG3775_003680-T1
GF00005087	TFCN22C4_001543-T1	DBVPG3775_004384-T1
GF00005088	TFCN22C4_001561-T1	DBVPG3775_004402-T1
GF00005089	TFCN22C4_001609-T1	DBVPG3775_004454-T1
GF00005090	TFCN22C4_001634-T1	DBVPG3775_004480-T1
GF00005091	TFCN22C4_011892-T1	DBVPG3775_004593-T1
GF00005092	TFCN22C4_008334-T1	DBVPG3775_004780-T1
GF00005093	TFCN22C4_000670-T1	DBVPG3775_005143-T1
GF00005094	TFCN22C4_001719-T1	DBVPG3775_005637-T1
GF00005095	TFCN22C4_001078-T1	DBVPG3775_005935-T1
GF00005096	TFCN22C4_003997-T1	DBVPG3775_007144-T1
GF00005097	TFCN22C4_001739-T1	DBVPG3775_007263-T1
GF00005098	TFCN22C4_001726-T1	DBVPG3775_007285-T1
GF00005099	TFCN22C4_008728-T1	DBVPG3775_007419-T1
GF00005100	TFCN22C4_008395-T1	DBVPG3775_007481-T1
GF00005101	TFCN22C4_005161-T1	DBVPG3775_007599-T1
GF00005102		DBVPG3775_000376-T1
GF00005103	TFCN22C4_000079-T1	DBVPG3775_005581-T1
GF00005104	TFCN22C4_000031-T1	
GF00005105	TFCN22C4_000273-T1	DBVPG3775_001491-T1
GF00005106	TFCN22C4_000276-T1	
GF00005107	TFCN22C4_000319-T1	DBVPG3775_001538-T1
GF00005108	TFCN22C4_000470-T1	
GF00005109	TFCN22C4_012617-T1	
GF00005110	TFCN22C4_007912-T1	DBVPG3775_005781-T1
GF00005111	TFCN22C4_013029-T1	DBVPG3775_001999-T1
GF00005112	TFCN22C4_001520-T1	DBVPG3775_004357-T1
GF00005113	TFCN22C4_001627-T1	DBVPG3775_004472-T1
GF00005114	TFCN22C4_001680-T1	DBVPG3775_005672-T1
GF00005115	TFCN22C4_001733-T1	DBVPG3775_007278-T1
GF00005116	TFCN22C4_002237-T1	
GF00005117	TFCN22C4_002246-T1	
GF00005118	TFCN22C4_007167-T1	DBVPG3775_006881-T1
GF00005119	TFCN22C4_005784-T1	DBVPG3775_002104-T1
GF00005120	TFCN22C4_002888-T1	
GF00005121	TFCN22C4_003718-T1	
GF00005122	TFCN22C4_010612-T1	
GF00005123	TFCN22C4_003967-T1	
GF00005124	TFCN22C4_004864-T1	DBVPG3775_002666-T1
GF00005125	TFCN22C4_010979-T1	
GF00005126	TFCN22C4_010359-T1	DBVPG3775_003942-T1
GF00005127	TFCN22C4_005888-T1	
GF00005128	TFCN22C4_012340-T1	DBVPG3775_003621-T1
GF00005129	TFCN22C4_006649-T1	DBVPG3775_006710-T1
GF00005130	TFCN22C4_006681-T1	DBVPG3775_001891-T1
GF00005131	TFCN22C4_010508-T1	DBVPG3775_007234-T1
GF00005132	TFCN22C4_008982-T1	
GF00005133	TFCN22C4_013510-T1	DBVPG3775_003652-T1
GF00005134	TFCN22C4_009860-T1	DBVPG3775_003586-T1
GF00005135	TFCN22C4_010082-T1	DBVPG3775_003416-T1
GF00005136	TFCN22C4_010213-T1	
GF00005137	TFCN22C4_010377-T1	
GF00005138	TFCN22C4_011998-T1	DBVPG3775_001605-T1
GF00005139	TFCN22C4_006908-T1	DBVPG3775_001935-T1
GF00005140	TFCN22C4_009264-T1	DBVPG3775_000010-T1
GF00005141	TFCN22C4_002737-T1	DBVPG3775_000062-T1
GF00005142	TFCN22C4_006437-T1	DBVPG3775_000096-T1
GF00005143	TFCN22C4_002847-T1	DBVPG3775_000173-T1
GF00005144	TFCN22C4_011374-T1	DBVPG3775_000256-T1
GF00005145	TFCN22C4_001251-T1	DBVPG3775_001272-T1
GF00005146	TFCN22C4_003804-T1	DBVPG3775_000369-T1
GF00005147	TFCN22C4_003807-T1	DBVPG3775_000371-T1
GF00005148	TFCN22C4_003811-T1	DBVPG3775_000377-T1
GF00005149	TFCN22C4_003830-T1	DBVPG3775_000397-T1
GF00005150	TFCN22C4_010027-T1	DBVPG3775_000420-T1
GF00005151	TFCN22C4_006040-T1	DBVPG3775_000479-T1
GF00005152	TFCN22C4_006039-T1	DBVPG3775_000480-T1
GF00005153	TFCN22C4_006038-T1	DBVPG3775_000481-T1
GF00005154	TFCN22C4_006037-T1	DBVPG3775_000482-T1
GF00005155	TFCN22C4_006030-T1	DBVPG3775_000488-T1
GF00005156	TFCN22C4_006026-T1	DBVPG3775_000493-T1
GF00005157	TFCN22C4_006025-T1	DBVPG3775_000494-T1
GF00005158	TFCN22C4_006024-T1	DBVPG3775_000496-T1
GF00005159	TFCN22C4_012536-T1	DBVPG3775_000522-T1
GF00005160	TFCN22C4_012549-T1	DBVPG3775_000560-T1
GF00005161	TFCN22C4_012550-T1	DBVPG3775_000561-T1
GF00005162	TFCN22C4_008764-T1	DBVPG3775_000603-T1
GF00005163	TFCN22C4_008766-T1	DBVPG3775_000604-T1
GF00005164	TFCN22C4_008804-T1	DBVPG3775_000639-T1
GF00005165	TFCN22C4_010707-T1	DBVPG3775_000683-T1
GF00005166	TFCN22C4_010676-T1	DBVPG3775_000711-T1
GF00005167	TFCN22C4_012944-T1	DBVPG3775_000740-T1
GF00005168	TFCN22C4_001508-T1	DBVPG3775_000770-T1
GF00005169	TFCN22C4_000580-T1	DBVPG3775_000809-T1
GF00005170	TFCN22C4_000570-T1	DBVPG3775_000819-T1
GF00005171	TFCN22C4_000529-T1	DBVPG3775_000857-T1
GF00005172	TFCN22C4_000500-T1	DBVPG3775_000886-T1
GF00005173	TFCN22C4_000481-T1	DBVPG3775_000905-T1
GF00005174	TFCN22C4_000369-T1	DBVPG3775_001016-T1
GF00005175	TFCN22C4_000368-T1	DBVPG3775_001017-T1
GF00005176	TFCN22C4_000366-T1	DBVPG3775_001019-T1
GF00005177	TFCN22C4_000364-T1	DBVPG3775_001021-T1
GF00005178	TFCN22C4_000363-T1	DBVPG3775_001022-T1
GF00005179	TFCN22C4_000362-T1	DBVPG3775_001023-T1
GF00005180	TFCN22C4_000361-T1	DBVPG3775_001024-T1
GF00005181	TFCN22C4_000359-T1	DBVPG3775_001026-T1
GF00005182	TFCN22C4_000357-T1	DBVPG3775_001028-T1
GF00005183	TFCN22C4_000356-T1	DBVPG3775_001029-T1
GF00005184	TFCN22C4_000355-T1	DBVPG3775_001030-T1
GF00005185	TFCN22C4_000354-T1	DBVPG3775_001031-T1
GF00005186	TFCN22C4_000353-T1	DBVPG3775_001032-T1
GF00005187	TFCN22C4_006788-T1	DBVPG3775_001034-T1
GF00005188	TFCN22C4_006789-T1	DBVPG3775_001035-T1
GF00005189	TFCN22C4_001949-T1	DBVPG3775_001043-T1
GF00005190	TFCN22C4_001918-T1	DBVPG3775_001073-T1
GF00005191	TFCN22C4_001907-T1	DBVPG3775_001084-T1
GF00005192	TFCN22C4_001895-T1	DBVPG3775_001096-T1
GF00005193	TFCN22C4_001848-T1	DBVPG3775_001141-T1
GF00005194	TFCN22C4_001813-T1	DBVPG3775_001177-T1
GF00005195	TFCN22C4_001810-T1	DBVPG3775_001180-T1
GF00005196	TFCN22C4_001801-T1	DBVPG3775_001189-T1
GF00005197	TFCN22C4_001232-T1	DBVPG3775_001250-T1
GF00005198	TFCN22C4_001234-T1	DBVPG3775_001252-T1
GF00005199	TFCN22C4_001235-T1	DBVPG3775_001253-T1
GF00005200	TFCN22C4_001236-T1	DBVPG3775_001254-T1
GF00005201	TFCN22C4_001239-T1	DBVPG3775_001257-T1
GF00005202	TFCN22C4_001240-T1	DBVPG3775_001258-T1
GF00005203	TFCN22C4_001241-T1	DBVPG3775_001259-T1
GF00005204	TFCN22C4_001245-T1	DBVPG3775_001265-T1
GF00005205	TFCN22C4_001247-T1	DBVPG3775_001267-T1
GF00005206	TFCN22C4_001248-T1	DBVPG3775_001268-T1
GF00005207	TFCN22C4_001249-T1	DBVPG3775_001269-T1
GF00005208	TFCN22C4_001250-T1	DBVPG3775_001271-T1
GF00005209	TFCN22C4_001252-T1	DBVPG3775_001273-T1
GF00005210	TFCN22C4_001253-T1	DBVPG3775_001274-T1
GF00005211	TFCN22C4_001254-T1	DBVPG3775_001276-T1
GF00005212	TFCN22C4_001256-T1	DBVPG3775_001278-T1
GF00005213	TFCN22C4_001258-T1	DBVPG3775_001281-T1
GF00005214	TFCN22C4_001259-T1	DBVPG3775_001282-T1
GF00005215	TFCN22C4_001261-T1	DBVPG3775_001284-T1
GF00005216	TFCN22C4_001263-T1	DBVPG3775_001289-T1
GF00005217	TFCN22C4_001264-T1	DBVPG3775_001290-T1
GF00005218	TFCN22C4_001265-T1	DBVPG3775_001291-T1
GF00005219	TFCN22C4_001266-T1	DBVPG3775_001292-T1
GF00005220	TFCN22C4_001267-T1	DBVPG3775_001293-T1
GF00005221	TFCN22C4_001268-T1	DBVPG3775_001294-T1
GF00005222	TFCN22C4_001269-T1	DBVPG3775_001295-T1
GF00005223	TFCN22C4_001273-T1	DBVPG3775_001298-T1
GF00005224	TFCN22C4_001274-T1	DBVPG3775_001299-T1
GF00005225	TFCN22C4_001275-T1	DBVPG3775_001300-T1
GF00005226	TFCN22C4_001276-T1	DBVPG3775_001302-T1
GF00005227	TFCN22C4_001277-T1	DBVPG3775_001303-T1
GF00005228	TFCN22C4_001278-T1	DBVPG3775_001304-T1
GF00005229	TFCN22C4_001280-T1	DBVPG3775_001307-T1
GF00005230	TFCN22C4_001281-T1	DBVPG3775_001308-T1
GF00005231	TFCN22C4_001282-T1	DBVPG3775_001309-T1
GF00005232	TFCN22C4_001286-T1	DBVPG3775_001317-T1
GF00005233	TFCN22C4_001287-T1	DBVPG3775_001318-T1
GF00005234	TFCN22C4_001290-T1	DBVPG3775_001323-T1
GF00005235	TFCN22C4_001291-T1	DBVPG3775_001324-T1
GF00005236	TFCN22C4_001292-T1	DBVPG3775_001325-T1
GF00005237	TFCN22C4_001293-T1	DBVPG3775_001326-T1
GF00005238	TFCN22C4_001294-T1	DBVPG3775_001327-T1
GF00005239	TFCN22C4_001296-T1	DBVPG3775_001330-T1
GF00005240	TFCN22C4_001297-T1	DBVPG3775_001331-T1
GF00005241	TFCN22C4_001298-T1	DBVPG3775_001332-T1
GF00005242	TFCN22C4_001299-T1	DBVPG3775_001333-T1
GF00005243	TFCN22C4_001302-T1	DBVPG3775_001335-T1
GF00005244	TFCN22C4_000124-T1	DBVPG3775_001345-T1
GF00005245	TFCN22C4_000125-T1	DBVPG3775_001346-T1
GF00005246	TFCN22C4_000172-T1	DBVPG3775_001391-T1
GF00005247	TFCN22C4_000230-T1	DBVPG3775_001450-T1
GF00005248	TFCN22C4_000256-T1	DBVPG3775_001477-T1
GF00005249	TFCN22C4_000274-T1	DBVPG3775_001492-T1
GF00005250	TFCN22C4_000275-T1	DBVPG3775_001493-T1
GF00005251	TFCN22C4_008644-T1	DBVPG3775_001494-T1
GF00005252	TFCN22C4_000338-T1	DBVPG3775_001558-T1
GF00005253	TFCN22C4_006973-T1	DBVPG3775_001614-T1
GF00005254	TFCN22C4_008833-T1	DBVPG3775_001714-T1
GF00005255	TFCN22C4_013867-T1	DBVPG3775_001755-T1
GF00005256	TFCN22C4_004799-T1	DBVPG3775_001757-T1
GF00005257	TFCN22C4_004790-T1	DBVPG3775_001766-T1
GF00005258	TFCN22C4_004695-T1	DBVPG3775_001860-T1
GF00005259	TFCN22C4_004674-T1	DBVPG3775_001881-T1
GF00005260	TFCN22C4_006679-T1	DBVPG3775_001889-T1
GF00005261	TFCN22C4_006680-T1	DBVPG3775_001890-T1
GF00005262	TFCN22C4_006682-T1	DBVPG3775_001892-T1
GF00005263	TFCN22C4_006684-T1	DBVPG3775_001894-T1
GF00005264	TFCN22C4_006685-T1	DBVPG3775_001895-T1
GF00005265	TFCN22C4_006687-T1	DBVPG3775_001897-T1
GF00005266	TFCN22C4_006688-T1	DBVPG3775_001898-T1
GF00005267	TFCN22C4_006689-T1	DBVPG3775_001899-T1
GF00005268	TFCN22C4_006690-T1	DBVPG3775_001900-T1
GF00005269	TFCN22C4_006691-T1	DBVPG3775_001901-T1
GF00005270	TFCN22C4_006695-T1	DBVPG3775_001906-T1
GF00005271	TFCN22C4_006881-T1	DBVPG3775_001908-T1
GF00005272	TFCN22C4_006882-T1	DBVPG3775_001909-T1
GF00005273	TFCN22C4_006883-T1	DBVPG3775_001910-T1
GF00005274	TFCN22C4_006884-T1	DBVPG3775_001911-T1
GF00005275	TFCN22C4_006885-T1	DBVPG3775_001912-T1
GF00005276	TFCN22C4_006886-T1	DBVPG3775_001913-T1
GF00005277	TFCN22C4_006887-T1	DBVPG3775_001914-T1
GF00005278	TFCN22C4_006888-T1	DBVPG3775_001915-T1
GF00005279	TFCN22C4_006889-T1	DBVPG3775_001916-T1
GF00005280	TFCN22C4_006890-T1	DBVPG3775_001917-T1
GF00005281	TFCN22C4_006892-T1	DBVPG3775_001919-T1
GF00005282	TFCN22C4_006893-T1	DBVPG3775_001920-T1
GF00005283	TFCN22C4_006894-T1	DBVPG3775_001921-T1
GF00005284	TFCN22C4_006895-T1	DBVPG3775_001922-T1
GF00005285	TFCN22C4_006896-T1	DBVPG3775_001923-T1
GF00005286	TFCN22C4_006897-T1	DBVPG3775_001924-T1
GF00005287	TFCN22C4_006898-T1	DBVPG3775_001925-T1
GF00005288	TFCN22C4_006899-T1	DBVPG3775_001926-T1
GF00005289	TFCN22C4_006900-T1	DBVPG3775_001927-T1
GF00005290	TFCN22C4_006901-T1	DBVPG3775_001928-T1
GF00005291	TFCN22C4_006902-T1	DBVPG3775_001929-T1
GF00005292	TFCN22C4_006903-T1	DBVPG3775_001930-T1
GF00005293	TFCN22C4_006904-T1	DBVPG3775_001931-T1
GF00005294	TFCN22C4_006905-T1	DBVPG3775_001932-T1
GF00005295	TFCN22C4_006906-T1	DBVPG3775_001933-T1
GF00005296	TFCN22C4_006910-T1	DBVPG3775_001937-T1
GF00005297	TFCN22C4_006911-T1	DBVPG3775_001938-T1
GF00005298	TFCN22C4_006913-T1	DBVPG3775_001940-T1
GF00005299	TFCN22C4_006914-T1	DBVPG3775_001941-T1
GF00005300	TFCN22C4_006915-T1	DBVPG3775_001942-T1
GF00005301	TFCN22C4_006916-T1	DBVPG3775_001944-T1
GF00005302	TFCN22C4_006918-T1	DBVPG3775_001946-T1
GF00005303	TFCN22C4_006919-T1	DBVPG3775_001947-T1
GF00005304	TFCN22C4_006920-T1	DBVPG3775_001948-T1
GF00005305	TFCN22C4_006922-T1	DBVPG3775_001950-T1
GF00005306	TFCN22C4_006923-T1	DBVPG3775_001951-T1
GF00005307	TFCN22C4_006924-T1	DBVPG3775_001952-T1
GF00005308	TFCN22C4_006925-T1	DBVPG3775_001953-T1
GF00005309	TFCN22C4_006927-T1	DBVPG3775_001956-T1
GF00005310	TFCN22C4_006929-T1	DBVPG3775_001958-T1
GF00005311	TFCN22C4_006930-T1	DBVPG3775_001959-T1
GF00005312	TFCN22C4_006931-T1	DBVPG3775_001960-T1
GF00005313	TFCN22C4_006936-T1	DBVPG3775_001965-T1
GF00005314	TFCN22C4_006938-T1	DBVPG3775_001967-T1
GF00005315	TFCN22C4_006941-T1	DBVPG3775_001971-T1
GF00005316	TFCN22C4_006944-T1	DBVPG3775_001974-T1
GF00005317	TFCN22C4_006945-T1	DBVPG3775_001975-T1
GF00005318	TFCN22C4_006950-T1	DBVPG3775_001977-T1
GF00005319	TFCN22C4_006951-T1	DBVPG3775_001978-T1
GF00005320	TFCN22C4_006952-T1	DBVPG3775_001979-T1
GF00005321	TFCN22C4_006954-T1	DBVPG3775_001981-T1
GF00005322	TFCN22C4_006956-T1	DBVPG3775_001984-T1
GF00005323	TFCN22C4_006957-T1	DBVPG3775_001985-T1
GF00005324	TFCN22C4_006959-T1	DBVPG3775_001987-T1
GF00005325	TFCN22C4_006960-T1	DBVPG3775_001988-T1
GF00005326	TFCN22C4_006962-T1	DBVPG3775_001990-T1
GF00005327	TFCN22C4_006965-T1	DBVPG3775_001992-T1
GF00005328	TFCN22C4_006967-T1	DBVPG3775_001994-T1
GF00005329	TFCN22C4_013027-T1	DBVPG3775_001996-T1
GF00005330	TFCN22C4_013028-T1	DBVPG3775_001997-T1
GF00005331	TFCN22C4_013031-T1	DBVPG3775_002001-T1
GF00005332	TFCN22C4_013035-T1	DBVPG3775_002005-T1
GF00005333	TFCN22C4_013040-T1	DBVPG3775_002011-T1
GF00005334	TFCN22C4_013041-T1	DBVPG3775_002012-T1
GF00005335	TFCN22C4_013042-T1	DBVPG3775_002013-T1
GF00005336	TFCN22C4_005702-T1	DBVPG3775_002014-T1
GF00005337	TFCN22C4_005703-T1	DBVPG3775_002015-T1
GF00005338	TFCN22C4_005707-T1	DBVPG3775_002019-T1
GF00005339	TFCN22C4_005709-T1	DBVPG3775_002021-T1
GF00005340	TFCN22C4_005710-T1	DBVPG3775_002022-T1
GF00005341	TFCN22C4_005714-T1	DBVPG3775_002025-T1
GF00005342	TFCN22C4_005715-T1	DBVPG3775_002026-T1
GF00005343	TFCN22C4_005716-T1	DBVPG3775_002027-T1
GF00005344	TFCN22C4_005717-T1	DBVPG3775_002029-T1
GF00005345	TFCN22C4_005718-T1	DBVPG3775_002030-T1
GF00005346	TFCN22C4_005722-T1	DBVPG3775_002033-T1
GF00005347	TFCN22C4_005723-T1	DBVPG3775_002034-T1
GF00005348	TFCN22C4_005728-T1	DBVPG3775_002040-T1
GF00005349	TFCN22C4_005729-T1	DBVPG3775_002041-T1
GF00005350	TFCN22C4_005735-T1	DBVPG3775_002047-T1
GF00005351	TFCN22C4_005736-T1	DBVPG3775_002048-T1
GF00005352	TFCN22C4_005738-T1	DBVPG3775_002050-T1
GF00005353	TFCN22C4_005739-T1	DBVPG3775_002051-T1
GF00005354	TFCN22C4_005740-T1	DBVPG3775_002052-T1
GF00005355	TFCN22C4_005741-T1	DBVPG3775_002053-T1
GF00005356	TFCN22C4_005743-T1	DBVPG3775_002055-T1
GF00005357	TFCN22C4_005745-T1	DBVPG3775_002057-T1
GF00005358	TFCN22C4_005746-T1	DBVPG3775_002058-T1
GF00005359	TFCN22C4_005747-T1	DBVPG3775_002059-T1
GF00005360	TFCN22C4_005748-T1	DBVPG3775_002062-T1
GF00005361	TFCN22C4_005751-T1	DBVPG3775_002065-T1
GF00005362	TFCN22C4_005752-T1	DBVPG3775_002066-T1
GF00005363	TFCN22C4_005754-T1	DBVPG3775_002068-T1
GF00005364	TFCN22C4_005755-T1	DBVPG3775_002069-T1
GF00005365	TFCN22C4_005757-T1	DBVPG3775_002072-T1
GF00005366	TFCN22C4_005758-T1	DBVPG3775_002075-T1
GF00005367	TFCN22C4_005760-T1	DBVPG3775_002079-T1
GF00005368	TFCN22C4_005761-T1	DBVPG3775_002080-T1
GF00005369	TFCN22C4_005762-T1	DBVPG3775_002081-T1
GF00005370	TFCN22C4_005763-T1	DBVPG3775_002082-T1
GF00005371	TFCN22C4_005765-T1	DBVPG3775_002084-T1
GF00005372	TFCN22C4_005767-T1	DBVPG3775_002086-T1
GF00005373	TFCN22C4_005768-T1	DBVPG3775_002087-T1
GF00005374	TFCN22C4_005769-T1	DBVPG3775_002088-T1
GF00005375	TFCN22C4_005770-T1	DBVPG3775_002089-T1
GF00005376	TFCN22C4_005772-T1	DBVPG3775_002091-T1
GF00005377	TFCN22C4_005773-T1	DBVPG3775_002092-T1
GF00005378	TFCN22C4_005774-T1	DBVPG3775_002093-T1
GF00005379	TFCN22C4_005775-T1	DBVPG3775_002094-T1
GF00005380	TFCN22C4_005776-T1	DBVPG3775_002095-T1
GF00005381	TFCN22C4_005777-T1	DBVPG3775_002096-T1
GF00005382	TFCN22C4_005778-T1	DBVPG3775_002097-T1
GF00005383	TFCN22C4_005779-T1	DBVPG3775_002098-T1
GF00005384	TFCN22C4_005780-T1	DBVPG3775_002099-T1
GF00005385	TFCN22C4_005783-T1	DBVPG3775_002103-T1
GF00005386	TFCN22C4_005785-T1	DBVPG3775_002105-T1
GF00005387	TFCN22C4_005786-T1	DBVPG3775_002106-T1
GF00005388	TFCN22C4_005787-T1	DBVPG3775_002107-T1
GF00005389	TFCN22C4_005788-T1	DBVPG3775_002108-T1
GF00005390	TFCN22C4_005789-T1	DBVPG3775_002109-T1
GF00005391	TFCN22C4_005793-T1	DBVPG3775_002114-T1
GF00005392	TFCN22C4_005794-T1	DBVPG3775_002115-T1
GF00005393	TFCN22C4_005795-T1	DBVPG3775_002116-T1
GF00005394	TFCN22C4_005796-T1	DBVPG3775_002117-T1
GF00005395	TFCN22C4_005798-T1	DBVPG3775_002119-T1
GF00005396	TFCN22C4_011687-T1	DBVPG3775_002123-T1
GF00005397	TFCN22C4_011709-T1	DBVPG3775_002146-T1
GF00005398	TFCN22C4_010791-T1	DBVPG3775_002188-T1
GF00005399	TFCN22C4_010790-T1	DBVPG3775_002189-T1
GF00005400	TFCN22C4_010788-T1	DBVPG3775_002192-T1
GF00005401	TFCN22C4_003430-T1	DBVPG3775_002208-T1
GF00005402	TFCN22C4_003434-T1	DBVPG3775_002211-T1
GF00005403	TFCN22C4_009945-T1	DBVPG3775_002286-T1
GF00005404	TFCN22C4_009108-T1	DBVPG3775_002306-T1
GF00005405	TFCN22C4_009081-T1	DBVPG3775_002332-T1
GF00005406	TFCN22C4_001459-T1	DBVPG3775_002384-T1
GF00005407	TFCN22C4_001432-T1	DBVPG3775_002411-T1
GF00005408	TFCN22C4_001415-T1	DBVPG3775_002428-T1
GF00005409	TFCN22C4_002041-T1	DBVPG3775_002430-T1
GF00005410	TFCN22C4_001333-T1	DBVPG3775_002509-T1
GF00005411	TFCN22C4_011740-T1	DBVPG3775_002571-T1
GF00005412	TFCN22C4_011758-T1	DBVPG3775_002590-T1
GF00005413	TFCN22C4_013745-T1	DBVPG3775_002597-T1
GF00005414	TFCN22C4_013232-T1	DBVPG3775_002722-T1
GF00005415	TFCN22C4_009175-T1	DBVPG3775_002724-T1
GF00005416	TFCN22C4_009167-T1	DBVPG3775_002732-T1
GF00005417	TFCN22C4_009155-T1	DBVPG3775_002744-T1
GF00005418	TFCN22C4_009141-T1	DBVPG3775_002757-T1
GF00005419	TFCN22C4_009122-T1	DBVPG3775_002775-T1
GF00005420	TFCN22C4_013206-T1	DBVPG3775_002789-T1
GF00005421	TFCN22C4_013205-T1	DBVPG3775_002790-T1
GF00005422	TFCN22C4_013201-T1	DBVPG3775_002794-T1
GF00005423	TFCN22C4_009226-T1	DBVPG3775_002809-T1
GF00005424	TFCN22C4_009182-T1	DBVPG3775_002852-T1
GF00005425	TFCN22C4_002915-T1	DBVPG3775_002889-T1
GF00005426	TFCN22C4_002959-T1	DBVPG3775_002932-T1
GF00005427	TFCN22C4_002626-T1	DBVPG3775_002968-T1
GF00005428	TFCN22C4_012740-T1	DBVPG3775_003062-T1
GF00005429	TFCN22C4_007626-T1	DBVPG3775_003136-T1
GF00005430	TFCN22C4_007625-T1	DBVPG3775_003137-T1
GF00005431	TFCN22C4_007608-T1	DBVPG3775_003154-T1
GF00005432	TFCN22C4_011551-T1	DBVPG3775_003276-T1
GF00005433	TFCN22C4_012642-T1	DBVPG3775_003314-T1
GF00005434	TFCN22C4_008926-T1	DBVPG3775_003373-T1
GF00005435	TFCN22C4_008929-T1	DBVPG3775_003376-T1
GF00005436	TFCN22C4_008930-T1	DBVPG3775_003377-T1
GF00005437	TFCN22C4_010063-T1	DBVPG3775_003434-T1
GF00005438	TFCN22C4_013575-T1	DBVPG3775_003446-T1
GF00005439	TFCN22C4_013574-T1	DBVPG3775_003447-T1
GF00005440	TFCN22C4_013573-T1	DBVPG3775_003448-T1
GF00005441	TFCN22C4_013572-T1	DBVPG3775_003449-T1
GF00005442	TFCN22C4_013571-T1	DBVPG3775_003450-T1
GF00005443	TFCN22C4_013568-T1	DBVPG3775_003453-T1
GF00005444	TFCN22C4_013567-T1	DBVPG3775_003456-T1
GF00005445	TFCN22C4_013566-T1	DBVPG3775_003457-T1
GF00005446	TFCN22C4_013564-T1	DBVPG3775_003459-T1
GF00005447	TFCN22C4_007819-T1	DBVPG3775_003465-T1
GF00005448	TFCN22C4_009833-T1	DBVPG3775_003557-T1
GF00005449	TFCN22C4_009834-T1	DBVPG3775_003558-T1
GF00005450	TFCN22C4_009836-T1	DBVPG3775_003560-T1
GF00005451	TFCN22C4_009837-T1	DBVPG3775_003561-T1
GF00005452	TFCN22C4_009838-T1	DBVPG3775_003563-T1
GF00005453	TFCN22C4_009839-T1	DBVPG3775_003564-T1
GF00005454	TFCN22C4_009842-T1	DBVPG3775_003566-T1
GF00005455	TFCN22C4_009843-T1	DBVPG3775_003567-T1
GF00005456	TFCN22C4_009846-T1	DBVPG3775_003570-T1
GF00005457	TFCN22C4_009847-T1	DBVPG3775_003571-T1
GF00005458	TFCN22C4_009848-T1	DBVPG3775_003572-T1
GF00005459	TFCN22C4_009849-T1	DBVPG3775_003573-T1
GF00005460	TFCN22C4_009850-T1	DBVPG3775_003574-T1
GF00005461	TFCN22C4_009851-T1	DBVPG3775_003575-T1
GF00005462	TFCN22C4_009853-T1	DBVPG3775_003579-T1
GF00005463	TFCN22C4_009854-T1	DBVPG3775_003580-T1
GF00005464	TFCN22C4_009855-T1	DBVPG3775_003581-T1
GF00005465	TFCN22C4_009859-T1	DBVPG3775_003585-T1
GF00005466	TFCN22C4_009861-T1	DBVPG3775_003587-T1
GF00005467	TFCN22C4_009862-T1	DBVPG3775_003588-T1
GF00005468	TFCN22C4_009863-T1	DBVPG3775_003589-T1
GF00005469	TFCN22C4_009864-T1	DBVPG3775_003590-T1
GF00005470	TFCN22C4_009865-T1	DBVPG3775_003591-T1
GF00005471	TFCN22C4_009866-T1	DBVPG3775_003592-T1
GF00005472	TFCN22C4_009867-T1	DBVPG3775_003593-T1
GF00005473	TFCN22C4_009868-T1	DBVPG3775_003594-T1
GF00005474	TFCN22C4_009869-T1	DBVPG3775_003595-T1
GF00005475	TFCN22C4_009871-T1	DBVPG3775_003598-T1
GF00005476	TFCN22C4_009875-T1	DBVPG3775_003603-T1
GF00005477	TFCN22C4_009876-T1	DBVPG3775_003604-T1
GF00005478	TFCN22C4_009877-T1	DBVPG3775_003605-T1
