	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00005113	TFCN17Y2781_013154-T1, TFCN17Y2781_013331-T1	DBVPG3775_006547-T1
GF00005114	TFCN17Y2781_013156-T1, TFCN17Y2781_013333-T1	DBVPG3775_006549-T1
GF00005115	TFCN17Y2781_013313-T1, TFCN17Y2781_013541-T1	DBVPG3775_004239-T1
GF00005116	TFCN17Y2781_013314-T1, TFCN17Y2781_013540-T1	DBVPG3775_004240-T1
GF00005117	TFCN17Y2781_013315-T1, TFCN17Y2781_013539-T1	DBVPG3775_004241-T1
GF00005118	TFCN17Y2781_013506-T1, TFCN17Y2781_013526-T1	DBVPG3775_003387-T1
GF00005119	TFCN17Y2781_013507-T1, TFCN17Y2781_013527-T1	DBVPG3775_003388-T1
GF00005120	TFCN17Y2781_013508-T1, TFCN17Y2781_013598-T1	DBVPG3775_003389-T1
GF00005121	TFCN17Y2781_013518-T1, TFCN17Y2781_013558-T1	DBVPG3775_007563-T1
GF00005122	TFCN17Y2781_013520-T1, TFCN17Y2781_013554-T1	DBVPG3775_007558-T1
GF00005123	TFCN17Y2781_013523-T1, TFCN17Y2781_013553-T1	DBVPG3775_007555-T1
GF00005124	TFCN17Y2781_003148-T1	DBVPG3775_000494-T1, DBVPG3775_000495-T1
GF00005125	TFCN17Y2781_003173-T1	DBVPG3775_000522-T1, DBVPG3775_000523-T1
GF00005126	TFCN17Y2781_012529-T1	DBVPG3775_001030-T1, DBVPG3775_001031-T1
GF00005127	TFCN17Y2781_013445-T1	DBVPG3775_002120-T1, DBVPG3775_007092-T1
GF00005128	TFCN17Y2781_003008-T1	DBVPG3775_002188-T1, DBVPG3775_002189-T1
GF00005129	TFCN17Y2781_010208-T1	DBVPG3775_002801-T1, DBVPG3775_002802-T1
GF00005130	TFCN17Y2781_003453-T1	DBVPG3775_003839-T1, DBVPG3775_003840-T1
GF00005131	TFCN17Y2781_011070-T1	DBVPG3775_004725-T1, DBVPG3775_005741-T1
GF00005132	TFCN17Y2781_007327-T1	DBVPG3775_005935-T1, DBVPG3775_005936-T1
GF00005133	TFCN17Y2781_011503-T1	DBVPG3775_006084-T1, DBVPG3775_007353-T1
GF00005134	TFCN17Y2781_012099-T1	DBVPG3775_007041-T1, DBVPG3775_007042-T1
GF00005135	TFCN17Y2781_000541-T1, TFCN17Y2781_006778-T1	
GF00005136	TFCN17Y2781_001945-T1, TFCN17Y2781_005656-T1	
GF00005137	TFCN17Y2781_010118-T1, TFCN17Y2781_009247-T1	
GF00005138	TFCN17Y2781_002139-T1, TFCN17Y2781_008566-T1	
GF00005139	TFCN17Y2781_009113-T1	DBVPG3775_004390-T1
GF00005140	TFCN17Y2781_002724-T1, TFCN17Y2781_009114-T1	
GF00005141	TFCN17Y2781_002782-T1, TFCN17Y2781_005387-T1	
GF00005142	TFCN17Y2781_002812-T1, TFCN17Y2781_005367-T1	
GF00005143	TFCN17Y2781_003123-T1	DBVPG3775_000466-T1
GF00005144	TFCN17Y2781_003367-T1, TFCN17Y2781_011666-T1	
GF00005145	TFCN17Y2781_003819-T1, TFCN17Y2781_010102-T1	
GF00005146	TFCN17Y2781_003829-T1, TFCN17Y2781_013548-T1	
GF00005147	TFCN17Y2781_003852-T1	DBVPG3775_002891-T1
GF00005148	TFCN17Y2781_005213-T1	DBVPG3775_001984-T1
GF00005149	TFCN17Y2781_006051-T1	DBVPG3775_004576-T1
GF00005150	TFCN17Y2781_013133-T1	DBVPG3775_003595-T1
GF00005151	TFCN17Y2781_005712-T1, TFCN17Y2781_011515-T1	
GF00005152	TFCN17Y2781_005837-T1, TFCN17Y2781_005839-T1	
GF00005153	TFCN17Y2781_006054-T1, TFCN17Y2781_006867-T1	
GF00005154	TFCN17Y2781_006547-T1, TFCN17Y2781_009010-T1	
GF00005155	TFCN17Y2781_007195-T1	DBVPG3775_006016-T1
GF00005156	TFCN17Y2781_008659-T1	DBVPG3775_006660-T1
GF00005157	TFCN17Y2781_009035-T1, TFCN17Y2781_009039-T1	
GF00005158	TFCN17Y2781_009358-T1, TFCN17Y2781_009359-T1	
GF00005159	TFCN17Y2781_011836-T1	DBVPG3775_006831-T1
GF00005160	TFCN17Y2781_012626-T1	DBVPG3775_006823-T1
GF00005161	TFCN17Y2781_012596-T1	DBVPG3775_002768-T1
GF00005162	TFCN17Y2781_012597-T1	DBVPG3775_002769-T1
GF00005163	TFCN17Y2781_011817-T1	DBVPG3775_002731-T1
GF00005164	TFCN17Y2781_013089-T1, TFCN17Y2781_013093-T1	
GF00005165	TFCN17Y2781_013149-T1, TFCN17Y2781_013571-T1	
GF00005166	TFCN17Y2781_013621-T1, TFCN17Y2781_013624-T1	
GF00005167	TFCN17Y2781_013633-T1, TFCN17Y2781_013649-T1	
GF00005168	TFCN17Y2781_013673-T1, TFCN17Y2781_013674-T1	
GF00005169	TFCN17Y2781_000359-T1	DBVPG3775_000010-T1
GF00005170	TFCN17Y2781_000362-T1	DBVPG3775_000013-T1
GF00005171	TFCN17Y2781_000481-T1	DBVPG3775_000148-T1
GF00005172	TFCN17Y2781_000498-T1	DBVPG3775_000166-T1
GF00005173	TFCN17Y2781_000504-T1	DBVPG3775_000173-T1
GF00005174	TFCN17Y2781_006771-T1	DBVPG3775_000206-T1
GF00005175	TFCN17Y2781_000538-T1	DBVPG3775_000211-T1
GF00005176	TFCN17Y2781_002329-T1	DBVPG3775_000273-T1
GF00005177	TFCN17Y2781_013145-T1	DBVPG3775_000369-T1
GF00005178	TFCN17Y2781_002428-T1	DBVPG3775_000397-T1
GF00005179	TFCN17Y2781_010714-T1	DBVPG3775_000403-T1
GF00005180	TFCN17Y2781_006675-T1	DBVPG3775_000420-T1
GF00005181	TFCN17Y2781_003135-T1	DBVPG3775_000479-T1
GF00005182	TFCN17Y2781_003136-T1	DBVPG3775_000481-T1
GF00005183	TFCN17Y2781_003137-T1	DBVPG3775_000482-T1
GF00005184	TFCN17Y2781_003146-T1	DBVPG3775_000492-T1
GF00005185	TFCN17Y2781_003147-T1	DBVPG3775_000493-T1
GF00005186	TFCN17Y2781_003149-T1	DBVPG3775_000496-T1
GF00005187	TFCN17Y2781_003158-T1	DBVPG3775_000506-T1
GF00005188	TFCN17Y2781_003166-T1	DBVPG3775_000515-T1
GF00005189	TFCN17Y2781_003167-T1	DBVPG3775_000516-T1
GF00005190	TFCN17Y2781_003168-T1	DBVPG3775_000517-T1
GF00005191	TFCN17Y2781_003169-T1	DBVPG3775_000518-T1
GF00005192	TFCN17Y2781_003170-T1	DBVPG3775_000519-T1
GF00005193	TFCN17Y2781_003171-T1	DBVPG3775_000520-T1
GF00005194	TFCN17Y2781_003172-T1	DBVPG3775_000521-T1
GF00005195	TFCN17Y2781_003174-T1	DBVPG3775_000524-T1
GF00005196	TFCN17Y2781_003175-T1	DBVPG3775_000525-T1
GF00005197	TFCN17Y2781_003176-T1	DBVPG3775_000526-T1
GF00005198	TFCN17Y2781_003178-T1	DBVPG3775_000529-T1
GF00005199	TFCN17Y2781_003179-T1	DBVPG3775_000530-T1
GF00005200	TFCN17Y2781_003180-T1	DBVPG3775_000531-T1
GF00005201	TFCN17Y2781_003181-T1	DBVPG3775_000532-T1
GF00005202	TFCN17Y2781_003182-T1	DBVPG3775_000533-T1
GF00005203	TFCN17Y2781_003183-T1	DBVPG3775_000534-T1
GF00005204	TFCN17Y2781_003185-T1	DBVPG3775_000537-T1
GF00005205	TFCN17Y2781_003186-T1	DBVPG3775_000538-T1
GF00005206	TFCN17Y2781_003187-T1	DBVPG3775_000539-T1
GF00005207	TFCN17Y2781_003188-T1	DBVPG3775_000541-T1
GF00005208	TFCN17Y2781_003189-T1	DBVPG3775_000542-T1
GF00005209	TFCN17Y2781_003191-T1	DBVPG3775_000544-T1
GF00005210	TFCN17Y2781_003192-T1	DBVPG3775_000545-T1
GF00005211	TFCN17Y2781_003194-T1	DBVPG3775_000547-T1
GF00005212	TFCN17Y2781_003195-T1	DBVPG3775_000548-T1
GF00005213	TFCN17Y2781_003196-T1	DBVPG3775_000549-T1
GF00005214	TFCN17Y2781_013622-T1	DBVPG3775_000551-T1
GF00005215	TFCN17Y2781_012090-T1	DBVPG3775_000560-T1
GF00005216	TFCN17Y2781_007477-T1	DBVPG3775_000561-T1
GF00005217	TFCN17Y2781_010482-T1	DBVPG3775_000718-T1
GF00005218	TFCN17Y2781_002904-T1	DBVPG3775_000819-T1
GF00005219	TFCN17Y2781_002840-T1	DBVPG3775_000886-T1
GF00005220	TFCN17Y2781_012543-T1	DBVPG3775_001016-T1
GF00005221	TFCN17Y2781_012542-T1	DBVPG3775_001017-T1
GF00005222	TFCN17Y2781_012540-T1	DBVPG3775_001019-T1
GF00005223	TFCN17Y2781_012538-T1	DBVPG3775_001021-T1
GF00005224	TFCN17Y2781_012537-T1	DBVPG3775_001022-T1
GF00005225	TFCN17Y2781_012536-T1	DBVPG3775_001023-T1
GF00005226	TFCN17Y2781_012535-T1	DBVPG3775_001024-T1
GF00005227	TFCN17Y2781_012533-T1	DBVPG3775_001026-T1
GF00005228	TFCN17Y2781_012531-T1	DBVPG3775_001028-T1
GF00005229	TFCN17Y2781_012530-T1	DBVPG3775_001029-T1
GF00005230	TFCN17Y2781_012528-T1	DBVPG3775_001032-T1
GF00005231	TFCN17Y2781_012527-T1	DBVPG3775_001033-T1
GF00005232	TFCN17Y2781_003577-T1	DBVPG3775_001043-T1
GF00005233	TFCN17Y2781_001345-T1	DBVPG3775_001094-T1
GF00005234	TFCN17Y2781_001300-T1	DBVPG3775_001141-T1
GF00005235	TFCN17Y2781_001265-T1	DBVPG3775_001177-T1
GF00005236	TFCN17Y2781_003310-T1	DBVPG3775_001202-T1
GF00005237	TFCN17Y2781_003303-T1	DBVPG3775_001209-T1
GF00005238	TFCN17Y2781_003276-T1	DBVPG3775_001237-T1
GF00005239	TFCN17Y2781_003990-T1	DBVPG3775_001345-T1
GF00005240	TFCN17Y2781_003989-T1	DBVPG3775_001346-T1
GF00005241	TFCN17Y2781_012552-T1	DBVPG3775_001391-T1
GF00005242	TFCN17Y2781_006346-T1	DBVPG3775_001450-T1
GF00005243	TFCN17Y2781_006322-T1	DBVPG3775_001477-T1
GF00005244	TFCN17Y2781_006321-T1	DBVPG3775_001478-T1
GF00005245	TFCN17Y2781_006308-T1	DBVPG3775_001492-T1
GF00005246	TFCN17Y2781_006307-T1	DBVPG3775_001493-T1
GF00005247	TFCN17Y2781_008986-T1	DBVPG3775_001558-T1
GF00005248	TFCN17Y2781_009893-T1	DBVPG3775_001605-T1
GF00005249	TFCN17Y2781_008400-T1	DBVPG3775_001614-T1
GF00005250	TFCN17Y2781_004809-T1	DBVPG3775_001714-T1
GF00005251	TFCN17Y2781_004619-T1	DBVPG3775_001881-T1
GF00005252	TFCN17Y2781_002073-T1	DBVPG3775_001909-T1
GF00005253	TFCN17Y2781_005214-T1	DBVPG3775_001983-T1
GF00005254	TFCN17Y2781_013020-T1	DBVPG3775_002061-T1
GF00005255	TFCN17Y2781_009193-T1	DBVPG3775_002070-T1
GF00005256	TFCN17Y2781_003048-T1	DBVPG3775_002146-T1
GF00005257	TFCN17Y2781_002230-T1	DBVPG3775_002208-T1
GF00005258	TFCN17Y2781_002203-T1	DBVPG3775_002234-T1
GF00005259	TFCN17Y2781_002923-T1	DBVPG3775_002286-T1
GF00005260	TFCN17Y2781_002911-T1	DBVPG3775_002298-T1
GF00005261	TFCN17Y2781_007286-T1	DBVPG3775_002385-T1
GF00005262	TFCN17Y2781_007287-T1	DBVPG3775_002386-T1
GF00005263	TFCN17Y2781_004122-T1	DBVPG3775_002393-T1
GF00005264	TFCN17Y2781_001484-T1	DBVPG3775_002411-T1
GF00005265	TFCN17Y2781_001469-T1	DBVPG3775_002430-T1
GF00005266	TFCN17Y2781_001400-T1	DBVPG3775_002509-T1
GF00005267	TFCN17Y2781_011285-T1	DBVPG3775_002562-T1
GF00005268	TFCN17Y2781_010521-T1	DBVPG3775_002571-T1
GF00005269	TFCN17Y2781_011821-T1	DBVPG3775_002727-T1
GF00005270	TFCN17Y2781_011762-T1	DBVPG3775_002744-T1
GF00005271	TFCN17Y2781_009707-T1	DBVPG3775_002767-T1
GF00005272	TFCN17Y2781_013215-T1	DBVPG3775_002790-T1
GF00005273	TFCN17Y2781_012051-T1	DBVPG3775_002877-T1
GF00005274	TFCN17Y2781_012049-T1	DBVPG3775_002879-T1
GF00005275	TFCN17Y2781_007053-T1	DBVPG3775_002990-T1
GF00005276	TFCN17Y2781_000104-T1	DBVPG3775_003062-T1
GF00005277	TFCN17Y2781_000172-T1	DBVPG3775_003137-T1
GF00005278	TFCN17Y2781_000190-T1	DBVPG3775_003154-T1
GF00005279	TFCN17Y2781_013336-T1	DBVPG3775_003276-T1
GF00005280	TFCN17Y2781_011489-T1	DBVPG3775_003372-T1
GF00005281	TFCN17Y2781_007781-T1	DBVPG3775_003377-T1
GF00005282	TFCN17Y2781_013594-T1	DBVPG3775_003446-T1
GF00005283	TFCN17Y2781_013593-T1	DBVPG3775_003447-T1
GF00005284	TFCN17Y2781_002446-T1	DBVPG3775_003448-T1
GF00005285	TFCN17Y2781_002448-T1	DBVPG3775_003449-T1
GF00005286	TFCN17Y2781_002449-T1	DBVPG3775_003450-T1
GF00005287	TFCN17Y2781_002452-T1	DBVPG3775_003455-T1
GF00005288	TFCN17Y2781_002453-T1	DBVPG3775_003457-T1
GF00005289	TFCN17Y2781_005566-T1	DBVPG3775_003541-T1
GF00005290	TFCN17Y2781_005567-T1	DBVPG3775_003543-T1
GF00005291	TFCN17Y2781_005569-T1	DBVPG3775_003545-T1
GF00005292	TFCN17Y2781_005570-T1	DBVPG3775_003546-T1
GF00005293	TFCN17Y2781_005571-T1	DBVPG3775_003547-T1
GF00005294	TFCN17Y2781_005572-T1	DBVPG3775_003548-T1
GF00005295	TFCN17Y2781_005573-T1	DBVPG3775_003549-T1
GF00005296	TFCN17Y2781_005574-T1	DBVPG3775_003550-T1
GF00005297	TFCN17Y2781_005575-T1	DBVPG3775_003551-T1
GF00005298	TFCN17Y2781_005576-T1	DBVPG3775_003552-T1
GF00005299	TFCN17Y2781_005577-T1	DBVPG3775_003553-T1
GF00005300	TFCN17Y2781_005578-T1	DBVPG3775_003554-T1
GF00005301	TFCN17Y2781_005579-T1	DBVPG3775_003555-T1
GF00005302	TFCN17Y2781_005580-T1	DBVPG3775_003556-T1
GF00005303	TFCN17Y2781_011315-T1	DBVPG3775_003690-T1
GF00005304	TFCN17Y2781_011316-T1	DBVPG3775_003691-T1
GF00005305	TFCN17Y2781_001886-T1	DBVPG3775_003699-T1
GF00005306	TFCN17Y2781_001857-T1	DBVPG3775_003727-T1
GF00005307	TFCN17Y2781_006595-T1	DBVPG3775_003773-T1
GF00005308	TFCN17Y2781_006593-T1	DBVPG3775_003775-T1
GF00005309	TFCN17Y2781_001807-T1	DBVPG3775_003780-T1
GF00005310	TFCN17Y2781_003481-T1	DBVPG3775_004144-T1
GF00005311	TFCN17Y2781_001694-T1	DBVPG3775_004186-T1
GF00005312	TFCN17Y2781_003530-T1	DBVPG3775_004197-T1
GF00005313	TFCN17Y2781_013312-T1	DBVPG3775_004238-T1
GF00005314	TFCN17Y2781_011225-T1	DBVPG3775_004261-T1
GF00005315	TFCN17Y2781_011226-T1	DBVPG3775_004262-T1
GF00005316	TFCN17Y2781_008185-T1	DBVPG3775_004310-T1
GF00005317	TFCN17Y2781_008211-T1	DBVPG3775_004336-T1
GF00005318	TFCN17Y2781_002677-T1	DBVPG3775_004438-T1
GF00005319	TFCN17Y2781_005457-T1	DBVPG3775_004444-T1
GF00005320	TFCN17Y2781_006004-T1	DBVPG3775_004524-T1
GF00005321	TFCN17Y2781_012965-T1	DBVPG3775_004593-T1
GF00005322	TFCN17Y2781_005045-T1	DBVPG3775_004625-T1
GF00005323	TFCN17Y2781_013550-T1	DBVPG3775_004628-T1
GF00005324	TFCN17Y2781_013551-T1	DBVPG3775_004629-T1
GF00005325	TFCN17Y2781_007947-T1	DBVPG3775_004648-T1
GF00005326	TFCN17Y2781_007932-T1	DBVPG3775_004664-T1
GF00005327	TFCN17Y2781_008156-T1	DBVPG3775_004718-T1
GF00005328	TFCN17Y2781_011069-T1	DBVPG3775_004726-T1
GF00005329	TFCN17Y2781_008113-T1	DBVPG3775_004767-T1
GF00005330	TFCN17Y2781_007551-T1	DBVPG3775_004785-T1
GF00005331	TFCN17Y2781_010576-T1	DBVPG3775_004894-T1
GF00005332	TFCN17Y2781_010659-T1	DBVPG3775_004934-T1
GF00005333	TFCN17Y2781_005702-T1	DBVPG3775_004966-T1
GF00005334	TFCN17Y2781_005700-T1	DBVPG3775_004970-T1
GF00005335	TFCN17Y2781_001956-T1	DBVPG3775_004979-T1
GF00005336	TFCN17Y2781_005684-T1	DBVPG3775_004986-T1
GF00005337	TFCN17Y2781_000003-T1	DBVPG3775_005141-T1
GF00005338	TFCN17Y2781_006466-T1	DBVPG3775_005178-T1
GF00005339	TFCN17Y2781_003667-T1	DBVPG3775_005201-T1
GF00005340	TFCN17Y2781_008774-T1	DBVPG3775_005352-T1
GF00005341	TFCN17Y2781_008773-T1	DBVPG3775_005353-T1
GF00005342	TFCN17Y2781_011276-T1	DBVPG3775_005361-T1
GF00005343	TFCN17Y2781_011260-T1	DBVPG3775_005377-T1
GF00005344	TFCN17Y2781_001056-T1	DBVPG3775_005454-T1
GF00005345	TFCN17Y2781_000956-T1	DBVPG3775_005494-T1
GF00005346	TFCN17Y2781_011596-T1	DBVPG3775_005518-T1
GF00005347	TFCN17Y2781_011587-T1	DBVPG3775_005528-T1
GF00005348	TFCN17Y2781_011572-T1	DBVPG3775_005543-T1
GF00005349	TFCN17Y2781_003999-T1	DBVPG3775_005549-T1
GF00005350	TFCN17Y2781_006284-T1	DBVPG3775_005646-T1
GF00005351	TFCN17Y2781_002608-T1	DBVPG3775_005689-T1
GF00005352	TFCN17Y2781_002553-T1	DBVPG3775_005848-T1
GF00005353	TFCN17Y2781_007383-T1	DBVPG3775_005878-T1
GF00005354	TFCN17Y2781_007326-T1	DBVPG3775_005937-T1
GF00005355	TFCN17Y2781_013650-T1	DBVPG3775_005950-T1
GF00005356	TFCN17Y2781_010345-T1	DBVPG3775_006098-T1
GF00005357	TFCN17Y2781_010042-T1	DBVPG3775_006114-T1
GF00005358	TFCN17Y2781_010055-T1	DBVPG3775_006130-T1
GF00005359	TFCN17Y2781_010059-T1	DBVPG3775_006134-T1
GF00005360	TFCN17Y2781_010060-T1	DBVPG3775_006135-T1
GF00005361	TFCN17Y2781_006158-T1	DBVPG3775_006188-T1
GF00005362	TFCN17Y2781_005119-T1	DBVPG3775_006287-T1
GF00005363	TFCN17Y2781_005096-T1	DBVPG3775_006312-T1
GF00005364	TFCN17Y2781_005095-T1	DBVPG3775_006313-T1
GF00005365	TFCN17Y2781_005094-T1	DBVPG3775_006314-T1
GF00005366	TFCN17Y2781_001976-T1	DBVPG3775_006338-T1
GF00005367		DBVPG3775_006347-T1, DBVPG3775_006349-T1
GF00005368	TFCN17Y2781_008634-T1	DBVPG3775_006685-T1
GF00005369	TFCN17Y2781_009750-T1	DBVPG3775_006877-T1
GF00005370	TFCN17Y2781_013516-T1	DBVPG3775_006902-T1
GF00005371	TFCN17Y2781_004272-T1	DBVPG3775_006918-T1
GF00005372	TFCN17Y2781_003610-T1	DBVPG3775_007129-T1
GF00005373	TFCN17Y2781_010009-T1	DBVPG3775_007134-T1
GF00005374	TFCN17Y2781_010000-T1	DBVPG3775_007144-T1
GF00005375	TFCN17Y2781_006225-T1	DBVPG3775_007166-T1
GF00005376	TFCN17Y2781_012230-T1	DBVPG3775_007173-T1
GF00005377	TFCN17Y2781_012743-T1	DBVPG3775_007302-T1
GF00005378	TFCN17Y2781_010691-T1	DBVPG3775_007394-T1
GF00005379	TFCN17Y2781_005258-T1	DBVPG3775_007420-T1
GF00005380	TFCN17Y2781_013489-T1	DBVPG3775_007527-T1
GF00005381	TFCN17Y2781_013591-T1	DBVPG3775_007528-T1
GF00005382	TFCN17Y2781_013579-T1	DBVPG3775_007529-T1
GF00005383	TFCN17Y2781_013521-T1	DBVPG3775_007557-T1
GF00005384	TFCN17Y2781_013586-T1	DBVPG3775_007560-T1
GF00005385	TFCN17Y2781_005127-T1	DBVPG3775_007572-T1
GF00005386		DBVPG3775_000909-T1, DBVPG3775_000932-T1
GF00005387		DBVPG3775_006119-T1
GF00005388		DBVPG3775_001310-T1
GF00005389		DBVPG3775_001520-T1
GF00005390		DBVPG3775_001315-T1
GF00005391		DBVPG3775_005826-T1
GF00005392	TFCN17Y2781_013669-T1	
GF00005393		DBVPG3775_002932-T1
GF00005394	TFCN17Y2781_005699-T1	
GF00005395		DBVPG3775_003456-T1
GF00005396	TFCN17Y2781_006251-T1	
GF00005397		DBVPG3775_000536-T1
GF00005398		DBVPG3775_006781-T1
GF00005399		DBVPG3775_002597-T1
GF00005400	TFCN17Y2781_003034-T1	
GF00005401		DBVPG3775_006757-T1
GF00005402		DBVPG3775_000037-T1
GF00005403	TFCN17Y2781_012469-T1	
GF00005404		DBVPG3775_006774-T1
GF00005405	TFCN17Y2781_013317-T1	
GF00005406	TFCN17Y2781_003381-T1	
GF00005407		DBVPG3775_004559-T1
GF00005408		DBVPG3775_005725-T1
GF00005409	TFCN17Y2781_001103-T1	
GF00005410		DBVPG3775_000056-T1
GF00005411	TFCN17Y2781_000705-T1	
GF00005412	TFCN17Y2781_009033-T1	
GF00005413		DBVPG3775_004786-T1
GF00005414	TFCN17Y2781_008565-T1	
GF00005415		DBVPG3775_007314-T1
GF00005416		DBVPG3775_005456-T1
GF00005417	TFCN17Y2781_008822-T1	
GF00005418	TFCN17Y2781_000351-T1	
GF00005419		DBVPG3775_003454-T1
GF00005420	TFCN17Y2781_013617-T1	
GF00005421		DBVPG3775_000604-T1
GF00005422		DBVPG3775_001328-T1
GF00005423		DBVPG3775_002047-T1
GF00005424		DBVPG3775_002102-T1
GF00005425	TFCN17Y2781_005978-T1	
GF00005426		DBVPG3775_006848-T1
GF00005427		DBVPG3775_000639-T1
GF00005428	TFCN17Y2781_007923-T1	
GF00005429		DBVPG3775_001919-T1
GF00005430		DBVPG3775_003038-T1
GF00005431		DBVPG3775_000377-T1
GF00005432		DBVPG3775_000096-T1
GF00005433		DBVPG3775_001785-T1
GF00005434	TFCN17Y2781_013672-T1	
GF00005435		DBVPG3775_006746-T1
GF00005436	TFCN17Y2781_005838-T1	
GF00005437	TFCN17Y2781_007864-T1	
GF00005438	TFCN17Y2781_006256-T1	
GF00005439	TFCN17Y2781_013208-T1	
GF00005440		DBVPG3775_006200-T1
GF00005441		DBVPG3775_005445-T1
GF00005442	TFCN17Y2781_013341-T1	
GF00005443		DBVPG3775_005616-T1
GF00005444	TFCN17Y2781_006123-T1	
GF00005445		DBVPG3775_001888-T1
GF00005446		DBVPG3775_002048-T1
GF00005447		DBVPG3775_006833-T1
GF00005448		DBVPG3775_004073-T1
GF00005449		DBVPG3775_001923-T1
GF00005450		DBVPG3775_005293-T1
GF00005451	TFCN17Y2781_011550-T1	
GF00005452	TFCN17Y2781_013599-T1	
GF00005453		DBVPG3775_006307-T1
GF00005454		DBVPG3775_006079-T1
GF00005455	TFCN17Y2781_001716-T1	
GF00005456		DBVPG3775_007324-T1
GF00005457		DBVPG3775_001525-T1
GF00005458	TFCN17Y2781_009772-T1	
GF00005459	TFCN17Y2781_008616-T1	
GF00005460		DBVPG3775_006540-T1
GF00005461		DBVPG3775_007050-T1
GF00005462	TFCN17Y2781_012480-T1	
GF00005463		DBVPG3775_002826-T1
GF00005464		DBVPG3775_002331-T1
GF00005465	TFCN17Y2781_013349-T1	
GF00005466	TFCN17Y2781_010528-T1	
GF00005467	TFCN17Y2781_008568-T1	
GF00005468		DBVPG3775_004902-T1
GF00005469	TFCN17Y2781_001281-T1	
GF00005470	TFCN17Y2781_002244-T1	
GF00005471		DBVPG3775_001913-T1
GF00005472		DBVPG3775_006063-T1
GF00005473		DBVPG3775_001912-T1
GF00005474		DBVPG3775_007463-T1
GF00005475		DBVPG3775_004557-T1
GF00005476	TFCN17Y2781_008242-T1	
GF00005477		DBVPG3775_000371-T1
GF00005478		DBVPG3775_000503-T1
GF00005479	TFCN17Y2781_013660-T1	
GF00005480		DBVPG3775_005764-T1
GF00005481	TFCN17Y2781_010278-T1	
GF00005482	TFCN17Y2781_011815-T1	
GF00005483		DBVPG3775_007587-T1
GF00005484	TFCN17Y2781_013377-T1	
GF00005485	TFCN17Y2781_011343-T1	
GF00005486		DBVPG3775_006201-T1
GF00005487		DBVPG3775_004969-T1
GF00005488	TFCN17Y2781_006306-T1	
GF00005489		DBVPG3775_007403-T1
GF00005490		DBVPG3775_006034-T1
GF00005491		DBVPG3775_002050-T1
GF00005492		DBVPG3775_004352-T1
GF00005493		DBVPG3775_007192-T1
GF00005494		DBVPG3775_001905-T1
GF00005495	TFCN17Y2781_006110-T1	
GF00005496		DBVPG3775_000301-T1
GF00005497	TFCN17Y2781_010277-T1	
GF00005498	TFCN17Y2781_003828-T1	
GF00005499		DBVPG3775_003314-T1
GF00005500		DBVPG3775_006136-T1
GF00005501		DBVPG3775_002732-T1
GF00005502	TFCN17Y2781_013611-T1	
GF00005503		DBVPG3775_001243-T1
GF00005504	TFCN17Y2781_010143-T1	
GF00005505		DBVPG3775_004494-T1
GF00005506	TFCN17Y2781_006052-T1	
GF00005507	TFCN17Y2781_012489-T1	
GF00005508	TFCN17Y2781_007708-T1	
GF00005509		DBVPG3775_001161-T1
GF00005510		DBVPG3775_003373-T1
GF00005511		DBVPG3775_007576-T1
GF00005512	TFCN17Y2781_005645-T1	
GF00005513		DBVPG3775_001860-T1
GF00005514		DBVPG3775_006750-T1
GF00005515		DBVPG3775_002192-T1
GF00005516	TFCN17Y2781_006965-T1	
GF00005517		DBVPG3775_000292-T1
GF00005518		DBVPG3775_000057-T1
GF00005519		DBVPG3775_000473-T1
GF00005520	TFCN17Y2781_008366-T1	
GF00005521		DBVPG3775_001285-T1
GF00005522		DBVPG3775_007348-T1
GF00005523	TFCN17Y2781_013618-T1	
GF00005524	TFCN17Y2781_001054-T1	
GF00005525		DBVPG3775_001150-T1
GF00005526	TFCN17Y2781_013632-T1	
GF00005527		DBVPG3775_004854-T1
GF00005528	TFCN17Y2781_005722-T1	
GF00005529	TFCN17Y2781_007237-T1	
GF00005530		DBVPG3775_001540-T1
GF00005531	TFCN17Y2781_001944-T1	
GF00005532		DBVPG3775_001753-T1
GF00005533	TFCN17Y2781_002739-T1	
GF00005534	TFCN17Y2781_013429-T1	
GF00005535		DBVPG3775_000290-T1
GF00005536	TFCN17Y2781_009753-T1	
GF00005537	TFCN17Y2781_002575-T1	
GF00005538		DBVPG3775_002590-T1
GF00005539		DBVPG3775_001943-T1
GF00005540	TFCN17Y2781_005982-T1	
GF00005541		DBVPG3775_003119-T1
GF00005542		DBVPG3775_006189-T1
GF00005543	TFCN17Y2781_009505-T1	
GF00005544		DBVPG3775_006790-T1
GF00005545		DBVPG3775_000295-T1
GF00005546		DBVPG3775_004541-T1
GF00005547		DBVPG3775_007177-T1
GF00005548	TFCN17Y2781_006523-T1	
GF00005549		DBVPG3775_004981-T1
GF00005550		DBVPG3775_001096-T1
GF00005551		DBVPG3775_001922-T1
GF00005552	TFCN17Y2781_003519-T1	
GF00005553	TFCN17Y2781_013678-T1	
GF00005554	TFCN17Y2781_008910-T1	
GF00005555		DBVPG3775_000055-T1
GF00005556	TFCN17Y2781_006252-T1	
GF00005557		DBVPG3775_006526-T1
GF00005558		DBVPG3775_002060-T1
GF00005559		DBVPG3775_006780-T1
