	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00005507	CHIFNET13H1268_013553-T1	DBVPG3775_006771-T1
GF00005508	CHIFNET13H1268_013789-T1	DBVPG3775_006772-T1
GF00005509	CHIFNET13H1268_013555-T1	DBVPG3775_006775-T1
GF00005510	CHIFNET13H1268_013786-T1	DBVPG3775_006776-T1
GF00005511	CHIFNET13H1268_013654-T1	DBVPG3775_001886-T1
GF00005512	CHIFNET13H1268_013561-T1	DBVPG3775_001885-T1
GF00005513	CHIFNET13H1268_013562-T1	DBVPG3775_001884-T1
GF00005514	CHIFNET13H1268_013563-T1	DBVPG3775_001883-T1
GF00005515	CHIFNET13H1268_013564-T1	DBVPG3775_001882-T1
GF00005516	CHIFNET13H1268_013565-T1	DBVPG3775_001881-T1
GF00005517	CHIFNET13H1268_013567-T1	DBVPG3775_001879-T1
GF00005518	CHIFNET13H1268_013646-T1	DBVPG3775_001878-T1
GF00005519	CHIFNET13H1268_013569-T1	DBVPG3775_001877-T1
GF00005520	CHIFNET13H1268_013570-T1	DBVPG3775_001876-T1
GF00005521	CHIFNET13H1268_013571-T1	DBVPG3775_001875-T1
GF00005522	CHIFNET13H1268_013572-T1	DBVPG3775_001874-T1
GF00005523	CHIFNET13H1268_013736-T1	DBVPG3775_001330-T1
GF00005524	CHIFNET13H1268_013738-T1	DBVPG3775_001327-T1
GF00005525	CHIFNET13H1268_013741-T1	DBVPG3775_001325-T1
GF00005526	CHIFNET13H1268_013773-T1	DBVPG3775_001324-T1
GF00005527	CHIFNET13H1268_013743-T1	DBVPG3775_001323-T1
GF00005528	CHIFNET13H1268_013777-T1	DBVPG3775_001318-T1
GF00005529	CHIFNET13H1268_013778-T1	DBVPG3775_001317-T1
GF00005530	CHIFNET13H1268_013749-T1	DBVPG3775_001316-T1
GF00005531	CHIFNET13H1268_013812-T1	DBVPG3775_004805-T1
GF00005532	CHIFNET13H1268_013813-T1	DBVPG3775_004806-T1
GF00005533	CHIFNET13H1268_013965-T1	DBVPG3775_004807-T1
GF00005534	CHIFNET13H1268_013818-T1	DBVPG3775_004811-T1
GF00005535	CHIFNET13H1268_013960-T1	DBVPG3775_004812-T1
GF00005536	CHIFNET13H1268_013956-T1	DBVPG3775_004814-T1
GF00005537	CHIFNET13H1268_013823-T1	DBVPG3775_004815-T1
GF00005538	CHIFNET13H1268_013824-T1	DBVPG3775_004816-T1
GF00005539	CHIFNET13H1268_013825-T1	DBVPG3775_004817-T1
GF00005540	CHIFNET13H1268_013829-T1	DBVPG3775_006549-T1
GF00005541	CHIFNET13H1268_013831-T1	DBVPG3775_006547-T1
GF00005542	CHIFNET13H1268_013833-T1	DBVPG3775_006543-T1
GF00005543	CHIFNET13H1268_013834-T1	DBVPG3775_006542-T1
GF00005544	CHIFNET13H1268_013880-T1	DBVPG3775_007464-T1
GF00005545	CHIFNET13H1268_013881-T1	DBVPG3775_007465-T1
GF00005546	CHIFNET13H1268_013882-T1	DBVPG3775_007466-T1
GF00005547	CHIFNET13H1268_013883-T1	DBVPG3775_007467-T1
GF00005548	CHIFNET13H1268_013884-T1	DBVPG3775_007468-T1
GF00005549	CHIFNET13H1268_014015-T1	DBVPG3775_007469-T1
GF00005550	CHIFNET13H1268_013887-T1	DBVPG3775_007471-T1
GF00005551	CHIFNET13H1268_014018-T1	DBVPG3775_007472-T1
GF00005552	CHIFNET13H1268_014020-T1	DBVPG3775_007474-T1
GF00005553	CHIFNET13H1268_013891-T1	DBVPG3775_007475-T1
GF00005554	CHIFNET13H1268_014022-T1	DBVPG3775_007476-T1
GF00005555	CHIFNET13H1268_014023-T1	DBVPG3775_007477-T1
GF00005556	CHIFNET13H1268_014087-T1	DBVPG3775_007493-T1
GF00005557	CHIFNET13H1268_014088-T1	DBVPG3775_007494-T1
GF00005558	CHIFNET13H1268_014089-T1	DBVPG3775_007495-T1
GF00005559	CHIFNET13H1268_014090-T1	DBVPG3775_007496-T1
GF00005560	CHIFNET13H1268_014091-T1	DBVPG3775_007497-T1
GF00005561	CHIFNET13H1268_014093-T1	DBVPG3775_007499-T1
GF00005562	CHIFNET13H1268_014274-T1	DBVPG3775_007502-T1
GF00005563	CHIFNET13H1268_014097-T1	DBVPG3775_007503-T1
GF00005564	CHIFNET13H1268_014272-T1	DBVPG3775_007504-T1
GF00005565	CHIFNET13H1268_014653-T1	DBVPG3775_000940-T1
GF00005566	CHIFNET13H1268_014129-T1	DBVPG3775_000941-T1
GF00005567	CHIFNET13H1268_014130-T1	DBVPG3775_000942-T1
GF00005568	CHIFNET13H1268_014131-T1	DBVPG3775_000943-T1
GF00005569	CHIFNET13H1268_014132-T1	DBVPG3775_000944-T1
GF00005570	CHIFNET13H1268_014648-T1	DBVPG3775_000945-T1
GF00005571	CHIFNET13H1268_014785-T1	DBVPG3775_000947-T1
GF00005572	CHIFNET13H1268_014786-T1	DBVPG3775_000948-T1
GF00005573	CHIFNET13H1268_014313-T1	DBVPG3775_001026-T1
GF00005574	CHIFNET13H1268_014587-T1	DBVPG3775_001029-T1
GF00005575	CHIFNET13H1268_014317-T1	DBVPG3775_001030-T1
GF00005576	CHIFNET13H1268_014589-T1	DBVPG3775_001031-T1
GF00005577	CHIFNET13H1268_014319-T1	DBVPG3775_001032-T1
GF00005578	CHIFNET13H1268_014321-T1	DBVPG3775_001034-T1
GF00005579	CHIFNET13H1268_014322-T1	DBVPG3775_001035-T1
GF00005580	CHIFNET13H1268_014498-T1	DBVPG3775_004828-T1
GF00005581	CHIFNET13H1268_014421-T1	DBVPG3775_004827-T1
GF00005582	CHIFNET13H1268_014422-T1	DBVPG3775_004826-T1
GF00005583	CHIFNET13H1268_014423-T1	DBVPG3775_004824-T1
GF00005584	CHIFNET13H1268_014424-T1	DBVPG3775_004823-T1
GF00005585	CHIFNET13H1268_014426-T1	DBVPG3775_004821-T1
GF00005586	CHIFNET13H1268_014427-T1	DBVPG3775_004820-T1
GF00005587	CHIFNET13H1268_014714-T1	DBVPG3775_006022-T1
GF00005588	CHIFNET13H1268_014712-T1	DBVPG3775_006020-T1
GF00005589	CHIFNET13H1268_014549-T1	DBVPG3775_006019-T1
GF00005590	CHIFNET13H1268_014584-T1	DBVPG3775_006084-T1
GF00005591	CHIFNET13H1268_014759-T1	DBVPG3775_003796-T1
GF00005592	CHIFNET13H1268_014716-T1	DBVPG3775_003797-T1
GF00005593	CHIFNET13H1268_014757-T1	DBVPG3775_003798-T1
GF00005594	CHIFNET13H1268_014756-T1	DBVPG3775_003799-T1
GF00005595	CHIFNET13H1268_014753-T1	DBVPG3775_003803-T1
GF00005596	CHIFNET13H1268_014723-T1	DBVPG3775_003804-T1
GF00005597	CHIFNET13H1268_014816-T1	DBVPG3775_005801-T1
GF00005598	CHIFNET13H1268_014795-T1	DBVPG3775_005800-T1
GF00005599	CHIFNET13H1268_014812-T1	DBVPG3775_005797-T1
GF00005600	CHIFNET13H1268_014847-T1	DBVPG3775_001335-T1
GF00005601	CHIFNET13H1268_014848-T1	DBVPG3775_001334-T1
GF00005602	CHIFNET13H1268_014849-T1	DBVPG3775_001333-T1
GF00005603	CHIFNET13H1268_014850-T1	DBVPG3775_001332-T1
GF00005604	CHIFNET13H1268_014871-T1	DBVPG3775_001960-T1
GF00005605	CHIFNET13H1268_014867-T1	DBVPG3775_001959-T1
GF00005606	CHIFNET13H1268_014855-T1	DBVPG3775_000604-T1
GF00005607	CHIFNET13H1268_010623-T1	DBVPG3775_001063-T1
GF00005608	CHIFNET13H1268_014860-T1	DBVPG3775_002120-T1
GF00005609	CHIFNET13H1268_002362-T1	DBVPG3775_002201-T1
GF00005610	CHIFNET13H1268_000470-T1	DBVPG3775_002801-T1
GF00005611	CHIFNET13H1268_013428-T1	DBVPG3775_003570-T1
GF00005612	CHIFNET13H1268_006509-T1	DBVPG3775_004780-T1
GF00005613	CHIFNET13H1268_013867-T1	DBVPG3775_005935-T1
GF00005614	CHIFNET13H1268_010610-T1	DBVPG3775_007042-T1
GF00005615	CHIFNET13H1268_013708-T1	DBVPG3775_001491-T1
GF00005616	CHIFNET13H1268_000409-T1	
GF00005617	CHIFNET13H1268_003824-T1	
GF00005618	CHIFNET13H1268_001422-T1	
GF00005619	CHIFNET13H1268_012469-T1	
GF00005620	CHIFNET13H1268_012197-T1	DBVPG3775_007234-T1
GF00005621	CHIFNET13H1268_014970-T1	
GF00005622	CHIFNET13H1268_002276-T1	DBVPG3775_002386-T1
GF00005623	CHIFNET13H1268_002750-T1	
GF00005624	CHIFNET13H1268_006355-T1	DBVPG3775_006881-T1
GF00005625	CHIFNET13H1268_003034-T1	
GF00005626	CHIFNET13H1268_012255-T1	DBVPG3775_004712-T1
GF00005627	CHIFNET13H1268_005165-T1	
GF00005628	CHIFNET13H1268_010077-T1	DBVPG3775_003510-T1
GF00005629	CHIFNET13H1268_013429-T1	DBVPG3775_003569-T1
GF00005630	CHIFNET13H1268_005959-T1	DBVPG3775_001605-T1
GF00005631	CHIFNET13H1268_005987-T1	DBVPG3775_001577-T1
GF00005632	CHIFNET13H1268_012412-T1	DBVPG3775_002744-T1
GF00005633	CHIFNET13H1268_007170-T1	DBVPG3775_004667-T1
GF00005634	CHIFNET13H1268_007200-T1	
GF00005635	CHIFNET13H1268_007276-T1	DBVPG3775_007276-T1
GF00005636	CHIFNET13H1268_008006-T1	
GF00005637	CHIFNET13H1268_008218-T1	
GF00005638	CHIFNET13H1268_008221-T1	DBVPG3775_005030-T1
GF00005639	CHIFNET13H1268_012142-T1	
GF00005640	CHIFNET13H1268_010970-T1	DBVPG3775_002852-T1
GF00005641	CHIFNET13H1268_014545-T1	
GF00005642	CHIFNET13H1268_011894-T1	DBVPG3775_001666-T1
GF00005643	CHIFNET13H1268_012798-T1	
GF00005644	CHIFNET13H1268_013417-T1	DBVPG3775_001237-T1
GF00005645	CHIFNET13H1268_014390-T1	
GF00005646	CHIFNET13H1268_015052-T1	
GF00005647	CHIFNET13H1268_003069-T1	DBVPG3775_000010-T1
GF00005648	CHIFNET13H1268_000869-T1	DBVPG3775_000062-T1
GF00005649	CHIFNET13H1268_000835-T1	DBVPG3775_000097-T1
GF00005650	CHIFNET13H1268_003780-T1	DBVPG3775_000256-T1
GF00005651	CHIFNET13H1268_013503-T1	DBVPG3775_000276-T1
GF00005652	CHIFNET13H1268_005155-T1	DBVPG3775_000369-T1
GF00005653	CHIFNET13H1268_005148-T1	DBVPG3775_000377-T1
GF00005654	CHIFNET13H1268_005147-T1	DBVPG3775_000378-T1
GF00005655	CHIFNET13H1268_005129-T1	DBVPG3775_000397-T1
GF00005656	CHIFNET13H1268_009888-T1	DBVPG3775_000473-T1
GF00005657	CHIFNET13H1268_011606-T1	DBVPG3775_000479-T1
GF00005658	CHIFNET13H1268_011605-T1	DBVPG3775_000480-T1
GF00005659	CHIFNET13H1268_011604-T1	DBVPG3775_000481-T1
GF00005660	CHIFNET13H1268_011603-T1	DBVPG3775_000482-T1
GF00005661	CHIFNET13H1268_011594-T1	DBVPG3775_000492-T1
GF00005662	CHIFNET13H1268_011593-T1	DBVPG3775_000493-T1
GF00005663	CHIFNET13H1268_011592-T1	DBVPG3775_000494-T1
GF00005664	CHIFNET13H1268_011591-T1	DBVPG3775_000495-T1
GF00005665	CHIFNET13H1268_011590-T1	DBVPG3775_000496-T1
GF00005666	CHIFNET13H1268_009759-T1	DBVPG3775_000522-T1
GF00005667	CHIFNET13H1268_009773-T1	DBVPG3775_000536-T1
GF00005668	CHIFNET13H1268_012895-T1	DBVPG3775_000561-T1
GF00005669	CHIFNET13H1268_012907-T1	DBVPG3775_000573-T1
GF00005670	CHIFNET13H1268_014854-T1	DBVPG3775_000603-T1
GF00005671	CHIFNET13H1268_005067-T1	DBVPG3775_000639-T1
GF00005672	CHIFNET13H1268_011134-T1	DBVPG3775_000740-T1
GF00005673	CHIFNET13H1268_003439-T1	DBVPG3775_000767-T1
GF00005674	CHIFNET13H1268_010023-T1	DBVPG3775_000770-T1
GF00005675	CHIFNET13H1268_002719-T1	DBVPG3775_000886-T1
GF00005676	CHIFNET13H1268_014320-T1	DBVPG3775_001033-T1
GF00005677	CHIFNET13H1268_001041-T1	DBVPG3775_001073-T1
GF00005678	CHIFNET13H1268_001018-T1	DBVPG3775_001094-T1
GF00005679	CHIFNET13H1268_008077-T1	DBVPG3775_001161-T1
GF00005680	CHIFNET13H1268_008086-T1	DBVPG3775_001170-T1
GF00005681	CHIFNET13H1268_013750-T1	DBVPG3775_001315-T1
GF00005682	CHIFNET13H1268_004175-T1	DBVPG3775_001428-T1
GF00005683	CHIFNET13H1268_000038-T1	DBVPG3775_001430-T1
GF00005684	CHIFNET13H1268_000083-T1	DBVPG3775_001477-T1
GF00005685	CHIFNET13H1268_013707-T1	DBVPG3775_001492-T1
GF00005686	CHIFNET13H1268_013705-T1	DBVPG3775_001493-T1
GF00005687	CHIFNET13H1268_007837-T1	DBVPG3775_001494-T1
GF00005688	CHIFNET13H1268_007838-T1	DBVPG3775_001495-T1
GF00005689	CHIFNET13H1268_005991-T1	DBVPG3775_001572-T1
GF00005690	CHIFNET13H1268_005950-T1	DBVPG3775_001614-T1
GF00005691	CHIFNET13H1268_007439-T1	DBVPG3775_001716-T1
GF00005692	CHIFNET13H1268_013222-T1	DBVPG3775_001785-T1
GF00005693	CHIFNET13H1268_009131-T1	DBVPG3775_001831-T1
GF00005694	CHIFNET13H1268_013558-T1	DBVPG3775_001888-T1
GF00005695	CHIFNET13H1268_005813-T1	DBVPG3775_001905-T1
GF00005696	CHIFNET13H1268_006906-T1	DBVPG3775_001937-T1
GF00005697	CHIFNET13H1268_006905-T1	DBVPG3775_001938-T1
GF00005698	CHIFNET13H1268_006903-T1	DBVPG3775_001940-T1
GF00005699	CHIFNET13H1268_006902-T1	DBVPG3775_001941-T1
GF00005700	CHIFNET13H1268_006901-T1	DBVPG3775_001942-T1
GF00005701	CHIFNET13H1268_009338-T1	DBVPG3775_002060-T1
GF00005702	CHIFNET13H1268_009214-T1	DBVPG3775_002073-T1
GF00005703	CHIFNET13H1268_009177-T1	DBVPG3775_002110-T1
GF00005704	CHIFNET13H1268_002308-T1	DBVPG3775_002146-T1
GF00005705	CHIFNET13H1268_002354-T1	DBVPG3775_002193-T1
GF00005706	CHIFNET13H1268_002355-T1	DBVPG3775_002194-T1
GF00005707	CHIFNET13H1268_003351-T1	DBVPG3775_002208-T1
GF00005708	CHIFNET13H1268_003347-T1	DBVPG3775_002211-T1
GF00005709	CHIFNET13H1268_002393-T1	DBVPG3775_002234-T1
GF00005710	CHIFNET13H1268_002445-T1	DBVPG3775_002286-T1
GF00005711	CHIFNET13H1268_002278-T1	DBVPG3775_002384-T1
GF00005712	CHIFNET13H1268_002277-T1	DBVPG3775_002385-T1
GF00005713	CHIFNET13H1268_002259-T1	DBVPG3775_002403-T1
GF00005714	CHIFNET13H1268_002232-T1	DBVPG3775_002428-T1
GF00005715	CHIFNET13H1268_002228-T1	DBVPG3775_002432-T1
GF00005716	CHIFNET13H1268_002150-T1	DBVPG3775_002509-T1
GF00005717	CHIFNET13H1268_011887-T1	DBVPG3775_002540-T1
GF00005718	CHIFNET13H1268_001136-T1	DBVPG3775_002597-T1
GF00005719	CHIFNET13H1268_014288-T1	DBVPG3775_002642-T1
GF00005720	CHIFNET13H1268_001238-T1	DBVPG3775_002697-T1
GF00005721	CHIFNET13H1268_013246-T1	DBVPG3775_002724-T1
GF00005722	CHIFNET13H1268_006089-T1	DBVPG3775_002732-T1
GF00005723	CHIFNET13H1268_000458-T1	DBVPG3775_002789-T1
GF00005724	CHIFNET13H1268_000459-T1	DBVPG3775_002790-T1
GF00005725	CHIFNET13H1268_000463-T1	DBVPG3775_002794-T1
GF00005726	CHIFNET13H1268_000486-T1	DBVPG3775_002826-T1
GF00005727	CHIFNET13H1268_004838-T1	DBVPG3775_002889-T1
GF00005728	CHIFNET13H1268_004879-T1	DBVPG3775_002932-T1
GF00005729	CHIFNET13H1268_004914-T1	DBVPG3775_002966-T1
GF00005730	CHIFNET13H1268_004916-T1	DBVPG3775_002968-T1
GF00005731	CHIFNET13H1268_001674-T1	DBVPG3775_003136-T1
GF00005732	CHIFNET13H1268_013067-T1	DBVPG3775_003254-T1
GF00005733	CHIFNET13H1268_014395-T1	DBVPG3775_003276-T1
GF00005734	CHIFNET13H1268_005306-T1	DBVPG3775_003285-T1
GF00005735	CHIFNET13H1268_005275-T1	DBVPG3775_003314-T1
GF00005736	CHIFNET13H1268_001510-T1	DBVPG3775_003372-T1
GF00005737	CHIFNET13H1268_013465-T1	DBVPG3775_003420-T1
GF00005738	CHIFNET13H1268_007228-T1	DBVPG3775_003446-T1
GF00005739	CHIFNET13H1268_007229-T1	DBVPG3775_003447-T1
GF00005740	CHIFNET13H1268_007230-T1	DBVPG3775_003448-T1
GF00005741	CHIFNET13H1268_007231-T1	DBVPG3775_003449-T1
GF00005742	CHIFNET13H1268_007232-T1	DBVPG3775_003450-T1
GF00005743	CHIFNET13H1268_007235-T1	DBVPG3775_003453-T1
GF00005744	CHIFNET13H1268_007236-T1	DBVPG3775_003454-T1
GF00005745	CHIFNET13H1268_007237-T1	DBVPG3775_003455-T1
GF00005746	CHIFNET13H1268_007238-T1	DBVPG3775_003456-T1
GF00005747	CHIFNET13H1268_007239-T1	DBVPG3775_003457-T1
GF00005748	CHIFNET13H1268_007241-T1	DBVPG3775_003459-T1
GF00005749	CHIFNET13H1268_007246-T1	DBVPG3775_003465-T1
GF00005750	CHIFNET13H1268_005463-T1	DBVPG3775_003484-T1
GF00005751	CHIFNET13H1268_013438-T1	DBVPG3775_003560-T1
GF00005752	CHIFNET13H1268_013437-T1	DBVPG3775_003561-T1
GF00005753	CHIFNET13H1268_013436-T1	DBVPG3775_003562-T1
GF00005754	CHIFNET13H1268_013435-T1	DBVPG3775_003563-T1
GF00005755	CHIFNET13H1268_013434-T1	DBVPG3775_003564-T1
GF00005756	CHIFNET13H1268_013433-T1	DBVPG3775_003565-T1
GF00005757	CHIFNET13H1268_013432-T1	DBVPG3775_003566-T1
GF00005758	CHIFNET13H1268_013431-T1	DBVPG3775_003567-T1
GF00005759	CHIFNET13H1268_013427-T1	DBVPG3775_003572-T1
GF00005760	CHIFNET13H1268_013426-T1	DBVPG3775_003573-T1
GF00005761	CHIFNET13H1268_013684-T1	DBVPG3775_003577-T1
GF00005762	CHIFNET13H1268_013682-T1	DBVPG3775_003578-T1
GF00005763	CHIFNET13H1268_003580-T1	DBVPG3775_003609-T1
GF00005764	CHIFNET13H1268_003597-T1	DBVPG3775_003627-T1
GF00005765	CHIFNET13H1268_006805-T1	DBVPG3775_003689-T1
GF00005766	CHIFNET13H1268_014912-T1	DBVPG3775_003691-T1
GF00005767	CHIFNET13H1268_004513-T1	DBVPG3775_003699-T1
GF00005768	CHIFNET13H1268_004573-T1	DBVPG3775_003759-T1
GF00005769	CHIFNET13H1268_012166-T1	DBVPG3775_003773-T1
GF00005770	CHIFNET13H1268_003253-T1	DBVPG3775_003836-T1
GF00005771	CHIFNET13H1268_009972-T1	DBVPG3775_003838-T1
GF00005772	CHIFNET13H1268_009944-T1	DBVPG3775_003867-T1
GF00005773	CHIFNET13H1268_010859-T1	DBVPG3775_003940-T1
GF00005774	CHIFNET13H1268_005576-T1	DBVPG3775_004038-T1
GF00005775	CHIFNET13H1268_005540-T1	DBVPG3775_004073-T1
GF00005776	CHIFNET13H1268_007566-T1	DBVPG3775_004186-T1
GF00005777	CHIFNET13H1268_008736-T1	DBVPG3775_004236-T1
GF00005778	CHIFNET13H1268_008737-T1	DBVPG3775_004237-T1
GF00005779	CHIFNET13H1268_011403-T1	DBVPG3775_004243-T1
GF00005780	CHIFNET13H1268_011384-T1	DBVPG3775_004261-T1
GF00005781	CHIFNET13H1268_011383-T1	DBVPG3775_004262-T1
GF00005782	CHIFNET13H1268_011085-T1	DBVPG3775_004343-T1
GF00005783	CHIFNET13H1268_002777-T1	DBVPG3775_004351-T1
GF00005784	CHIFNET13H1268_007985-T1	DBVPG3775_004370-T1
GF00005785	CHIFNET13H1268_004642-T1	DBVPG3775_004466-T1
GF00005786	CHIFNET13H1268_001912-T1	DBVPG3775_004495-T1
GF00005787	CHIFNET13H1268_001977-T1	DBVPG3775_004557-T1
GF00005788	CHIFNET13H1268_006044-T1	DBVPG3775_004628-T1
GF00005789	CHIFNET13H1268_006043-T1	DBVPG3775_004629-T1
GF00005790	CHIFNET13H1268_006008-T1	DBVPG3775_004664-T1
GF00005791	CHIFNET13H1268_007168-T1	DBVPG3775_004669-T1
GF00005792	CHIFNET13H1268_007163-T1	DBVPG3775_004674-T1
GF00005793	CHIFNET13H1268_006565-T1	DBVPG3775_004709-T1
GF00005794	CHIFNET13H1268_012253-T1	DBVPG3775_004710-T1
GF00005795	CHIFNET13H1268_012256-T1	DBVPG3775_004713-T1
GF00005796	CHIFNET13H1268_012257-T1	DBVPG3775_004714-T1
GF00005797	CHIFNET13H1268_012258-T1	DBVPG3775_004715-T1
GF00005798	CHIFNET13H1268_012259-T1	DBVPG3775_004716-T1
GF00005799	CHIFNET13H1268_014161-T1	DBVPG3775_004779-T1
GF00005800	CHIFNET13H1268_014157-T1	DBVPG3775_004785-T1
GF00005801	CHIFNET13H1268_002898-T1	DBVPG3775_004854-T1
GF00005802	CHIFNET13H1268_002894-T1	DBVPG3775_004858-T1
GF00005803	CHIFNET13H1268_002816-T1	DBVPG3775_004934-T1
GF00005804	CHIFNET13H1268_009310-T1	DBVPG3775_004964-T1
GF00005805	CHIFNET13H1268_009304-T1	DBVPG3775_004970-T1
GF00005806	CHIFNET13H1268_009303-T1	DBVPG3775_004971-T1
GF00005807	CHIFNET13H1268_009302-T1	DBVPG3775_004972-T1
GF00005808	CHIFNET13H1268_009301-T1	DBVPG3775_004973-T1
GF00005809	CHIFNET13H1268_009293-T1	DBVPG3775_004981-T1
GF00005810	CHIFNET13H1268_008177-T1	DBVPG3775_004987-T1
GF00005811	CHIFNET13H1268_008192-T1	DBVPG3775_005002-T1
GF00005812	CHIFNET13H1268_008219-T1	DBVPG3775_005028-T1
GF00005813	CHIFNET13H1268_002570-T1	DBVPG3775_005201-T1
GF00005814	CHIFNET13H1268_000653-T1	DBVPG3775_005300-T1
GF00005815	CHIFNET13H1268_005919-T1	DBVPG3775_005445-T1
GF00005816	CHIFNET13H1268_006973-T1	DBVPG3775_005454-T1
GF00005817	CHIFNET13H1268_008338-T1	DBVPG3775_005494-T1
GF00005818	CHIFNET13H1268_011560-T1	DBVPG3775_005525-T1
GF00005819	CHIFNET13H1268_000232-T1	DBVPG3775_005600-T1
GF00005820	CHIFNET13H1268_007299-T1	DBVPG3775_005646-T1
GF00005821	CHIFNET13H1268_013979-T1	DBVPG3775_005671-T1
GF00005822	CHIFNET13H1268_004660-T1	DBVPG3775_005725-T1
GF00005823	CHIFNET13H1268_015051-T1	DBVPG3775_005793-T1
GF00005824	CHIFNET13H1268_015013-T1	DBVPG3775_005794-T1
GF00005825	CHIFNET13H1268_013866-T1	DBVPG3775_005937-T1
GF00005826	CHIFNET13H1268_013853-T1	DBVPG3775_005950-T1
GF00005827	CHIFNET13H1268_013852-T1	DBVPG3775_005951-T1
GF00005828	CHIFNET13H1268_001792-T1	DBVPG3775_006063-T1
GF00005829	CHIFNET13H1268_013992-T1	DBVPG3775_006098-T1
GF00005830	CHIFNET13H1268_014532-T1	DBVPG3775_006114-T1
GF00005831	CHIFNET13H1268_013491-T1	DBVPG3775_006130-T1
GF00005832	CHIFNET13H1268_013495-T1	DBVPG3775_006134-T1
GF00005833	CHIFNET13H1268_013496-T1	DBVPG3775_006135-T1
GF00005834	CHIFNET13H1268_005628-T1	DBVPG3775_006200-T1
GF00005835	CHIFNET13H1268_003202-T1	DBVPG3775_006287-T1
GF00005836	CHIFNET13H1268_003244-T1	DBVPG3775_006329-T1
GF00005837	CHIFNET13H1268_001862-T1	DBVPG3775_006350-T1
GF00005838	CHIFNET13H1268_002091-T1	DBVPG3775_006405-T1
GF00005839	CHIFNET13H1268_008905-T1	DBVPG3775_006502-T1
GF00005840	CHIFNET13H1268_001899-T1	DBVPG3775_006508-T1
GF00005841	CHIFNET13H1268_001893-T1	DBVPG3775_006514-T1
GF00005842	CHIFNET13H1268_001892-T1	DBVPG3775_006515-T1
GF00005843	CHIFNET13H1268_000442-T1	DBVPG3775_006526-T1
GF00005844	CHIFNET13H1268_001868-T1	DBVPG3775_006540-T1
GF00005845	CHIFNET13H1268_014386-T1	DBVPG3775_006546-T1
GF00005846	CHIFNET13H1268_007479-T1	DBVPG3775_006588-T1
GF00005847	CHIFNET13H1268_008423-T1	DBVPG3775_006629-T1
GF00005848	CHIFNET13H1268_010177-T1	DBVPG3775_006685-T1
GF00005849	CHIFNET13H1268_012889-T1	DBVPG3775_006757-T1
GF00005850	CHIFNET13H1268_013788-T1	DBVPG3775_006774-T1
GF00005851	CHIFNET13H1268_013785-T1	DBVPG3775_006777-T1
GF00005852	CHIFNET13H1268_008356-T1	DBVPG3775_006779-T1
GF00005853	CHIFNET13H1268_008357-T1	DBVPG3775_006780-T1
GF00005854	CHIFNET13H1268_008358-T1	DBVPG3775_006781-T1
GF00005855	CHIFNET13H1268_008364-T1	DBVPG3775_006787-T1
GF00005856	CHIFNET13H1268_008367-T1	DBVPG3775_006790-T1
GF00005857	CHIFNET13H1268_008385-T1	DBVPG3775_006808-T1
GF00005858	CHIFNET13H1268_006395-T1	DBVPG3775_006837-T1
GF00005859	CHIFNET13H1268_006406-T1	DBVPG3775_006848-T1
GF00005860	CHIFNET13H1268_001721-T1	DBVPG3775_006902-T1
GF00005861	CHIFNET13H1268_010609-T1	DBVPG3775_007041-T1
GF00005862	CHIFNET13H1268_010619-T1	DBVPG3775_007050-T1
GF00005863	CHIFNET13H1268_013905-T1	DBVPG3775_007177-T1
GF00005864	CHIFNET13H1268_012019-T1	DBVPG3775_007218-T1
GF00005865	CHIFNET13H1268_012765-T1	DBVPG3775_007289-T1
GF00005866	CHIFNET13H1268_012756-T1	DBVPG3775_007298-T1
GF00005867	CHIFNET13H1268_010774-T1	DBVPG3775_007302-T1
GF00005868	CHIFNET13H1268_007949-T1	DBVPG3775_007324-T1
GF00005869	CHIFNET13H1268_003056-T1	DBVPG3775_007325-T1
GF00005870	CHIFNET13H1268_007373-T1	DBVPG3775_007348-T1
GF00005871	CHIFNET13H1268_002780-T1	DBVPG3775_007394-T1
GF00005872	CHIFNET13H1268_008458-T1	DBVPG3775_007481-T1
GF00005873	CHIFNET13H1268_014862-T1	DBVPG3775_007527-T1
GF00005874	CHIFNET13H1268_014957-T1	DBVPG3775_007529-T1
GF00005875	CHIFNET13H1268_002471-T1	DBVPG3775_007557-T1
GF00005876	CHIFNET13H1268_014899-T1	DBVPG3775_007560-T1
GF00005877	CHIFNET13H1268_003160-T1	DBVPG3775_007565-T1
GF00005878	CHIFNET13H1268_003194-T1	DBVPG3775_007572-T1
GF00005879	CHIFNET13H1268_015006-T1	DBVPG3775_007583-T1
GF00005880	CHIFNET13H1268_003878-T1	DBVPG3775_007585-T1
GF00005881	CHIFNET13H1268_015043-T1	DBVPG3775_007593-T1
GF00005882	CHIFNET13H1268_011694-T1	
GF00005883		DBVPG3775_005456-T1
GF00005884	CHIFNET13H1268_013142-T1	
GF00005885		DBVPG3775_004562-T1
GF00005886	CHIFNET13H1268_006356-T1	
GF00005887		DBVPG3775_004576-T1
GF00005888		DBVPG3775_007094-T1
GF00005889		DBVPG3775_006773-T1
GF00005890	CHIFNET13H1268_006179-T1	
GF00005891		DBVPG3775_000488-T1
GF00005892		DBVPG3775_001285-T1
GF00005893		DBVPG3775_005143-T1
