	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa
GF00004662	TFCN17333P6_012521-T1, TFCN17333P6_011270-T1
GF00004663	TFCN17333P6_012589-T1, TFCN17333P6_009277-T1
GF00004664	TFCN17333P6_010018-T1, TFCN17333P6_005849-T1
GF00004665	TFCN17333P6_005903-T1, TFCN17333P6_012788-T1
GF00004666	TFCN17333P6_013726-T1, TFCN17333P6_004134-T1
GF00004667	TFCN17333P6_010548-T1, TFCN17333P6_011085-T1
GF00004668	TFCN17333P6_010107-T1, TFCN17333P6_013390-T1
GF00004669	TFCN17333P6_013014-T1, TFCN17333P6_013918-T1
GF00004670	TFCN17333P6_009665-T1, TFCN17333P6_009740-T1
GF00004671	TFCN17333P6_007566-T1, TFCN17333P6_004626-T1
GF00004672	TFCN17333P6_000657-T1, TFCN17333P6_011516-T1
GF00004673	TFCN17333P6_003247-T1, TFCN17333P6_002478-T1
GF00004674	TFCN17333P6_013708-T1, TFCN17333P6_004151-T1
GF00004675	TFCN17333P6_008327-T1, TFCN17333P6_014732-T1
GF00004676	TFCN17333P6_012490-T1, TFCN17333P6_005728-T1
GF00004677	TFCN17333P6_002402-T1, TFCN17333P6_003171-T1
GF00004678	TFCN17333P6_000047-T1, TFCN17333P6_013768-T1
GF00004679	TFCN17333P6_002382-T1, TFCN17333P6_001973-T1
GF00004680	TFCN17333P6_001025-T1, TFCN17333P6_007208-T1
GF00004681	TFCN17333P6_009730-T1, TFCN17333P6_009649-T1
GF00004682	TFCN17333P6_004331-T1, TFCN17333P6_008902-T1
GF00004683	TFCN17333P6_001323-T1, TFCN17333P6_002682-T1
GF00004684	TFCN17333P6_009239-T1, TFCN17333P6_011716-T1
GF00004685	TFCN17333P6_002940-T1, TFCN17333P6_011886-T1
GF00004686	TFCN17333P6_002624-T1, TFCN17333P6_003601-T1
GF00004687	TFCN17333P6_008221-T1, TFCN17333P6_001662-T1
GF00004688	TFCN17333P6_004874-T1, TFCN17333P6_012157-T1
GF00004689	TFCN17333P6_013629-T1, TFCN17333P6_010149-T1
GF00004690	TFCN17333P6_010117-T1, TFCN17333P6_014706-T1
GF00004691	TFCN17333P6_008655-T1, TFCN17333P6_000704-T1
GF00004692	TFCN17333P6_006398-T1, TFCN17333P6_002194-T1
GF00004693	TFCN17333P6_000322-T1, TFCN17333P6_013743-T1
GF00004694	TFCN17333P6_005101-T1, TFCN17333P6_010776-T1
GF00004695	TFCN17333P6_013341-T1, TFCN17333P6_008519-T1
GF00004696	TFCN17333P6_009640-T1, TFCN17333P6_003749-T1
GF00004697	TFCN17333P6_007884-T1, TFCN17333P6_007682-T1
GF00004698	TFCN17333P6_001577-T1, TFCN17333P6_013443-T1
GF00004699	TFCN17333P6_009684-T1, TFCN17333P6_013043-T1
GF00004700	TFCN17333P6_004428-T1, TFCN17333P6_006913-T1
GF00004701	TFCN17333P6_002568-T1, TFCN17333P6_003657-T1
GF00004702	TFCN17333P6_007633-T1, TFCN17333P6_007250-T1
GF00004703	TFCN17333P6_002428-T1, TFCN17333P6_003197-T1
GF00004704	TFCN17333P6_009814-T1, TFCN17333P6_000056-T1
GF00004705	TFCN17333P6_014456-T1, TFCN17333P6_013197-T1
GF00004706	TFCN17333P6_008634-T1, TFCN17333P6_000685-T1
GF00004707	TFCN17333P6_013168-T1, TFCN17333P6_014549-T1
GF00004708	TFCN17333P6_003521-T1, TFCN17333P6_008129-T1
GF00004709	TFCN17333P6_014201-T1, TFCN17333P6_002974-T1
GF00004710	TFCN17333P6_007718-T1, TFCN17333P6_003283-T1
GF00004711	TFCN17333P6_013906-T1, TFCN17333P6_003442-T1
GF00004712	TFCN17333P6_009999-T1, TFCN17333P6_005868-T1
GF00004713	TFCN17333P6_001523-T1, TFCN17333P6_005819-T1
GF00004714	TFCN17333P6_007851-T1, TFCN17333P6_014345-T1
GF00004715	TFCN17333P6_007850-T1, TFCN17333P6_014344-T1
GF00004716	TFCN17333P6_010219-T1, TFCN17333P6_010492-T1
GF00004717	TFCN17333P6_001743-T1, TFCN17333P6_003940-T1
GF00004718	TFCN17333P6_002149-T1, TFCN17333P6_006351-T1
GF00004719	TFCN17333P6_011738-T1, TFCN17333P6_009257-T1
GF00004720	TFCN17333P6_009095-T1, TFCN17333P6_007429-T1
GF00004721	TFCN17333P6_010094-T1, TFCN17333P6_011098-T1
GF00004722	TFCN17333P6_011746-T1, TFCN17333P6_013913-T1
GF00004723	TFCN17333P6_012934-T1, TFCN17333P6_001050-T1
GF00004724	TFCN17333P6_009577-T1, TFCN17333P6_000148-T1
GF00004725	TFCN17333P6_009538-T1, TFCN17333P6_000113-T1
GF00004726	TFCN17333P6_004473-T1, TFCN17333P6_012684-T1
GF00004727	TFCN17333P6_006092-T1, TFCN17333P6_011229-T1
GF00004728	TFCN17333P6_006944-T1, TFCN17333P6_014647-T1
GF00004729	TFCN17333P6_009823-T1, TFCN17333P6_000065-T1
GF00004730	TFCN17333P6_014383-T1, TFCN17333P6_014174-T1
GF00004731	TFCN17333P6_006906-T1, TFCN17333P6_004435-T1
GF00004732	TFCN17333P6_000974-T1, TFCN17333P6_007156-T1
GF00004733	TFCN17333P6_008510-T1, TFCN17333P6_004245-T1
GF00004734	TFCN17333P6_009717-T1, TFCN17333P6_013093-T1
GF00004735	TFCN17333P6_012355-T1, TFCN17333P6_007078-T1
GF00004736	TFCN17333P6_007896-T1, TFCN17333P6_012991-T1
GF00004737	TFCN17333P6_011165-T1, TFCN17333P6_007767-T1
GF00004738	TFCN17333P6_012629-T1, TFCN17333P6_001548-T1
GF00004739	TFCN17333P6_005641-T1, TFCN17333P6_000821-T1
GF00004740	TFCN17333P6_012212-T1, TFCN17333P6_001330-T1
GF00004741	TFCN17333P6_004102-T1, TFCN17333P6_005397-T1
GF00004742	TFCN17333P6_007229-T1, TFCN17333P6_007618-T1
GF00004743	TFCN17333P6_007228-T1, TFCN17333P6_007617-T1
GF00004744	TFCN17333P6_011077-T1, TFCN17333P6_005716-T1
GF00004745	TFCN17333P6_011354-T1, TFCN17333P6_014632-T1
GF00004746	TFCN17333P6_004365-T1, TFCN17333P6_008935-T1
GF00004747	TFCN17333P6_000059-T1, TFCN17333P6_009817-T1
GF00004748	TFCN17333P6_010010-T1, TFCN17333P6_005857-T1
GF00004749	TFCN17333P6_004752-T1, TFCN17333P6_010354-T1
GF00004750	TFCN17333P6_013681-T1, TFCN17333P6_006076-T1
GF00004751	TFCN17333P6_002541-T1, TFCN17333P6_011790-T1
GF00004752	TFCN17333P6_007642-T1, TFCN17333P6_007261-T1
GF00004753	TFCN17333P6_008922-T1, TFCN17333P6_004351-T1
GF00004754	TFCN17333P6_008726-T1, TFCN17333P6_003019-T1
GF00004755	TFCN17333P6_014625-T1, TFCN17333P6_000953-T1
GF00004756	TFCN17333P6_011788-T1, TFCN17333P6_002539-T1
GF00004757	TFCN17333P6_009428-T1, TFCN17333P6_003857-T1
GF00004758	TFCN17333P6_012636-T1, TFCN17333P6_001541-T1
GF00004759	TFCN17333P6_014064-T1, TFCN17333P6_000841-T1
GF00004760	TFCN17333P6_006932-T1, TFCN17333P6_004409-T1
GF00004761	TFCN17333P6_002574-T1, TFCN17333P6_003651-T1
GF00004762	TFCN17333P6_011493-T1, TFCN17333P6_000669-T1
GF00004763	TFCN17333P6_013836-T1, TFCN17333P6_005066-T1
GF00004764	TFCN17333P6_006018-T1, TFCN17333P6_000453-T1
GF00004765	TFCN17333P6_011523-T1, TFCN17333P6_000651-T1
GF00004766	TFCN17333P6_011509-T1, TFCN17333P6_000664-T1
GF00004767	TFCN17333P6_001947-T1, TFCN17333P6_008389-T1
GF00004768	TFCN17333P6_006311-T1, TFCN17333P6_014803-T1
GF00004769	TFCN17333P6_001132-T1, TFCN17333P6_004925-T1
GF00004770	TFCN17333P6_008293-T1, TFCN17333P6_011977-T1
GF00004771	TFCN17333P6_011515-T1, TFCN17333P6_000658-T1
GF00004772	TFCN17333P6_002708-T1, TFCN17333P6_001298-T1
GF00004773	TFCN17333P6_010552-T1, TFCN17333P6_011089-T1
GF00004774	TFCN17333P6_012672-T1, TFCN17333P6_014350-T1
GF00004775	TFCN17333P6_013648-T1, TFCN17333P6_000311-T1
GF00004776	TFCN17333P6_003926-T1, TFCN17333P6_001729-T1
GF00004777	TFCN17333P6_012551-T1, TFCN17333P6_009956-T1
GF00004778	TFCN17333P6_004940-T1, TFCN17333P6_001117-T1
GF00004779	TFCN17333P6_008656-T1, TFCN17333P6_000705-T1
GF00004780	TFCN17333P6_013320-T1, TFCN17333P6_002091-T1
GF00004781	TFCN17333P6_010375-T1, TFCN17333P6_004733-T1
GF00004782	TFCN17333P6_005221-T1, TFCN17333P6_012453-T1
GF00004783	TFCN17333P6_002063-T1, TFCN17333P6_005497-T1
GF00004784	TFCN17333P6_005626-T1, TFCN17333P6_000835-T1
GF00004785	TFCN17333P6_007871-T1, TFCN17333P6_007697-T1
GF00004786	TFCN17333P6_014354-T1, TFCN17333P6_012668-T1
GF00004787	TFCN17333P6_003973-T1, TFCN17333P6_001776-T1
GF00004788	TFCN17333P6_011072-T1, TFCN17333P6_010536-T1
GF00004789	TFCN17333P6_012038-T1, TFCN17333P6_010074-T1
GF00004790	TFCN17333P6_005027-T1, TFCN17333P6_000930-T1
GF00004791	TFCN17333P6_004653-T1, TFCN17333P6_007593-T1
GF00004792	TFCN17333P6_009360-T1, TFCN17333P6_003814-T1
GF00004793	TFCN17333P6_003644-T1, TFCN17333P6_002582-T1
GF00004794	TFCN17333P6_005292-T1, TFCN17333P6_011812-T1
GF00004795	TFCN17333P6_001709-T1, TFCN17333P6_003901-T1
GF00004796	TFCN17333P6_011171-T1, TFCN17333P6_007761-T1
GF00004797	TFCN17333P6_004468-T1, TFCN17333P6_008861-T1
GF00004798	TFCN17333P6_001325-T1, TFCN17333P6_002680-T1
GF00004799	TFCN17333P6_004784-T1, TFCN17333P6_000527-T1
GF00004800	TFCN17333P6_013445-T1, TFCN17333P6_001575-T1
GF00004801	TFCN17333P6_003743-T1, TFCN17333P6_009634-T1
GF00004802	TFCN17333P6_008449-T1, TFCN17333P6_011865-T1
GF00004803	TFCN17333P6_005621-T1, TFCN17333P6_000584-T1
GF00004804	TFCN17333P6_009250-T1, TFCN17333P6_011724-T1
GF00004805	TFCN17333P6_010229-T1, TFCN17333P6_010484-T1
GF00004806	TFCN17333P6_011517-T1, TFCN17333P6_000655-T1
GF00004807	TFCN17333P6_008135-T1, TFCN17333P6_003514-T1
GF00004808	TFCN17333P6_007772-T1, TFCN17333P6_011160-T1
GF00004809	TFCN17333P6_000004-T1, TFCN17333P6_006709-T1
GF00004810	TFCN17333P6_013052-T1, TFCN17333P6_009692-T1
GF00004811	TFCN17333P6_006348-T1, TFCN17333P6_002146-T1
GF00004812	TFCN17333P6_005517-T1, TFCN17333P6_002074-T1
GF00004813	TFCN17333P6_002408-T1, TFCN17333P6_003177-T1
GF00004814	TFCN17333P6_007863-T1, TFCN17333P6_002503-T1
GF00004815	TFCN17333P6_009530-T1, TFCN17333P6_010631-T1
GF00004816	TFCN17333P6_003020-T1, TFCN17333P6_008725-T1
GF00004817	TFCN17333P6_001334-T1, TFCN17333P6_012216-T1
GF00004818	TFCN17333P6_012138-T1, TFCN17333P6_014127-T1
GF00004819	TFCN17333P6_007861-T1, TFCN17333P6_002505-T1
GF00004820	TFCN17333P6_014422-T1, TFCN17333P6_008276-T1
GF00004821	TFCN17333P6_002055-T1, TFCN17333P6_005492-T1
GF00004822	TFCN17333P6_008778-T1, TFCN17333P6_002325-T1
GF00004823	TFCN17333P6_008578-T1, TFCN17333P6_009197-T1
GF00004824	TFCN17333P6_002437-T1, TFCN17333P6_003206-T1
GF00004825	TFCN17333P6_000095-T1, TFCN17333P6_009852-T1
GF00004826	TFCN17333P6_012339-T1, TFCN17333P6_007094-T1
GF00004827	TFCN17333P6_009476-T1, TFCN17333P6_008032-T1
GF00004828	TFCN17333P6_002466-T1, TFCN17333P6_003235-T1
GF00004829	TFCN17333P6_008906-T1, TFCN17333P6_004335-T1
GF00004830	TFCN17333P6_012878-T1, TFCN17333P6_006427-T1
GF00004831	TFCN17333P6_003435-T1, TFCN17333P6_013912-T1
GF00004832	TFCN17333P6_001972-T1, TFCN17333P6_002383-T1
GF00004833	TFCN17333P6_006263-T1, TFCN17333P6_006190-T1
GF00004834	TFCN17333P6_012753-T1, TFCN17333P6_000341-T1
GF00004835	TFCN17333P6_007656-T1, TFCN17333P6_007277-T1
GF00004836	TFCN17333P6_010803-T1, TFCN17333P6_001840-T1
GF00004837	TFCN17333P6_003860-T1, TFCN17333P6_009424-T1
GF00004838	TFCN17333P6_014259-T1, TFCN17333P6_014215-T1
GF00004839	TFCN17333P6_002694-T1, TFCN17333P6_001311-T1
GF00004840	TFCN17333P6_014033-T1, TFCN17333P6_003835-T1
GF00004841	TFCN17333P6_001774-T1, TFCN17333P6_003971-T1
GF00004842	TFCN17333P6_008965-T1, TFCN17333P6_008537-T1
GF00004843	TFCN17333P6_006686-T1, TFCN17333P6_001145-T1
GF00004844	TFCN17333P6_007019-T1, TFCN17333P6_010252-T1
GF00004845	TFCN17333P6_001968-T1, TFCN17333P6_002385-T1
GF00004846	TFCN17333P6_005250-T1, TFCN17333P6_003092-T1
GF00004847	TFCN17333P6_008044-T1, TFCN17333P6_011303-T1
GF00004848	TFCN17333P6_000604-T1, TFCN17333P6_010332-T1
GF00004849	TFCN17333P6_007591-T1, TFCN17333P6_004651-T1
GF00004850	TFCN17333P6_014537-T1, TFCN17333P6_003063-T1
GF00004851	TFCN17333P6_004284-T1, TFCN17333P6_008469-T1
GF00004852	TFCN17333P6_008837-T1, TFCN17333P6_010838-T1
GF00004853	TFCN17333P6_004276-T1, TFCN17333P6_008477-T1
GF00004854	TFCN17333P6_011348-T1, TFCN17333P6_012595-T1
GF00004855	TFCN17333P6_000561-T1, TFCN17333P6_005600-T1
GF00004856	TFCN17333P6_009935-T1, TFCN17333P6_007338-T1
GF00004857	TFCN17333P6_008929-T1, TFCN17333P6_004359-T1
GF00004858	TFCN17333P6_010955-T1, TFCN17333P6_003758-T1
GF00004859	TFCN17333P6_014449-T1, TFCN17333P6_013204-T1
GF00004860	TFCN17333P6_000354-T1, TFCN17333P6_012741-T1
GF00004861	TFCN17333P6_005737-T1, TFCN17333P6_012498-T1
GF00004862	TFCN17333P6_005598-T1, TFCN17333P6_000559-T1
GF00004863	TFCN17333P6_006025-T1, TFCN17333P6_000461-T1
GF00004864	TFCN17333P6_001685-T1, TFCN17333P6_008198-T1
GF00004865	TFCN17333P6_014220-T1, TFCN17333P6_002219-T1
GF00004866	TFCN17333P6_014113-T1, TFCN17333P6_013552-T1
GF00004867	TFCN17333P6_006231-T1, TFCN17333P6_006169-T1
GF00004868	TFCN17333P6_011745-T1, TFCN17333P6_009263-T1
GF00004869	TFCN17333P6_001136-T1, TFCN17333P6_006696-T1
GF00004870	TFCN17333P6_012235-T1, TFCN17333P6_001354-T1
GF00004871	TFCN17333P6_001312-T1, TFCN17333P6_002693-T1
GF00004872	TFCN17333P6_005884-T1, TFCN17333P6_009987-T1
GF00004873	TFCN17333P6_005405-T1, TFCN17333P6_004110-T1
GF00004874	TFCN17333P6_012827-T1, TFCN17333P6_011012-T1
GF00004875	TFCN17333P6_005774-T1, TFCN17333P6_013510-T1
GF00004876	TFCN17333P6_005989-T1, TFCN17333P6_000426-T1
GF00004877	TFCN17333P6_014369-T1, TFCN17333P6_014181-T1
GF00004878	TFCN17333P6_014143-T1, TFCN17333P6_004521-T1
GF00004879	TFCN17333P6_010012-T1, TFCN17333P6_005855-T1
GF00004880	TFCN17333P6_003022-T1, TFCN17333P6_008722-T1
GF00004881	TFCN17333P6_003988-T1, TFCN17333P6_001788-T1
GF00004882	TFCN17333P6_010423-T1, TFCN17333P6_000281-T1
GF00004883	TFCN17333P6_006699-T1, TFCN17333P6_001133-T1
GF00004884	TFCN17333P6_004088-T1, TFCN17333P6_005382-T1
GF00004885	TFCN17333P6_008101-T1, TFCN17333P6_010174-T1
GF00004886	TFCN17333P6_005127-T1, TFCN17333P6_011557-T1
GF00004887	TFCN17333P6_014151-T1, TFCN17333P6_004686-T1
GF00004888	TFCN17333P6_006634-T1, TFCN17333P6_001194-T1
GF00004889	TFCN17333P6_008520-T1, TFCN17333P6_013342-T1
GF00004890	TFCN17333P6_001704-T1, TFCN17333P6_003896-T1
GF00004891	TFCN17333P6_014338-T1, TFCN17333P6_007844-T1
GF00004892	TFCN17333P6_014372-T1, TFCN17333P6_014178-T1
GF00004893	TFCN17333P6_005834-T1, TFCN17333P6_010031-T1
GF00004894	TFCN17333P6_005388-T1, TFCN17333P6_004094-T1
GF00004895	TFCN17333P6_014020-T1, TFCN17333P6_003845-T1
GF00004896	TFCN17333P6_004959-T1, TFCN17333P6_001100-T1
GF00004897	TFCN17333P6_010050-T1, TFCN17333P6_011664-T1
GF00004898	TFCN17333P6_003358-T1, TFCN17333P6_012254-T1
GF00004899	TFCN17333P6_002316-T1, TFCN17333P6_008769-T1
GF00004900	TFCN17333P6_000076-T1, TFCN17333P6_009834-T1
GF00004901	TFCN17333P6_012183-T1, TFCN17333P6_012182-T1
GF00004902	TFCN17333P6_010331-T1, TFCN17333P6_000605-T1
GF00004903	TFCN17333P6_000244-T1, TFCN17333P6_013218-T1
GF00004904	TFCN17333P6_014831-T1, TFCN17333P6_014749-T1
GF00004905	TFCN17333P6_009290-T1, TFCN17333P6_012577-T1
GF00004906	TFCN17333P6_010063-T1, TFCN17333P6_012049-T1
GF00004907	TFCN17333P6_001885-T1, TFCN17333P6_014526-T1
GF00004908	TFCN17333P6_002662-T1, TFCN17333P6_003567-T1
GF00004909	TFCN17333P6_002047-T1, TFCN17333P6_005485-T1
GF00004910	TFCN17333P6_006899-T1, TFCN17333P6_004442-T1
GF00004911	TFCN17333P6_011628-T1, TFCN17333P6_012730-T1
GF00004912	TFCN17333P6_003547-T1, TFCN17333P6_014793-T1
GF00004913	TFCN17333P6_004705-T1, TFCN17333P6_010403-T1
GF00004914	TFCN17333P6_009432-T1, TFCN17333P6_003855-T1
GF00004915	TFCN17333P6_011555-T1, TFCN17333P6_005125-T1
GF00004916	TFCN17333P6_000661-T1, TFCN17333P6_011512-T1
GF00004917	TFCN17333P6_014147-T1, TFCN17333P6_004690-T1
GF00004918	TFCN17333P6_014453-T1, TFCN17333P6_013200-T1
GF00004919	TFCN17333P6_001306-T1, TFCN17333P6_002700-T1
GF00004920	TFCN17333P6_001140-T1, TFCN17333P6_006691-T1
GF00004921	TFCN17333P6_013321-T1, TFCN17333P6_002092-T1
GF00004922	TFCN17333P6_013766-T1, TFCN17333P6_000049-T1
GF00004923	TFCN17333P6_004732-T1, TFCN17333P6_010376-T1
GF00004924	TFCN17333P6_005963-T1, TFCN17333P6_000400-T1
GF00004925	TFCN17333P6_008969-T1, TFCN17333P6_014809-T1
GF00004926	TFCN17333P6_000609-T1, TFCN17333P6_010324-T1
GF00004927	TFCN17333P6_006477-T1, TFCN17333P6_012278-T1
GF00004928	TFCN17333P6_012812-T1, TFCN17333P6_013869-T1
GF00004929	TFCN17333P6_002968-T1, TFCN17333P6_009396-T1
GF00004930	TFCN17333P6_010326-T1, TFCN17333P6_010328-T1
GF00004931	TFCN17333P6_001741-T1, TFCN17333P6_003938-T1
GF00004932	TFCN17333P6_000001-T1, TFCN17333P6_006704-T1
GF00004933	TFCN17333P6_005681-T1, TFCN17333P6_000777-T1
GF00004934	TFCN17333P6_001073-T1, TFCN17333P6_004988-T1
GF00004935	TFCN17333P6_012504-T1, TFCN17333P6_011251-T1
GF00004936	TFCN17333P6_001601-T1, TFCN17333P6_012008-T1
GF00004937	TFCN17333P6_012978-T1, TFCN17333P6_003559-T1
GF00004938	TFCN17333P6_000192-T1, TFCN17333P6_010891-T1
GF00004939	TFCN17333P6_006539-T1, TFCN17333P6_004794-T1
GF00004940	TFCN17333P6_014611-T1, TFCN17333P6_003305-T1
GF00004941	TFCN17333P6_006596-T1, TFCN17333P6_008545-T1
GF00004942	TFCN17333P6_009669-T1, TFCN17333P6_009744-T1
GF00004943	TFCN17333P6_000562-T1, TFCN17333P6_005601-T1
GF00004944	TFCN17333P6_012841-T1, TFCN17333P6_009908-T1
GF00004945	TFCN17333P6_011826-T1, TFCN17333P6_005307-T1
GF00004946	TFCN17333P6_007006-T1, TFCN17333P6_004563-T1
GF00004947	TFCN17333P6_014438-T1, TFCN17333P6_003430-T1
GF00004948	TFCN17333P6_012459-T1, TFCN17333P6_005212-T1
GF00004949	TFCN17333P6_014511-T1, TFCN17333P6_003341-T1
GF00004950	TFCN17333P6_013668-T1, TFCN17333P6_006088-T1
GF00004951	TFCN17333P6_009549-T1, TFCN17333P6_000123-T1
GF00004952	TFCN17333P6_009544-T1, TFCN17333P6_000118-T1
GF00004953	TFCN17333P6_001762-T1, TFCN17333P6_003960-T1
GF00004954	TFCN17333P6_006493-T1, TFCN17333P6_012299-T1
GF00004955	TFCN17333P6_006238-T1, TFCN17333P6_006160-T1
GF00004956	TFCN17333P6_006633-T1, TFCN17333P6_001195-T1
GF00004957	TFCN17333P6_009022-T1, TFCN17333P6_013285-T1
GF00004958	TFCN17333P6_000734-T1, TFCN17333P6_005725-T1
GF00004959	TFCN17333P6_014397-T1, TFCN17333P6_001880-T1
GF00004960	TFCN17333P6_011106-T1, TFCN17333P6_011043-T1
GF00004961	TFCN17333P6_009493-T1, TFCN17333P6_013602-T1
GF00004962	TFCN17333P6_011818-T1, TFCN17333P6_005298-T1
GF00004963	TFCN17333P6_004461-T1, TFCN17333P6_008868-T1
GF00004964	TFCN17333P6_005592-T1, TFCN17333P6_000553-T1
GF00004965	TFCN17333P6_000129-T1, TFCN17333P6_009557-T1
GF00004966	TFCN17333P6_009305-T1, TFCN17333P6_003414-T1
GF00004967	TFCN17333P6_009923-T1, TFCN17333P6_007349-T1
GF00004968	TFCN17333P6_009865-T1, TFCN17333P6_012546-T1
GF00004969	TFCN17333P6_002368-T1, TFCN17333P6_008805-T1
GF00004970	TFCN17333P6_002026-T1, TFCN17333P6_005465-T1
GF00004971	TFCN17333P6_002130-T1, TFCN17333P6_006333-T1
GF00004972	TFCN17333P6_010275-T1, TFCN17333P6_007046-T1
GF00004973	TFCN17333P6_001182-T1, TFCN17333P6_006646-T1
GF00004974	TFCN17333P6_014081-T1, TFCN17333P6_004679-T1
GF00004975	TFCN17333P6_007444-T1, TFCN17333P6_011377-T1
GF00004976	TFCN17333P6_011893-T1, TFCN17333P6_002946-T1
GF00004977	TFCN17333P6_003427-T1, TFCN17333P6_014480-T1
GF00004978	TFCN17333P6_003259-T1, TFCN17333P6_002489-T1
GF00004979	TFCN17333P6_004463-T1, TFCN17333P6_008866-T1
GF00004980	TFCN17333P6_003255-T1, TFCN17333P6_002485-T1
GF00004981	TFCN17333P6_004605-T1, TFCN17333P6_007546-T1
GF00004982	TFCN17333P6_002966-T1, TFCN17333P6_009394-T1
GF00004983	TFCN17333P6_001777-T1, TFCN17333P6_003974-T1
GF00004984	TFCN17333P6_007545-T1, TFCN17333P6_004604-T1
GF00004985	TFCN17333P6_007435-T1, TFCN17333P6_009089-T1
GF00004986	TFCN17333P6_006121-T1, TFCN17333P6_011200-T1
GF00004987	TFCN17333P6_002078-T1, TFCN17333P6_005522-T1
GF00004988	TFCN17333P6_007067-T1, TFCN17333P6_013844-T1
GF00004989	TFCN17333P6_005769-T1, TFCN17333P6_013505-T1
GF00004990	TFCN17333P6_004707-T1, TFCN17333P6_010401-T1
GF00004991	TFCN17333P6_002223-T1, TFCN17333P6_014224-T1
GF00004992	TFCN17333P6_007477-T1, TFCN17333P6_013253-T1
GF00004993	TFCN17333P6_006911-T1, TFCN17333P6_004430-T1
GF00004994	TFCN17333P6_003338-T1, TFCN17333P6_014514-T1
GF00004995	TFCN17333P6_007170-T1, TFCN17333P6_000987-T1
GF00004996	TFCN17333P6_001157-T1, TFCN17333P6_006673-T1
GF00004997	TFCN17333P6_011903-T1, TFCN17333P6_002956-T1
GF00004998	TFCN17333P6_010956-T1, TFCN17333P6_003757-T1
GF00004999	TFCN17333P6_006949-T1, TFCN17333P6_005529-T1
GF00005000	TFCN17333P6_007073-T1, TFCN17333P6_012360-T1
GF00005001	TFCN17333P6_009282-T1, TFCN17333P6_012584-T1
GF00005002	TFCN17333P6_010361-T1, TFCN17333P6_004747-T1
GF00005003	TFCN17333P6_003838-T1, TFCN17333P6_014028-T1
GF00005004	TFCN17333P6_004514-T1, TFCN17333P6_014100-T1
GF00005005	TFCN17333P6_004298-T1, TFCN17333P6_010672-T1
GF00005006	TFCN17333P6_011453-T1, TFCN17333P6_002266-T1
GF00005007	TFCN17333P6_000057-T1, TFCN17333P6_009815-T1
GF00005008	TFCN17333P6_009558-T1, TFCN17333P6_000130-T1
GF00005009	TFCN17333P6_007079-T1, TFCN17333P6_012354-T1
GF00005010	TFCN17333P6_009876-T1, TFCN17333P6_012535-T1
GF00005011	TFCN17333P6_003099-T1, TFCN17333P6_005243-T1
GF00005012	TFCN17333P6_008478-T1, TFCN17333P6_004275-T1
GF00005013	TFCN17333P6_013008-T1, TFCN17333P6_013924-T1
GF00005014	TFCN17333P6_009882-T1, TFCN17333P6_013934-T1
GF00005015	TFCN17333P6_007409-T1, TFCN17333P6_009115-T1
GF00005016	TFCN17333P6_004118-T1, TFCN17333P6_005413-T1
GF00005017	TFCN17333P6_011857-T1, TFCN17333P6_008441-T1
GF00005018	TFCN17333P6_011173-T1, TFCN17333P6_007759-T1
GF00005019	TFCN17333P6_005659-T1, TFCN17333P6_000800-T1
GF00005020	TFCN17333P6_007559-T1, TFCN17333P6_004619-T1
GF00005021	TFCN17333P6_007894-T1, TFCN17333P6_007670-T1
GF00005022	TFCN17333P6_001944-T1, TFCN17333P6_008385-T1
GF00005023	TFCN17333P6_000949-T1, TFCN17333P6_005049-T1
GF00005024	TFCN17333P6_012052-T1, TFCN17333P6_010060-T1
GF00005025	TFCN17333P6_004431-T1, TFCN17333P6_006910-T1
GF00005026	TFCN17333P6_010564-T1, TFCN17333P6_005744-T1
GF00005027	TFCN17333P6_009299-T1, TFCN17333P6_012568-T1
GF00005028	TFCN17333P6_004458-T1, TFCN17333P6_008871-T1
GF00005029	TFCN17333P6_012341-T1, TFCN17333P6_007092-T1
GF00005030	TFCN17333P6_006746-T1, TFCN17333P6_001456-T1
GF00005031	TFCN17333P6_009420-T1, TFCN17333P6_003864-T1
GF00005032	TFCN17333P6_003364-T1, TFCN17333P6_012248-T1
GF00005033	TFCN17333P6_008166-T1, TFCN17333P6_003481-T1
GF00005034	TFCN17333P6_005002-T1, TFCN17333P6_001062-T1
GF00005035	TFCN17333P6_012245-T1, TFCN17333P6_003367-T1
GF00005036	TFCN17333P6_011469-T1, TFCN17333P6_002283-T1
GF00005037	TFCN17333P6_007344-T1, TFCN17333P6_009929-T1
GF00005038	TFCN17333P6_013626-T1, TFCN17333P6_010151-T1
GF00005039	TFCN17333P6_005294-T1, TFCN17333P6_011814-T1
GF00005040	TFCN17333P6_009228-T1, TFCN17333P6_008257-T1
GF00005041	TFCN17333P6_009449-T1, TFCN17333P6_008006-T1
GF00005042	TFCN17333P6_003402-T1, TFCN17333P6_009317-T1
GF00005043	TFCN17333P6_003995-T1, TFCN17333P6_001796-T1
GF00005044	TFCN17333P6_004228-T1, TFCN17333P6_006807-T1
GF00005045	TFCN17333P6_012150-T1, TFCN17333P6_014284-T1
GF00005046	TFCN17333P6_011777-T1, TFCN17333P6_002527-T1
GF00005047	TFCN17333P6_002760-T1, TFCN17333P6_001246-T1
GF00005048	TFCN17333P6_013572-T1, TFCN17333P6_012334-T1
