	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa
GF00006060	CHIFNET14NJ214_011862-T1, CHIFNET14NJ214_001947-T1
GF00006061	CHIFNET14NJ214_012656-T1, CHIFNET14NJ214_011463-T1
GF00006062	CHIFNET14NJ214_010779-T1, CHIFNET14NJ214_001668-T1
GF00006063	CHIFNET14NJ214_011387-T1, CHIFNET14NJ214_006628-T1
GF00006064	CHIFNET14NJ214_013148-T1, CHIFNET14NJ214_011208-T1
GF00006065	CHIFNET14NJ214_005800-T1, CHIFNET14NJ214_009066-T1
GF00006066	CHIFNET14NJ214_005760-T1, CHIFNET14NJ214_011415-T1
GF00006067	CHIFNET14NJ214_014766-T1, CHIFNET14NJ214_012922-T1
GF00006068	CHIFNET14NJ214_002197-T1, CHIFNET14NJ214_000483-T1
GF00006069	CHIFNET14NJ214_010339-T1, CHIFNET14NJ214_007399-T1
GF00006070	CHIFNET14NJ214_012244-T1, CHIFNET14NJ214_007959-T1
GF00006071	CHIFNET14NJ214_008021-T1, CHIFNET14NJ214_008975-T1
GF00006072	CHIFNET14NJ214_006470-T1, CHIFNET14NJ214_009824-T1
GF00006073	CHIFNET14NJ214_007010-T1, CHIFNET14NJ214_005382-T1
GF00006074	CHIFNET14NJ214_005021-T1, CHIFNET14NJ214_014208-T1
GF00006075	CHIFNET14NJ214_000189-T1, CHIFNET14NJ214_013691-T1
GF00006076	CHIFNET14NJ214_002636-T1, CHIFNET14NJ214_008659-T1
GF00006077	CHIFNET14NJ214_013866-T1, CHIFNET14NJ214_006464-T1
GF00006078	CHIFNET14NJ214_003388-T1, CHIFNET14NJ214_004072-T1
GF00006079	CHIFNET14NJ214_009748-T1, CHIFNET14NJ214_002517-T1
GF00006080	CHIFNET14NJ214_009074-T1, CHIFNET14NJ214_014202-T1
GF00006081	CHIFNET14NJ214_010236-T1, CHIFNET14NJ214_000335-T1
GF00006082	CHIFNET14NJ214_002795-T1, CHIFNET14NJ214_014711-T1
GF00006083	CHIFNET14NJ214_010043-T1, CHIFNET14NJ214_006984-T1
GF00006084	CHIFNET14NJ214_010162-T1, CHIFNET14NJ214_007062-T1
GF00006085	CHIFNET14NJ214_013752-T1, CHIFNET14NJ214_001158-T1
GF00006086	CHIFNET14NJ214_005620-T1, CHIFNET14NJ214_002396-T1
GF00006087	CHIFNET14NJ214_005766-T1, CHIFNET14NJ214_013287-T1
GF00006088	CHIFNET14NJ214_001955-T1, CHIFNET14NJ214_011008-T1
GF00006089	CHIFNET14NJ214_009012-T1, CHIFNET14NJ214_009315-T1
GF00006090	CHIFNET14NJ214_007086-T1, CHIFNET14NJ214_000316-T1
GF00006091	CHIFNET14NJ214_004786-T1, CHIFNET14NJ214_001444-T1
GF00006092	CHIFNET14NJ214_009546-T1, CHIFNET14NJ214_009696-T1
GF00006093	CHIFNET14NJ214_002915-T1, CHIFNET14NJ214_004988-T1
GF00006094	CHIFNET14NJ214_004757-T1, CHIFNET14NJ214_012983-T1
GF00006095	CHIFNET14NJ214_001499-T1, CHIFNET14NJ214_006658-T1
GF00006096	CHIFNET14NJ214_009194-T1, CHIFNET14NJ214_012366-T1
GF00006097	CHIFNET14NJ214_010878-T1, CHIFNET14NJ214_003495-T1
GF00006098	CHIFNET14NJ214_000786-T1, CHIFNET14NJ214_011333-T1
GF00006099	CHIFNET14NJ214_004314-T1, CHIFNET14NJ214_008285-T1
GF00006100	CHIFNET14NJ214_001256-T1, CHIFNET14NJ214_010529-T1
GF00006101	CHIFNET14NJ214_012930-T1, CHIFNET14NJ214_012897-T1
GF00006102	CHIFNET14NJ214_009250-T1, CHIFNET14NJ214_004618-T1
GF00006103	CHIFNET14NJ214_001479-T1, CHIFNET14NJ214_000137-T1
GF00006104	CHIFNET14NJ214_010960-T1, CHIFNET14NJ214_006093-T1
GF00006105	CHIFNET14NJ214_008598-T1, CHIFNET14NJ214_000767-T1
GF00006106	CHIFNET14NJ214_003849-T1, CHIFNET14NJ214_003619-T1
GF00006107	CHIFNET14NJ214_005761-T1, CHIFNET14NJ214_013292-T1
GF00006108	CHIFNET14NJ214_006052-T1, CHIFNET14NJ214_007212-T1
GF00006109	CHIFNET14NJ214_004242-T1, CHIFNET14NJ214_002020-T1
GF00006110	CHIFNET14NJ214_014359-T1, CHIFNET14NJ214_013421-T1
GF00006111	CHIFNET14NJ214_000752-T1, CHIFNET14NJ214_012152-T1
GF00006112	CHIFNET14NJ214_008680-T1, CHIFNET14NJ214_008549-T1
GF00006113	CHIFNET14NJ214_010560-T1, CHIFNET14NJ214_010888-T1
GF00006114	CHIFNET14NJ214_009249-T1, CHIFNET14NJ214_004619-T1
GF00006115	CHIFNET14NJ214_001182-T1, CHIFNET14NJ214_014290-T1
GF00006116	CHIFNET14NJ214_009885-T1, CHIFNET14NJ214_005824-T1
GF00006117	CHIFNET14NJ214_006505-T1, CHIFNET14NJ214_014271-T1
GF00006118	CHIFNET14NJ214_011656-T1, CHIFNET14NJ214_002143-T1
GF00006119	CHIFNET14NJ214_012517-T1, CHIFNET14NJ214_001154-T1
GF00006120	CHIFNET14NJ214_005655-T1, CHIFNET14NJ214_003747-T1
GF00006121	CHIFNET14NJ214_001860-T1, CHIFNET14NJ214_015272-T1
GF00006122	CHIFNET14NJ214_013736-T1, CHIFNET14NJ214_007423-T1
GF00006123	CHIFNET14NJ214_001409-T1, CHIFNET14NJ214_011747-T1
GF00006124	CHIFNET14NJ214_012992-T1, CHIFNET14NJ214_000415-T1
GF00006125	CHIFNET14NJ214_006432-T1, CHIFNET14NJ214_006157-T1
GF00006126	CHIFNET14NJ214_001309-T1, CHIFNET14NJ214_014732-T1
GF00006127	CHIFNET14NJ214_002458-T1, CHIFNET14NJ214_004901-T1
GF00006128	CHIFNET14NJ214_002307-T1, CHIFNET14NJ214_006490-T1
GF00006129	CHIFNET14NJ214_011510-T1, CHIFNET14NJ214_010854-T1
GF00006130	CHIFNET14NJ214_003143-T1, CHIFNET14NJ214_012822-T1
GF00006131	CHIFNET14NJ214_014585-T1, CHIFNET14NJ214_004593-T1
GF00006132	CHIFNET14NJ214_004054-T1, CHIFNET14NJ214_003286-T1
GF00006133	CHIFNET14NJ214_007084-T1, CHIFNET14NJ214_000318-T1
GF00006134	CHIFNET14NJ214_011629-T1, CHIFNET14NJ214_013355-T1
GF00006135	CHIFNET14NJ214_005821-T1, CHIFNET14NJ214_009882-T1
GF00006136	CHIFNET14NJ214_005608-T1, CHIFNET14NJ214_001617-T1
GF00006137	CHIFNET14NJ214_012297-T1, CHIFNET14NJ214_011177-T1
GF00006138	CHIFNET14NJ214_011886-T1, CHIFNET14NJ214_007718-T1
GF00006139	CHIFNET14NJ214_010659-T1, CHIFNET14NJ214_010908-T1
GF00006140	CHIFNET14NJ214_003789-T1, CHIFNET14NJ214_006724-T1
GF00006141	CHIFNET14NJ214_007748-T1, CHIFNET14NJ214_011994-T1
GF00006142	CHIFNET14NJ214_010008-T1, CHIFNET14NJ214_009977-T1
GF00006143	CHIFNET14NJ214_011323-T1, CHIFNET14NJ214_008990-T1
GF00006144	CHIFNET14NJ214_008888-T1, CHIFNET14NJ214_007675-T1
GF00006145	CHIFNET14NJ214_001439-T1, CHIFNET14NJ214_004791-T1
GF00006146	CHIFNET14NJ214_012861-T1, CHIFNET14NJ214_012709-T1
GF00006147	CHIFNET14NJ214_002063-T1, CHIFNET14NJ214_003614-T1
GF00006148	CHIFNET14NJ214_004121-T1, CHIFNET14NJ214_000905-T1
GF00006149	CHIFNET14NJ214_001418-T1, CHIFNET14NJ214_011822-T1
GF00006150	CHIFNET14NJ214_014207-T1, CHIFNET14NJ214_005022-T1
GF00006151	CHIFNET14NJ214_003852-T1, CHIFNET14NJ214_003622-T1
GF00006152	CHIFNET14NJ214_011694-T1, CHIFNET14NJ214_005081-T1
GF00006153	CHIFNET14NJ214_003882-T1, CHIFNET14NJ214_003649-T1
GF00006154	CHIFNET14NJ214_014489-T1, CHIFNET14NJ214_005863-T1
GF00006155	CHIFNET14NJ214_008125-T1, CHIFNET14NJ214_013624-T1
GF00006156	CHIFNET14NJ214_011050-T1, CHIFNET14NJ214_014220-T1
GF00006157	CHIFNET14NJ214_013479-T1, CHIFNET14NJ214_000264-T1
GF00006158	CHIFNET14NJ214_015675-T1, CHIFNET14NJ214_008368-T1
GF00006159	CHIFNET14NJ214_000819-T1, CHIFNET14NJ214_004293-T1
GF00006160	CHIFNET14NJ214_010391-T1, CHIFNET14NJ214_013777-T1
GF00006161	CHIFNET14NJ214_014678-T1, CHIFNET14NJ214_010431-T1
GF00006162	CHIFNET14NJ214_012603-T1, CHIFNET14NJ214_007183-T1
GF00006163	CHIFNET14NJ214_011958-T1, CHIFNET14NJ214_005371-T1
GF00006164	CHIFNET14NJ214_001288-T1, CHIFNET14NJ214_008075-T1
GF00006165	CHIFNET14NJ214_003399-T1, CHIFNET14NJ214_010663-T1
GF00006166	CHIFNET14NJ214_007655-T1, CHIFNET14NJ214_002089-T1
GF00006167	CHIFNET14NJ214_003825-T1, CHIFNET14NJ214_001378-T1
GF00006168	CHIFNET14NJ214_003240-T1, CHIFNET14NJ214_000554-T1
GF00006169	CHIFNET14NJ214_013434-T1, CHIFNET14NJ214_015352-T1
GF00006170	CHIFNET14NJ214_002676-T1, CHIFNET14NJ214_008143-T1
GF00006171	CHIFNET14NJ214_015490-T1, CHIFNET14NJ214_015513-T1
GF00006172	CHIFNET14NJ214_002585-T1, CHIFNET14NJ214_002017-T1
GF00006173	CHIFNET14NJ214_005237-T1, CHIFNET14NJ214_003324-T1
GF00006174	CHIFNET14NJ214_008190-T1, CHIFNET14NJ214_009375-T1
GF00006175	CHIFNET14NJ214_015035-T1, CHIFNET14NJ214_001102-T1
GF00006176	CHIFNET14NJ214_014511-T1, CHIFNET14NJ214_011078-T1
GF00006177	CHIFNET14NJ214_010945-T1, CHIFNET14NJ214_006832-T1
GF00006178	CHIFNET14NJ214_004172-T1, CHIFNET14NJ214_003118-T1
GF00006179	CHIFNET14NJ214_000502-T1, CHIFNET14NJ214_008783-T1
GF00006180	CHIFNET14NJ214_013360-T1, CHIFNET14NJ214_010897-T1
GF00006181	CHIFNET14NJ214_011964-T1, CHIFNET14NJ214_005365-T1
GF00006182	CHIFNET14NJ214_012390-T1, CHIFNET14NJ214_001539-T1
GF00006183	CHIFNET14NJ214_012398-T1, CHIFNET14NJ214_012101-T1
GF00006184	CHIFNET14NJ214_006156-T1, CHIFNET14NJ214_006434-T1
GF00006185	CHIFNET14NJ214_006811-T1, CHIFNET14NJ214_010766-T1
GF00006186	CHIFNET14NJ214_000990-T1, CHIFNET14NJ214_010813-T1
GF00006187	CHIFNET14NJ214_011753-T1, CHIFNET14NJ214_008231-T1
GF00006188	CHIFNET14NJ214_002322-T1, CHIFNET14NJ214_008891-T1
GF00006189	CHIFNET14NJ214_009735-T1, CHIFNET14NJ214_012487-T1
GF00006190	CHIFNET14NJ214_005712-T1, CHIFNET14NJ214_005036-T1
GF00006191	CHIFNET14NJ214_003352-T1, CHIFNET14NJ214_001020-T1
GF00006192	CHIFNET14NJ214_011925-T1, CHIFNET14NJ214_010968-T1
GF00006193	CHIFNET14NJ214_015485-T1, CHIFNET14NJ214_014231-T1
GF00006194	CHIFNET14NJ214_004104-T1, CHIFNET14NJ214_000889-T1
GF00006195	CHIFNET14NJ214_001374-T1, CHIFNET14NJ214_003821-T1
GF00006196	CHIFNET14NJ214_012728-T1, CHIFNET14NJ214_001921-T1
GF00006197	CHIFNET14NJ214_007562-T1, CHIFNET14NJ214_011563-T1
GF00006198	CHIFNET14NJ214_012473-T1, CHIFNET14NJ214_003048-T1
GF00006199	CHIFNET14NJ214_005251-T1, CHIFNET14NJ214_005192-T1
GF00006200	CHIFNET14NJ214_001497-T1, CHIFNET14NJ214_006660-T1
GF00006201	CHIFNET14NJ214_013211-T1, CHIFNET14NJ214_014488-T1
GF00006202	CHIFNET14NJ214_004714-T1, CHIFNET14NJ214_014026-T1
GF00006203	CHIFNET14NJ214_004899-T1, CHIFNET14NJ214_002455-T1
GF00006204	CHIFNET14NJ214_011605-T1, CHIFNET14NJ214_005016-T1
GF00006205	CHIFNET14NJ214_012695-T1, CHIFNET14NJ214_005991-T1
GF00006206	CHIFNET14NJ214_002924-T1, CHIFNET14NJ214_007523-T1
GF00006207	CHIFNET14NJ214_015021-T1, CHIFNET14NJ214_003974-T1
GF00006208	CHIFNET14NJ214_004032-T1, CHIFNET14NJ214_004262-T1
GF00006209	CHIFNET14NJ214_003029-T1, CHIFNET14NJ214_006450-T1
GF00006210	CHIFNET14NJ214_011682-T1, CHIFNET14NJ214_002844-T1
GF00006211	CHIFNET14NJ214_001426-T1, CHIFNET14NJ214_004804-T1
GF00006212	CHIFNET14NJ214_014850-T1, CHIFNET14NJ214_006233-T1
GF00006213	CHIFNET14NJ214_011685-T1, CHIFNET14NJ214_002840-T1
GF00006214	CHIFNET14NJ214_011400-T1, CHIFNET14NJ214_014921-T1
GF00006215	CHIFNET14NJ214_008732-T1, CHIFNET14NJ214_000713-T1
GF00006216	CHIFNET14NJ214_015025-T1
GF00006217	CHIFNET14NJ214_009135-T1
GF00006218	CHIFNET14NJ214_006323-T1
GF00006219	CHIFNET14NJ214_011469-T1
GF00006220	CHIFNET14NJ214_015338-T1
GF00006221	CHIFNET14NJ214_009226-T1
GF00006222	CHIFNET14NJ214_003052-T1
GF00006223	CHIFNET14NJ214_013918-T1
GF00006224	CHIFNET14NJ214_001543-T1
GF00006225	CHIFNET14NJ214_005424-T1
GF00006226	CHIFNET14NJ214_001847-T1
GF00006227	CHIFNET14NJ214_006296-T1
GF00006228	CHIFNET14NJ214_015609-T1
GF00006229	CHIFNET14NJ214_001676-T1
GF00006230	CHIFNET14NJ214_010795-T1
GF00006231	CHIFNET14NJ214_009495-T1
GF00006232	CHIFNET14NJ214_010700-T1
GF00006233	CHIFNET14NJ214_008949-T1
GF00006234	CHIFNET14NJ214_001929-T1
GF00006235	CHIFNET14NJ214_011441-T1
GF00006236	CHIFNET14NJ214_003071-T1
GF00006237	CHIFNET14NJ214_003314-T1
GF00006238	CHIFNET14NJ214_011123-T1
GF00006239	CHIFNET14NJ214_015638-T1
GF00006240	CHIFNET14NJ214_011422-T1
GF00006241	CHIFNET14NJ214_015643-T1
GF00006242	CHIFNET14NJ214_013802-T1
GF00006243	CHIFNET14NJ214_013404-T1
GF00006244	CHIFNET14NJ214_013383-T1
GF00006245	CHIFNET14NJ214_015052-T1
GF00006246	CHIFNET14NJ214_005047-T1
GF00006247	CHIFNET14NJ214_007737-T1
GF00006248	CHIFNET14NJ214_000168-T1
GF00006249	CHIFNET14NJ214_015671-T1
GF00006250	CHIFNET14NJ214_008027-T1
GF00006251	CHIFNET14NJ214_013629-T1
GF00006252	CHIFNET14NJ214_012742-T1
GF00006253	CHIFNET14NJ214_014933-T1
GF00006254	CHIFNET14NJ214_008726-T1
GF00006255	CHIFNET14NJ214_011660-T1
GF00006256	CHIFNET14NJ214_010470-T1
GF00006257	CHIFNET14NJ214_000152-T1
GF00006258	CHIFNET14NJ214_003037-T1
GF00006259	CHIFNET14NJ214_009939-T1
GF00006260	CHIFNET14NJ214_001925-T1
GF00006261	CHIFNET14NJ214_014944-T1
GF00006262	CHIFNET14NJ214_001924-T1
GF00006263	CHIFNET14NJ214_012754-T1
GF00006264	CHIFNET14NJ214_012272-T1
GF00006265	CHIFNET14NJ214_000151-T1
GF00006266	CHIFNET14NJ214_003156-T1
GF00006267	CHIFNET14NJ214_010696-T1
GF00006268	CHIFNET14NJ214_008081-T1
GF00006269	CHIFNET14NJ214_000805-T1
GF00006270	CHIFNET14NJ214_013231-T1
GF00006271	CHIFNET14NJ214_013477-T1
GF00006272	CHIFNET14NJ214_013587-T1
GF00006273	CHIFNET14NJ214_006299-T1
GF00006274	CHIFNET14NJ214_010121-T1
GF00006275	CHIFNET14NJ214_015544-T1
GF00006276	CHIFNET14NJ214_007836-T1
GF00006277	CHIFNET14NJ214_007317-T1
GF00006278	CHIFNET14NJ214_009980-T1
GF00006279	CHIFNET14NJ214_002639-T1
GF00006280	CHIFNET14NJ214_015593-T1
GF00006281	CHIFNET14NJ214_003857-T1
GF00006282	CHIFNET14NJ214_011009-T1
GF00006283	CHIFNET14NJ214_009177-T1
GF00006284	CHIFNET14NJ214_009941-T1
GF00006285	CHIFNET14NJ214_010540-T1
GF00006286	CHIFNET14NJ214_014391-T1
GF00006287	CHIFNET14NJ214_008029-T1
GF00006288	CHIFNET14NJ214_003520-T1
GF00006289	CHIFNET14NJ214_003368-T1
GF00006290	CHIFNET14NJ214_001538-T1
GF00006291	CHIFNET14NJ214_006560-T1
GF00006292	CHIFNET14NJ214_012722-T1
GF00006293	CHIFNET14NJ214_006297-T1
GF00006294	CHIFNET14NJ214_000724-T1
GF00006295	CHIFNET14NJ214_013183-T1
GF00006296	CHIFNET14NJ214_014482-T1
GF00006297	CHIFNET14NJ214_015678-T1
GF00006298	CHIFNET14NJ214_008756-T1
GF00006299	CHIFNET14NJ214_006688-T1
GF00006300	CHIFNET14NJ214_007128-T1
GF00006301	CHIFNET14NJ214_012056-T1
GF00006302	CHIFNET14NJ214_011853-T1
GF00006303	CHIFNET14NJ214_008028-T1
GF00006304	CHIFNET14NJ214_015303-T1
GF00006305	CHIFNET14NJ214_006558-T1
GF00006306	CHIFNET14NJ214_014275-T1
GF00006307	CHIFNET14NJ214_002695-T1
GF00006308	CHIFNET14NJ214_008205-T1
GF00006309	CHIFNET14NJ214_005190-T1
GF00006310	CHIFNET14NJ214_012077-T1
GF00006311	CHIFNET14NJ214_002606-T1
GF00006312	CHIFNET14NJ214_005452-T1
GF00006313	CHIFNET14NJ214_015603-T1
GF00006314	CHIFNET14NJ214_005082-T1
GF00006315	CHIFNET14NJ214_015677-T1
GF00006316	CHIFNET14NJ214_015621-T1
GF00006317	CHIFNET14NJ214_003001-T1
GF00006318	CHIFNET14NJ214_011613-T1
GF00006319	CHIFNET14NJ214_006566-T1
GF00006320	CHIFNET14NJ214_012004-T1
GF00006321	CHIFNET14NJ214_008351-T1
GF00006322	CHIFNET14NJ214_006474-T1
GF00006323	CHIFNET14NJ214_011369-T1
GF00006324	CHIFNET14NJ214_014462-T1
GF00006325	CHIFNET14NJ214_012543-T1
GF00006326	CHIFNET14NJ214_009889-T1
GF00006327	CHIFNET14NJ214_015680-T1
GF00006328	CHIFNET14NJ214_012106-T1
GF00006329	CHIFNET14NJ214_013003-T1
GF00006330	CHIFNET14NJ214_000620-T1
GF00006331	CHIFNET14NJ214_004243-T1
GF00006332	CHIFNET14NJ214_015459-T1
GF00006333	CHIFNET14NJ214_013621-T1
GF00006334	CHIFNET14NJ214_006351-T1
GF00006335	CHIFNET14NJ214_010451-T1
GF00006336	CHIFNET14NJ214_007170-T1
GF00006337	CHIFNET14NJ214_008367-T1
GF00006338	CHIFNET14NJ214_015501-T1
GF00006339	CHIFNET14NJ214_014789-T1
GF00006340	CHIFNET14NJ214_002694-T1
GF00006341	CHIFNET14NJ214_000169-T1
GF00006342	CHIFNET14NJ214_008273-T1
GF00006343	CHIFNET14NJ214_011818-T1
GF00006344	CHIFNET14NJ214_015597-T1
GF00006345	CHIFNET14NJ214_014876-T1
GF00006346	CHIFNET14NJ214_015056-T1
GF00006347	CHIFNET14NJ214_014959-T1
GF00006348	CHIFNET14NJ214_007245-T1
GF00006349	CHIFNET14NJ214_001927-T1
GF00006350	CHIFNET14NJ214_010547-T1
GF00006351	CHIFNET14NJ214_000262-T1
GF00006352	CHIFNET14NJ214_003204-T1
GF00006353	CHIFNET14NJ214_015492-T1
GF00006354	CHIFNET14NJ214_001542-T1
GF00006355	CHIFNET14NJ214_001637-T1
GF00006356	CHIFNET14NJ214_015482-T1
GF00006357	CHIFNET14NJ214_002426-T1
GF00006358	CHIFNET14NJ214_015640-T1
GF00006359	CHIFNET14NJ214_004368-T1
GF00006360	CHIFNET14NJ214_007373-T1
GF00006361	CHIFNET14NJ214_013227-T1
GF00006362	CHIFNET14NJ214_003555-T1
GF00006363	CHIFNET14NJ214_012977-T1
GF00006364	CHIFNET14NJ214_015050-T1
GF00006365	CHIFNET14NJ214_007044-T1
GF00006366	CHIFNET14NJ214_000281-T1
GF00006367	CHIFNET14NJ214_008775-T1
GF00006368	CHIFNET14NJ214_008610-T1
GF00006369	CHIFNET14NJ214_012752-T1
GF00006370	CHIFNET14NJ214_007389-T1
GF00006371	CHIFNET14NJ214_015587-T1
GF00006372	CHIFNET14NJ214_001926-T1
GF00006373	CHIFNET14NJ214_012476-T1
GF00006374	CHIFNET14NJ214_010118-T1
GF00006375	CHIFNET14NJ214_001153-T1
GF00006376	CHIFNET14NJ214_006076-T1
GF00006377	CHIFNET14NJ214_009979-T1
GF00006378	CHIFNET14NJ214_004269-T1
GF00006379	CHIFNET14NJ214_014550-T1
GF00006380	CHIFNET14NJ214_015107-T1
GF00006381	CHIFNET14NJ214_015326-T1
GF00006382	CHIFNET14NJ214_015576-T1
GF00006383	CHIFNET14NJ214_006322-T1
GF00006384	CHIFNET14NJ214_011372-T1
GF00006385	CHIFNET14NJ214_011531-T1
GF00006386	CHIFNET14NJ214_014977-T1
GF00006387	CHIFNET14NJ214_012643-T1
GF00006388	CHIFNET14NJ214_006714-T1
GF00006389	CHIFNET14NJ214_008776-T1
GF00006390	CHIFNET14NJ214_013935-T1
GF00006391	CHIFNET14NJ214_009695-T1
GF00006392	CHIFNET14NJ214_002156-T1
GF00006393	CHIFNET14NJ214_008297-T1
GF00006394	CHIFNET14NJ214_014467-T1
GF00006395	CHIFNET14NJ214_006572-T1
GF00006396	CHIFNET14NJ214_014780-T1
GF00006397	CHIFNET14NJ214_010113-T1
GF00006398	CHIFNET14NJ214_010701-T1
GF00006399	CHIFNET14NJ214_011248-T1
GF00006400	CHIFNET14NJ214_001726-T1
GF00006401	CHIFNET14NJ214_006559-T1
GF00006402	CHIFNET14NJ214_001328-T1
GF00006403	CHIFNET14NJ214_012691-T1
GF00006404	CHIFNET14NJ214_004725-T1
GF00006405	CHIFNET14NJ214_014965-T1
GF00006406	CHIFNET14NJ214_006903-T1
GF00006407	CHIFNET14NJ214_007231-T1
GF00006408	CHIFNET14NJ214_001012-T1
GF00006409	CHIFNET14NJ214_011470-T1
GF00006410	CHIFNET14NJ214_015679-T1
GF00006411	CHIFNET14NJ214_004964-T1
GF00006412	CHIFNET14NJ214_000083-T1
GF00006413	CHIFNET14NJ214_008777-T1
GF00006414	CHIFNET14NJ214_013610-T1
GF00006415	CHIFNET14NJ214_012330-T1
GF00006416	CHIFNET14NJ214_008612-T1
GF00006417	CHIFNET14NJ214_009581-T1
GF00006418	CHIFNET14NJ214_010394-T1
GF00006419	CHIFNET14NJ214_000170-T1
GF00006420	CHIFNET14NJ214_015407-T1
GF00006421	CHIFNET14NJ214_003867-T1
GF00006422	CHIFNET14NJ214_000166-T1
GF00006423	CHIFNET14NJ214_000709-T1
GF00006424	CHIFNET14NJ214_005514-T1
GF00006425	CHIFNET14NJ214_003159-T1
GF00006426	CHIFNET14NJ214_008126-T1
GF00006427	CHIFNET14NJ214_012305-T1
GF00006428	CHIFNET14NJ214_009542-T1
GF00006429	CHIFNET14NJ214_006298-T1
GF00006430	CHIFNET14NJ214_006210-T1
GF00006431	CHIFNET14NJ214_014410-T1
GF00006432	CHIFNET14NJ214_000200-T1
GF00006433	CHIFNET14NJ214_014825-T1
GF00006434	CHIFNET14NJ214_008785-T1
GF00006435	CHIFNET14NJ214_008294-T1
GF00006436	CHIFNET14NJ214_009602-T1
GF00006437	CHIFNET14NJ214_012743-T1
GF00006438	CHIFNET14NJ214_002784-T1
GF00006439	CHIFNET14NJ214_015265-T1
GF00006440	CHIFNET14NJ214_002600-T1
GF00006441	CHIFNET14NJ214_011136-T1
GF00006442	CHIFNET14NJ214_001694-T1
GF00006443	CHIFNET14NJ214_012727-T1
GF00006444	CHIFNET14NJ214_005638-T1
GF00006445	CHIFNET14NJ214_015651-T1
GF00006446	CHIFNET14NJ214_004598-T1
GF00006447	CHIFNET14NJ214_005926-T1
GF00006448	CHIFNET14NJ214_011908-T1
GF00006449	CHIFNET14NJ214_015224-T1
GF00006450	CHIFNET14NJ214_013228-T1
GF00006451	CHIFNET14NJ214_014181-T1
GF00006452	CHIFNET14NJ214_009940-T1
GF00006453	CHIFNET14NJ214_001457-T1
GF00006454	CHIFNET14NJ214_011380-T1
GF00006455	CHIFNET14NJ214_015124-T1
GF00006456	CHIFNET14NJ214_006571-T1
GF00006457	CHIFNET14NJ214_014785-T1
GF00006458	CHIFNET14NJ214_005299-T1
GF00006459	CHIFNET14NJ214_000313-T1
GF00006460	CHIFNET14NJ214_012740-T1
GF00006461	CHIFNET14NJ214_005981-T1
GF00006462	CHIFNET14NJ214_007306-T1
GF00006463	CHIFNET14NJ214_012138-T1
GF00006464	CHIFNET14NJ214_012747-T1
GF00006465	CHIFNET14NJ214_010120-T1
GF00006466	CHIFNET14NJ214_006433-T1
GF00006467	CHIFNET14NJ214_010126-T1
GF00006468	CHIFNET14NJ214_001151-T1
GF00006469	CHIFNET14NJ214_008665-T1
GF00006470	CHIFNET14NJ214_013675-T1
GF00006471	CHIFNET14NJ214_001626-T1
GF00006472	CHIFNET14NJ214_006289-T1
GF00006473	CHIFNET14NJ214_003742-T1
GF00006474	CHIFNET14NJ214_000211-T1
GF00006475	CHIFNET14NJ214_006243-T1
GF00006476	CHIFNET14NJ214_015627-T1
GF00006477	CHIFNET14NJ214_009496-T1
GF00006478	CHIFNET14NJ214_006983-T1
GF00006479	CHIFNET14NJ214_002137-T1
GF00006480	CHIFNET14NJ214_001883-T1
GF00006481	CHIFNET14NJ214_014919-T1
GF00006482	CHIFNET14NJ214_010489-T1
GF00006483	CHIFNET14NJ214_009085-T1
GF00006484	CHIFNET14NJ214_007599-T1
GF00006485	CHIFNET14NJ214_007751-T1
GF00006486	CHIFNET14NJ214_011044-T1
GF00006487	CHIFNET14NJ214_015267-T1
GF00006488	CHIFNET14NJ214_002419-T1
GF00006489	CHIFNET14NJ214_004693-T1
GF00006490	CHIFNET14NJ214_010348-T1
GF00006491	CHIFNET14NJ214_013617-T1
GF00006492	CHIFNET14NJ214_008784-T1
GF00006493	CHIFNET14NJ214_012204-T1
GF00006494	CHIFNET14NJ214_005263-T1
GF00006495	CHIFNET14NJ214_003783-T1
GF00006496	CHIFNET14NJ214_012725-T1
GF00006497	CHIFNET14NJ214_015630-T1
GF00006498	CHIFNET14NJ214_001530-T1
GF00006499	CHIFNET14NJ214_005841-T1
GF00006500	CHIFNET14NJ214_012741-T1
GF00006501	CHIFNET14NJ214_009831-T1
GF00006502	CHIFNET14NJ214_015557-T1
GF00006503	CHIFNET14NJ214_010695-T1
GF00006504	CHIFNET14NJ214_005028-T1
GF00006505	CHIFNET14NJ214_008043-T1
GF00006506	CHIFNET14NJ214_006875-T1
GF00006507	CHIFNET14NJ214_015565-T1
GF00006508	CHIFNET14NJ214_014513-T1
GF00006509	CHIFNET14NJ214_006570-T1
GF00006510	CHIFNET14NJ214_011249-T1
GF00006511	CHIFNET14NJ214_009913-T1
GF00006512	CHIFNET14NJ214_011378-T1
GF00006513	CHIFNET14NJ214_014935-T1
GF00006514	CHIFNET14NJ214_013754-T1
GF00006515	CHIFNET14NJ214_008611-T1
GF00006516	CHIFNET14NJ214_013755-T1
GF00006517	CHIFNET14NJ214_006764-T1
GF00006518	CHIFNET14NJ214_001928-T1
GF00006519	CHIFNET14NJ214_008352-T1
GF00006520	CHIFNET14NJ214_005637-T1
GF00006521	CHIFNET14NJ214_009944-T1
GF00006522	CHIFNET14NJ214_011911-T1
GF00006523	CHIFNET14NJ214_012630-T1
