	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004872	TFCN152A1_012502-T1	DBVPG3775_007497-T1
GF00004873	TFCN152A1_012503-T1	DBVPG3775_007496-T1
GF00004874	TFCN152A1_012735-T1	DBVPG3775_004834-T1
GF00004875	TFCN152A1_012535-T1	DBVPG3775_004835-T1
GF00004876	TFCN152A1_012536-T1	DBVPG3775_004836-T1
GF00004877	TFCN152A1_012732-T1	DBVPG3775_004837-T1
GF00004878	TFCN152A1_012731-T1	DBVPG3775_004838-T1
GF00004879	TFCN152A1_012730-T1	DBVPG3775_004839-T1
GF00004880	TFCN152A1_012540-T1	DBVPG3775_004840-T1
GF00004881	TFCN152A1_012541-T1	DBVPG3775_004841-T1
GF00004882	TFCN152A1_012596-T1	DBVPG3775_006549-T1
GF00004883	TFCN152A1_012801-T1	DBVPG3775_006547-T1
GF00004884	TFCN152A1_012601-T1	DBVPG3775_006542-T1
GF00004885	TFCN152A1_012694-T1	DBVPG3775_000696-T1
GF00004886	TFCN152A1_012643-T1	DBVPG3775_000697-T1
GF00004887	TFCN152A1_012646-T1	DBVPG3775_000700-T1
GF00004888	TFCN152A1_012650-T1	DBVPG3775_000704-T1
GF00004889	TFCN152A1_012825-T1	DBVPG3775_007286-T1
GF00004890	TFCN152A1_012826-T1	DBVPG3775_007287-T1
GF00004891	TFCN152A1_012827-T1	DBVPG3775_007288-T1
GF00004892	TFCN152A1_012828-T1	DBVPG3775_007290-T1
GF00004893	TFCN152A1_012858-T1	DBVPG3775_001754-T1
GF00004894	TFCN152A1_013020-T1	DBVPG3775_003387-T1
GF00004895	TFCN152A1_013021-T1	DBVPG3775_003388-T1
GF00004896	TFCN152A1_013022-T1	DBVPG3775_003389-T1
GF00004897	TFCN152A1_013037-T1	DBVPG3775_007563-T1
GF00004898	TFCN152A1_013074-T1	DBVPG3775_007555-T1
GF00004899	TFCN152A1_001665-T1	DBVPG3775_000494-T1
GF00004900	TFCN152A1_001686-T1	DBVPG3775_000518-T1
GF00004901	TFCN152A1_001689-T1	DBVPG3775_000523-T1
GF00004902	TFCN152A1_003812-T1	DBVPG3775_002188-T1
GF00004903	TFCN152A1_004435-T1	DBVPG3775_002801-T1
GF00004904	TFCN152A1_008635-T1	DBVPG3775_003839-T1
GF00004905	TFCN152A1_003752-T1	DBVPG3775_004965-T1
GF00004906	TFCN152A1_005992-T1	DBVPG3775_005935-T1
GF00004907	TFCN152A1_002468-T1	DBVPG3775_006051-T1
GF00004908	TFCN152A1_002021-T1	DBVPG3775_006082-T1
GF00004909	TFCN152A1_013148-T1	DBVPG3775_006083-T1
GF00004910	TFCN152A1_010980-T1	DBVPG3775_006135-T1
GF00004911	TFCN152A1_001989-T1	DBVPG3775_006402-T1
GF00004912	TFCN152A1_011306-T1	DBVPG3775_007042-T1
GF00004913	TFCN152A1_010877-T1	DBVPG3775_007244-T1
GF00004914	TFCN152A1_000003-T1	
GF00004915	TFCN152A1_000487-T1	
GF00004916	TFCN152A1_000513-T1	
GF00004917	TFCN152A1_004090-T1	DBVPG3775_004194-T1
GF00004918	TFCN152A1_010474-T1	DBVPG3775_000169-T1
GF00004919	TFCN152A1_001881-T1	
GF00004920	TFCN152A1_002191-T1	DBVPG3775_003001-T1
GF00004921	TFCN152A1_002283-T1	DBVPG3775_002891-T1
GF00004922	TFCN152A1_002976-T1	
GF00004923	TFCN152A1_003339-T1	
GF00004924	TFCN152A1_004370-T1	
GF00004925	TFCN152A1_004381-T1	DBVPG3775_001491-T1
GF00004926	TFCN152A1_012148-T1	DBVPG3775_002768-T1
GF00004927	TFCN152A1_004474-T1	
GF00004928	TFCN152A1_004964-T1	
GF00004929	TFCN152A1_006055-T1	
GF00004930	TFCN152A1_012109-T1	DBVPG3775_006815-T1
GF00004931	TFCN152A1_009851-T1	DBVPG3775_003335-T1
GF00004932	TFCN152A1_006734-T1	
GF00004933	TFCN152A1_006732-T1	
GF00004934	TFCN152A1_009267-T1	
GF00004935	TFCN152A1_007450-T1	DBVPG3775_004390-T1
GF00004936	TFCN152A1_007767-T1	DBVPG3775_001508-T1
GF00004937	TFCN152A1_008068-T1	
GF00004938	TFCN152A1_011009-T1	DBVPG3775_006831-T1
GF00004939	TFCN152A1_008993-T1	DBVPG3775_003416-T1
GF00004940	TFCN152A1_013070-T1	
GF00004941	TFCN152A1_012689-T1	DBVPG3775_004576-T1
GF00004942	TFCN152A1_011717-T1	DBVPG3775_006660-T1
GF00004943	TFCN152A1_013058-T1	DBVPG3775_007596-T1
GF00004944	TFCN152A1_013179-T1	
GF00004945	TFCN152A1_013246-T1	
GF00004946	TFCN152A1_006762-T1	DBVPG3775_000010-T1
GF00004947	TFCN152A1_001718-T1	DBVPG3775_000044-T1
GF00004948	TFCN152A1_006033-T1	DBVPG3775_000062-T1
GF00004949	TFCN152A1_006032-T1	DBVPG3775_000063-T1
GF00004950	TFCN152A1_001790-T1	DBVPG3775_000130-T1
GF00004951	TFCN152A1_010476-T1	DBVPG3775_000166-T1
GF00004952	TFCN152A1_002973-T1	DBVPG3775_000211-T1
GF00004953	TFCN152A1_003037-T1	DBVPG3775_000281-T1
GF00004954	TFCN152A1_003618-T1	DBVPG3775_000369-T1
GF00004955	TFCN152A1_003492-T1	DBVPG3775_000420-T1
GF00004956	TFCN152A1_001652-T1	DBVPG3775_000479-T1
GF00004957	TFCN152A1_001653-T1	DBVPG3775_000480-T1
GF00004958	TFCN152A1_001654-T1	DBVPG3775_000481-T1
GF00004959	TFCN152A1_001655-T1	DBVPG3775_000482-T1
GF00004960	TFCN152A1_001664-T1	DBVPG3775_000493-T1
GF00004961	TFCN152A1_001666-T1	DBVPG3775_000496-T1
GF00004962	TFCN152A1_001683-T1	DBVPG3775_000515-T1
GF00004963	TFCN152A1_001684-T1	DBVPG3775_000516-T1
GF00004964	TFCN152A1_001685-T1	DBVPG3775_000517-T1
GF00004965	TFCN152A1_001687-T1	DBVPG3775_000520-T1
GF00004966	TFCN152A1_001688-T1	DBVPG3775_000521-T1
GF00004967	TFCN152A1_001690-T1	DBVPG3775_000524-T1
GF00004968	TFCN152A1_001691-T1	DBVPG3775_000525-T1
GF00004969	TFCN152A1_001692-T1	DBVPG3775_000526-T1
GF00004970	TFCN152A1_001694-T1	DBVPG3775_000529-T1
GF00004971	TFCN152A1_001695-T1	DBVPG3775_000530-T1
GF00004972	TFCN152A1_001696-T1	DBVPG3775_000531-T1
GF00004973	TFCN152A1_001697-T1	DBVPG3775_000532-T1
GF00004974	TFCN152A1_001698-T1	DBVPG3775_000533-T1
GF00004975	TFCN152A1_001699-T1	DBVPG3775_000534-T1
GF00004976	TFCN152A1_001701-T1	DBVPG3775_000537-T1
GF00004977	TFCN152A1_001702-T1	DBVPG3775_000538-T1
GF00004978	TFCN152A1_001703-T1	DBVPG3775_000539-T1
GF00004979	TFCN152A1_001704-T1	DBVPG3775_000541-T1
GF00004980	TFCN152A1_001705-T1	DBVPG3775_000542-T1
GF00004981	TFCN152A1_001707-T1	DBVPG3775_000544-T1
GF00004982	TFCN152A1_001708-T1	DBVPG3775_000545-T1
GF00004983	TFCN152A1_001710-T1	DBVPG3775_000547-T1
GF00004984	TFCN152A1_001711-T1	DBVPG3775_000548-T1
GF00004985	TFCN152A1_001712-T1	DBVPG3775_000549-T1
GF00004986	TFCN152A1_013180-T1	DBVPG3775_000551-T1
GF00004987	TFCN152A1_012856-T1	DBVPG3775_000552-T1
GF00004988	TFCN152A1_011297-T1	DBVPG3775_000560-T1
GF00004989	TFCN152A1_009820-T1	DBVPG3775_000637-T1
GF00004990	TFCN152A1_010138-T1	DBVPG3775_000689-T1
GF00004991	TFCN152A1_008801-T1	DBVPG3775_000719-T1
GF00004992	TFCN152A1_010399-T1	DBVPG3775_000819-T1
GF00004993	TFCN152A1_004854-T1	DBVPG3775_000886-T1
GF00004994	TFCN152A1_004848-T1	DBVPG3775_000892-T1
GF00004995	TFCN152A1_004837-T1	DBVPG3775_000905-T1
GF00004996	TFCN152A1_011818-T1	DBVPG3775_001026-T1
GF00004997	TFCN152A1_011816-T1	DBVPG3775_001028-T1
GF00004998	TFCN152A1_011815-T1	DBVPG3775_001029-T1
GF00004999	TFCN152A1_011814-T1	DBVPG3775_001030-T1
GF00005000	TFCN152A1_011813-T1	DBVPG3775_001031-T1
GF00005001	TFCN152A1_011812-T1	DBVPG3775_001032-T1
GF00005002	TFCN152A1_011811-T1	DBVPG3775_001033-T1
GF00005003	TFCN152A1_004044-T1	DBVPG3775_001043-T1
GF00005004	TFCN152A1_007013-T1	DBVPG3775_001063-T1
GF00005005	TFCN152A1_006994-T1	DBVPG3775_001084-T1
GF00005006	TFCN152A1_000831-T1	DBVPG3775_001141-T1
GF00005007	TFCN152A1_000376-T1	DBVPG3775_001170-T1
GF00005008	TFCN152A1_000799-T1	DBVPG3775_001177-T1
GF00005009	TFCN152A1_000788-T1	DBVPG3775_001188-T1
GF00005010	TFCN152A1_000741-T1	DBVPG3775_001237-T1
GF00005011	TFCN152A1_000709-T1	DBVPG3775_001275-T1
GF00005012	TFCN152A1_000687-T1	DBVPG3775_001301-T1
GF00005013	TFCN152A1_000684-T1	DBVPG3775_001304-T1
GF00005014	TFCN152A1_002318-T1	DBVPG3775_001345-T1
GF00005015	TFCN152A1_011853-T1	DBVPG3775_001391-T1
GF00005016	TFCN152A1_004298-T1	DBVPG3775_001400-T1
GF00005017	TFCN152A1_004343-T1	DBVPG3775_001450-T1
GF00005018	TFCN152A1_004367-T1	DBVPG3775_001478-T1
GF00005019	TFCN152A1_004382-T1	DBVPG3775_001492-T1
GF00005020	TFCN152A1_004384-T1	DBVPG3775_001493-T1
GF00005021	TFCN152A1_007734-T1	DBVPG3775_001558-T1
GF00005022	TFCN152A1_010536-T1	DBVPG3775_001605-T1
GF00005023	TFCN152A1_002917-T1	DBVPG3775_001714-T1
GF00005024	TFCN152A1_006337-T1	DBVPG3775_001784-T1
GF00005025	TFCN152A1_007579-T1	DBVPG3775_001881-T1
GF00005026	TFCN152A1_005236-T1	DBVPG3775_001983-T1
GF00005027	TFCN152A1_011903-T1	DBVPG3775_001996-T1
GF00005028	TFCN152A1_012467-T1	DBVPG3775_002061-T1
GF00005029	TFCN152A1_011448-T1	DBVPG3775_002070-T1
GF00005030	TFCN152A1_003864-T1	DBVPG3775_002129-T1
GF00005031	TFCN152A1_003848-T1	DBVPG3775_002146-T1
GF00005032	TFCN152A1_003821-T1	DBVPG3775_002176-T1
GF00005033	TFCN152A1_005657-T1	DBVPG3775_002208-T1
GF00005034	TFCN152A1_005683-T1	DBVPG3775_002234-T1
GF00005035	TFCN152A1_007691-T1	DBVPG3775_002286-T1
GF00005036	TFCN152A1_009869-T1	DBVPG3775_002331-T1
GF00005037	TFCN152A1_009870-T1	DBVPG3775_002332-T1
GF00005038	TFCN152A1_011386-T1	DBVPG3775_002354-T1
GF00005039	TFCN152A1_007850-T1	DBVPG3775_002385-T1
GF00005040	TFCN152A1_007849-T1	DBVPG3775_002386-T1
GF00005041	TFCN152A1_002676-T1	DBVPG3775_002393-T1
GF00005042	TFCN152A1_001225-T1	DBVPG3775_002411-T1
GF00005043	TFCN152A1_002705-T1	DBVPG3775_002430-T1
GF00005044	TFCN152A1_002718-T1	DBVPG3775_002445-T1
GF00005045	TFCN152A1_012455-T1	DBVPG3775_002509-T1
GF00005046	TFCN152A1_010369-T1	DBVPG3775_002562-T1
GF00005047	TFCN152A1_006284-T1	DBVPG3775_002724-T1
GF00005048	TFCN152A1_006288-T1	DBVPG3775_002727-T1
GF00005049	TFCN152A1_004387-T1	DBVPG3775_002732-T1
GF00005050	TFCN152A1_012149-T1	DBVPG3775_002767-T1
GF00005051	TFCN152A1_012652-T1	DBVPG3775_002790-T1
GF00005052	TFCN152A1_011224-T1	DBVPG3775_002877-T1
GF00005053	TFCN152A1_007671-T1	DBVPG3775_002968-T1
GF00005054	TFCN152A1_005462-T1	DBVPG3775_002990-T1
GF00005055	TFCN152A1_004676-T1	DBVPG3775_003010-T1
GF00005056	TFCN152A1_004671-T1	DBVPG3775_003016-T1
GF00005057	TFCN152A1_001484-T1	DBVPG3775_003062-T1
GF00005058	TFCN152A1_001382-T1	DBVPG3775_003158-T1
GF00005059	TFCN152A1_009423-T1	DBVPG3775_003204-T1
GF00005060	TFCN152A1_011792-T1	DBVPG3775_003254-T1
GF00005061	TFCN152A1_012847-T1	DBVPG3775_003276-T1
GF00005062	TFCN152A1_010933-T1	DBVPG3775_003377-T1
GF00005063	TFCN152A1_009016-T1	DBVPG3775_003443-T1
GF00005064	TFCN152A1_012750-T1	DBVPG3775_003446-T1
GF00005065	TFCN152A1_012749-T1	DBVPG3775_003447-T1
GF00005066	TFCN152A1_012748-T1	DBVPG3775_003448-T1
GF00005067	TFCN152A1_012746-T1	DBVPG3775_003449-T1
GF00005068	TFCN152A1_012745-T1	DBVPG3775_003450-T1
GF00005069	TFCN152A1_012742-T1	DBVPG3775_003455-T1
GF00005070	TFCN152A1_012741-T1	DBVPG3775_003457-T1
GF00005071	TFCN152A1_007836-T1	DBVPG3775_003531-T1
GF00005072	TFCN152A1_010554-T1	DBVPG3775_003541-T1
GF00005073	TFCN152A1_010553-T1	DBVPG3775_003543-T1
GF00005074	TFCN152A1_012297-T1	DBVPG3775_003545-T1
GF00005075	TFCN152A1_012298-T1	DBVPG3775_003546-T1
GF00005076	TFCN152A1_012299-T1	DBVPG3775_003547-T1
GF00005077	TFCN152A1_012300-T1	DBVPG3775_003548-T1
GF00005078	TFCN152A1_012301-T1	DBVPG3775_003549-T1
GF00005079	TFCN152A1_012302-T1	DBVPG3775_003550-T1
GF00005080	TFCN152A1_012303-T1	DBVPG3775_003551-T1
GF00005081	TFCN152A1_012304-T1	DBVPG3775_003552-T1
GF00005082	TFCN152A1_012305-T1	DBVPG3775_003553-T1
GF00005083	TFCN152A1_012306-T1	DBVPG3775_003554-T1
GF00005084	TFCN152A1_012307-T1	DBVPG3775_003555-T1
GF00005085	TFCN152A1_012308-T1	DBVPG3775_003556-T1
GF00005086	TFCN152A1_003245-T1	DBVPG3775_003640-T1
GF00005087	TFCN152A1_007877-T1	DBVPG3775_003644-T1
GF00005088	TFCN152A1_010433-T1	DBVPG3775_003690-T1
GF00005089	TFCN152A1_010434-T1	DBVPG3775_003691-T1
GF00005090	TFCN152A1_004727-T1	DBVPG3775_003773-T1
GF00005091	TFCN152A1_004729-T1	DBVPG3775_003775-T1
GF00005092	TFCN152A1_004747-T1	DBVPG3775_003795-T1
GF00005093	TFCN152A1_004754-T1	DBVPG3775_003803-T1
GF00005094	TFCN152A1_010197-T1	DBVPG3775_003942-T1
GF00005095	TFCN152A1_007143-T1	DBVPG3775_004053-T1
GF00005096	TFCN152A1_004097-T1	DBVPG3775_004186-T1
GF00005097	TFCN152A1_011604-T1	DBVPG3775_004259-T1
GF00005098	TFCN152A1_010224-T1	DBVPG3775_004261-T1
GF00005099	TFCN152A1_010223-T1	DBVPG3775_004262-T1
GF00005100	TFCN152A1_010207-T1	DBVPG3775_004279-T1
GF00005101	TFCN152A1_010201-T1	DBVPG3775_004285-T1
GF00005102	TFCN152A1_006947-T1	DBVPG3775_004305-T1
GF00005103	TFCN152A1_006942-T1	DBVPG3775_004310-T1
GF00005104	TFCN152A1_006929-T1	DBVPG3775_004323-T1
GF00005105	TFCN152A1_006918-T1	DBVPG3775_004336-T1
GF00005106	TFCN152A1_005284-T1	DBVPG3775_004419-T1
GF00005107	TFCN152A1_005285-T1	DBVPG3775_004420-T1
GF00005108	TFCN152A1_003456-T1	DBVPG3775_004444-T1
GF00005109	TFCN152A1_011174-T1	DBVPG3775_004486-T1
GF00005110	TFCN152A1_012407-T1	DBVPG3775_004593-T1
GF00005111	TFCN152A1_009159-T1	DBVPG3775_004625-T1
GF00005112	TFCN152A1_011675-T1	DBVPG3775_004628-T1
GF00005113	TFCN152A1_011676-T1	DBVPG3775_004629-T1
GF00005114	TFCN152A1_006639-T1	DBVPG3775_004648-T1
GF00005115	TFCN152A1_006623-T1	DBVPG3775_004664-T1
GF00005116	TFCN152A1_007356-T1	DBVPG3775_004674-T1
GF00005117	TFCN152A1_006895-T1	DBVPG3775_004718-T1
GF00005118	TFCN152A1_005699-T1	DBVPG3775_004726-T1
GF00005119	TFCN152A1_006854-T1	DBVPG3775_004767-T1
GF00005120	TFCN152A1_011052-T1	DBVPG3775_004785-T1
GF00005121	TFCN152A1_010013-T1	DBVPG3775_004853-T1
GF00005122	TFCN152A1_009410-T1	DBVPG3775_004894-T1
GF00005123	TFCN152A1_009519-T1	DBVPG3775_004934-T1
GF00005124	TFCN152A1_003751-T1	DBVPG3775_004966-T1
GF00005125	TFCN152A1_003735-T1	DBVPG3775_004986-T1
GF00005126	TFCN152A1_001587-T1	DBVPG3775_005141-T1
GF00005127	TFCN152A1_002540-T1	DBVPG3775_005150-T1
GF00005128	TFCN152A1_002564-T1	DBVPG3775_005178-T1
GF00005129	TFCN152A1_002129-T1	DBVPG3775_005198-T1
GF00005130	TFCN152A1_012270-T1	DBVPG3775_005296-T1
GF00005131	TFCN152A1_001942-T1	DBVPG3775_005316-T1
GF00005132	TFCN152A1_012362-T1	DBVPG3775_005352-T1
GF00005133	TFCN152A1_012363-T1	DBVPG3775_005353-T1
GF00005134	TFCN152A1_010276-T1	DBVPG3775_005377-T1
GF00005135	TFCN152A1_001883-T1	DBVPG3775_005454-T1
GF00005136	TFCN152A1_008352-T1	DBVPG3775_005494-T1
GF00005137	TFCN152A1_008535-T1	DBVPG3775_005518-T1
GF00005138	TFCN152A1_002354-T1	DBVPG3775_005582-T1
GF00005139	TFCN152A1_006135-T1	DBVPG3775_005646-T1
GF00005140	TFCN152A1_009178-T1	DBVPG3775_005689-T1
GF00005141	TFCN152A1_001069-T1	DBVPG3775_005808-T1
GF00005142	TFCN152A1_001105-T1	DBVPG3775_005848-T1
GF00005143	TFCN152A1_005940-T1	DBVPG3775_005878-T1
GF00005144	TFCN152A1_005965-T1	DBVPG3775_005904-T1
GF00005145	TFCN152A1_005993-T1	DBVPG3775_005937-T1
GF00005146	TFCN152A1_013215-T1	DBVPG3775_005950-T1
GF00005147	TFCN152A1_012374-T1	DBVPG3775_006114-T1
GF00005148	TFCN152A1_010976-T1	DBVPG3775_006130-T1
GF00005149	TFCN152A1_003974-T1	DBVPG3775_006188-T1
GF00005150	TFCN152A1_003962-T1	DBVPG3775_006204-T1
GF00005151	TFCN152A1_003956-T1	DBVPG3775_006211-T1
GF00005152	TFCN152A1_006730-T1	DBVPG3775_006223-T1
GF00005153	TFCN152A1_003124-T1	DBVPG3775_006287-T1
GF00005154	TFCN152A1_003105-T1	DBVPG3775_006309-T1
GF00005155	TFCN152A1_003102-T1	DBVPG3775_006313-T1
GF00005156	TFCN152A1_003101-T1	DBVPG3775_006314-T1
GF00005157	TFCN152A1_007882-T1	DBVPG3775_006338-T1
GF00005158	TFCN152A1_012600-T1	DBVPG3775_006543-T1
GF00005159	TFCN152A1_004636-T1	DBVPG3775_006561-T1
GF00005160	TFCN152A1_004626-T1	DBVPG3775_006574-T1
GF00005161	TFCN152A1_011783-T1	DBVPG3775_006588-T1
GF00005162	TFCN152A1_012932-T1	DBVPG3775_006650-T1
GF00005163	TFCN152A1_009647-T1	DBVPG3775_006685-T1
GF00005164	TFCN152A1_010994-T1	DBVPG3775_006774-T1
GF00005165	TFCN152A1_013050-T1	DBVPG3775_006902-T1
GF00005166	TFCN152A1_001966-T1	DBVPG3775_006918-T1
GF00005167	TFCN152A1_002076-T1	DBVPG3775_007129-T1
GF00005168	TFCN152A1_004039-T1	DBVPG3775_007166-T1
GF00005169	TFCN152A1_011952-T1	DBVPG3775_007302-T1
GF00005170	TFCN152A1_012918-T1	DBVPG3775_007356-T1
GF00005171	TFCN152A1_011116-T1	DBVPG3775_007419-T1
GF00005172	TFCN152A1_012010-T1	DBVPG3775_007438-T1
GF00005173	TFCN152A1_012989-T1	DBVPG3775_007527-T1
GF00005174	TFCN152A1_013122-T1	DBVPG3775_007529-T1
GF00005175	TFCN152A1_013130-T1	DBVPG3775_007560-T1
GF00005176		DBVPG3775_000909-T1
GF00005177		DBVPG3775_004725-T1
GF00005178		DBVPG3775_006347-T1
GF00005179		DBVPG3775_000488-T1
GF00005180	TFCN152A1_011222-T1	
GF00005181	TFCN152A1_002496-T1	
GF00005182	TFCN152A1_013233-T1	
GF00005183		DBVPG3775_005616-T1
GF00005184	TFCN152A1_013166-T1	
GF00005185		DBVPG3775_006337-T1
GF00005186	TFCN152A1_010511-T1	
GF00005187	TFCN152A1_011031-T1	
GF00005188		DBVPG3775_002047-T1
GF00005189		DBVPG3775_007481-T1
GF00005190		DBVPG3775_007586-T1
GF00005191		DBVPG3775_000473-T1
GF00005192		DBVPG3775_007403-T1
GF00005193	TFCN152A1_012583-T1	
GF00005194		DBVPG3775_001520-T1
GF00005195	TFCN152A1_013160-T1	
GF00005196		DBVPG3775_000536-T1
GF00005197		DBVPG3775_002590-T1
GF00005198		DBVPG3775_006808-T1
GF00005199		DBVPG3775_004073-T1
GF00005200		DBVPG3775_002384-T1
GF00005201		DBVPG3775_001572-T1
GF00005202		DBVPG3775_005763-T1
GF00005203	TFCN152A1_013185-T1	
GF00005204	TFCN152A1_005379-T1	
GF00005205		DBVPG3775_003314-T1
GF00005206	TFCN152A1_010556-T1	
GF00005207		DBVPG3775_001525-T1
GF00005208		DBVPG3775_002192-T1
GF00005209	TFCN152A1_005047-T1	
GF00005210		DBVPG3775_001785-T1
GF00005211		DBVPG3775_000561-T1
GF00005212		DBVPG3775_001888-T1
GF00005213	TFCN152A1_013214-T1	
GF00005214		DBVPG3775_000206-T1
GF00005215	TFCN152A1_013254-T1	
GF00005216		DBVPG3775_006201-T1
GF00005217		DBVPG3775_007526-T1
GF00005218	TFCN152A1_000976-T1	
GF00005219		DBVPG3775_006779-T1
GF00005220		DBVPG3775_005002-T1
GF00005221		DBVPG3775_004494-T1
GF00005222		DBVPG3775_001096-T1
GF00005223		DBVPG3775_007564-T1
GF00005224	TFCN152A1_013206-T1	
GF00005225	TFCN152A1_013144-T1	
GF00005226		DBVPG3775_006200-T1
GF00005227	TFCN152A1_013241-T1	
GF00005228	TFCN152A1_013249-T1	
GF00005229	TFCN152A1_003765-T1	
GF00005230		DBVPG3775_003759-T1
GF00005231	TFCN152A1_008710-T1	
GF00005232	TFCN152A1_006231-T1	
GF00005233	TFCN152A1_013237-T1	
GF00005234		DBVPG3775_000097-T1
GF00005235		DBVPG3775_005764-T1
GF00005236		DBVPG3775_006059-T1
GF00005237	TFCN152A1_009327-T1	
GF00005238		DBVPG3775_006063-T1
GF00005239		DBVPG3775_001524-T1
GF00005240		DBVPG3775_004352-T1
GF00005241	TFCN152A1_013218-T1	
GF00005242	TFCN152A1_006162-T1	
GF00005243		DBVPG3775_000639-T1
GF00005244		DBVPG3775_003609-T1
GF00005245		DBVPG3775_004987-T1
GF00005246		DBVPG3775_004438-T1
GF00005247		DBVPG3775_005765-T1
GF00005248		DBVPG3775_006956-T1
GF00005249		DBVPG3775_006757-T1
GF00005250	TFCN152A1_005490-T1	
GF00005251	TFCN152A1_004496-T1	
GF00005252		DBVPG3775_006773-T1
GF00005253		DBVPG3775_002403-T1
GF00005254		DBVPG3775_002355-T1
GF00005255		DBVPG3775_000734-T1
GF00005256	TFCN152A1_012738-T1	
GF00005257		DBVPG3775_005797-T1
GF00005258	TFCN152A1_011978-T1	
GF00005259		DBVPG3775_005670-T1
GF00005260	TFCN152A1_000219-T1	
GF00005261		DBVPG3775_001523-T1
GF00005262	TFCN152A1_013157-T1	
GF00005263		DBVPG3775_006136-T1
GF00005264		DBVPG3775_007314-T1
GF00005265		DBVPG3775_007507-T1
GF00005266		DBVPG3775_004557-T1
GF00005267		DBVPG3775_002903-T1
GF00005268		DBVPG3775_000718-T1
GF00005269	TFCN152A1_003764-T1	
GF00005270		DBVPG3775_006746-T1
GF00005271		DBVPG3775_006055-T1
GF00005272		DBVPG3775_006837-T1
GF00005273		DBVPG3775_002697-T1
GF00005274		DBVPG3775_006054-T1
GF00005275		DBVPG3775_006781-T1
GF00005276	TFCN152A1_008965-T1	
GF00005277		DBVPG3775_002775-T1
GF00005278		DBVPG3775_001270-T1
GF00005279		DBVPG3775_005525-T1
GF00005280	TFCN152A1_010632-T1	
GF00005281		DBVPG3775_004981-T1
GF00005282		DBVPG3775_004524-T1
GF00005283		DBVPG3775_007348-T1
GF00005284		DBVPG3775_004854-T1
GF00005285		DBVPG3775_004902-T1
GF00005286	TFCN152A1_011784-T1	
GF00005287	TFCN152A1_011966-T1	
GF00005288		DBVPG3775_006863-T1
GF00005289	TFCN152A1_005894-T1	
GF00005290		DBVPG3775_007505-T1
GF00005291	TFCN152A1_006054-T1	
GF00005292	TFCN152A1_013118-T1	
GF00005293	TFCN152A1_008711-T1	
GF00005294		DBVPG3775_004351-T1
GF00005295		DBVPG3775_004825-T1
GF00005296		DBVPG3775_002185-T1
GF00005297		DBVPG3775_003456-T1
GF00005298	TFCN152A1_004419-T1	
GF00005299		DBVPG3775_006061-T1
GF00005300		DBVPG3775_002597-T1
GF00005301		DBVPG3775_001755-T1
GF00005302	TFCN152A1_001926-T1	
GF00005303		DBVPG3775_006307-T1
GF00005304		DBVPG3775_004979-T1
GF00005305		DBVPG3775_000283-T1
GF00005306		DBVPG3775_007601-T1
GF00005307		DBVPG3775_006189-T1
GF00005308	TFCN152A1_004614-T1	
GF00005309		DBVPG3775_006053-T1
GF00005310		DBVPG3775_004466-T1
GF00005311		DBVPG3775_005800-T1
GF00005312	TFCN152A1_001877-T1	
GF00005313		DBVPG3775_005300-T1
GF00005314		DBVPG3775_002428-T1
GF00005315		DBVPG3775_000096-T1
GF00005316	TFCN152A1_008712-T1	
GF00005317		DBVPG3775_007289-T1
GF00005318	TFCN152A1_008461-T1	
GF00005319		DBVPG3775_002535-T1
GF00005320		DBVPG3775_006848-T1
GF00005321		DBVPG3775_005543-T1
GF00005322		DBVPG3775_002622-T1
GF00005323	TFCN152A1_004130-T1	
GF00005324	TFCN152A1_013049-T1	
GF00005325		DBVPG3775_002050-T1
GF00005326		DBVPG3775_005445-T1
GF00005327	TFCN152A1_013223-T1	
GF00005328	TFCN152A1_011221-T1	
GF00005329		DBVPG3775_002060-T1
GF00005330		DBVPG3775_001328-T1
GF00005331		DBVPG3775_003940-T1
GF00005332		DBVPG3775_000954-T1
GF00005333		DBVPG3775_006060-T1
GF00005334		DBVPG3775_006056-T1
GF00005335	TFCN152A1_010918-T1	
GF00005336		DBVPG3775_007050-T1
GF00005337	TFCN152A1_005569-T1	
GF00005338		DBVPG3775_007576-T1
GF00005339	TFCN152A1_000504-T1	
GF00005340	TFCN152A1_008250-T1	
GF00005341	TFCN152A1_004768-T1	
GF00005342	TFCN152A1_005071-T1	
GF00005343		DBVPG3775_005794-T1
GF00005344		DBVPG3775_007170-T1
GF00005345		DBVPG3775_005725-T1
GF00005346		DBVPG3775_005826-T1
GF00005347	TFCN152A1_013173-T1	
GF00005348		DBVPG3775_001753-T1
GF00005349	TFCN152A1_013193-T1	
GF00005350		DBVPG3775_002102-T1
GF00005351		DBVPG3775_000809-T1
GF00005352	TFCN152A1_010519-T1	
GF00005353		DBVPG3775_003997-T1
GF00005354	TFCN152A1_013071-T1	
GF00005355		DBVPG3775_001346-T1
GF00005356		DBVPG3775_000377-T1
GF00005357		DBVPG3775_004559-T1
GF00005358		DBVPG3775_007572-T1
GF00005359	TFCN152A1_008283-T1	
GF00005360		DBVPG3775_002325-T1
GF00005361		DBVPG3775_006777-T1
GF00005362		DBVPG3775_003373-T1
